age(ka),d18OcarbVPDB
20.779,-12.42
20.779,-12.42
20.782,-12.42
20.784,-12.43
20.786,-12.42
20.791,-12.42
20.793,-12.42
20.794,-12.41
20.8,-12.45
20.8,-12.47
20.801,-12.48
20.803,-12.46
20.803,-12.46
20.805,-12.45
20.807,-12.42
20.809,-12.43
20.81,-12.45
20.81,-12.46
20.812,-12.42
20.813,-12.43
20.814,-12.44
20.816,-12.42
20.818,-12.36
20.819,-12.38
20.82,-12.4
20.821,-12.42
20.823,-12.41
20.823,-12.41
20.825,-12.42
20.827,-12.45
20.828,-12.47
20.829,-12.49
20.831,-12.53
20.832,-12.56
20.833,-12.56
20.834,-12.56
20.836,-12.56
20.837,-12.56
20.838,-12.55
20.84,-12.53
20.842,-12.51
20.843,-12.48
20.843,-12.47
20.845,-12.46
20.846,-12.44
20.847,-12.43
20.849,-12.41
20.851,-12.39
20.853,-12.38
20.853,-12.38
20.854,-12.36
20.856,-12.32
20.856,-12.3
20.858,-12.28
20.86,-12.24
20.862,-12.23
20.863,-12.22
20.863,-12.21
20.865,-12.24
20.865,-12.26
20.867,-12.32
20.869,-12.29
20.871,-12.28
20.873,-12.32
20.873,-12.32
20.874,-12.34
20.874,-12.35
20.876,-12.39
20.878,-12.43
20.88,-12.49
20.882,-12.5
20.883,-12.53
20.883,-12.53
20.884,-12.55
20.884,-12.54
20.885,-12.53
20.885,-12.53
20.886,-12.52
20.887,-12.52
20.888,-12.52
20.889,-12.53
20.889,-12.53
20.89,-12.52
20.891,-12.51
20.891,-12.51
20.892,-12.51
20.892,-12.51
20.893,-12.52
20.893,-12.52
20.894,-12.52
20.895,-12.52
20.895,-12.51
20.896,-12.5
20.897,-12.5
20.898,-12.48
20.898,-12.47
20.899,-12.45
20.9,-12.4
20.9,-12.4
20.901,-12.38
20.901,-12.38
20.902,-12.37
20.902,-12.36
20.903,-12.33
20.904,-12.32
20.904,-12.32
20.905,-12.33
20.906,-12.33
20.907,-12.33
20.907,-12.33
20.908,-12.34
20.909,-12.35
20.909,-12.36
20.91,-12.36
20.91,-12.35
20.911,-12.35
20.911,-12.35
20.912,-12.34
20.913,-12.34
20.913,-12.33
20.915,-12.31
20.915,-12.31
20.916,-12.31
20.916,-12.32
20.917,-12.32
20.918,-12.33
20.918,-12.34
20.919,-12.33
20.919,-12.32
20.92,-12.31
20.92,-12.31
20.921,-12.3
20.922,-12.31
20.922,-12.31
20.924,-12.31
20.924,-12.32
20.925,-12.35
20.926,-12.38
20.926,-12.38
20.927,-12.4
20.927,-12.41
20.928,-12.4
20.929,-12.4
20.929,-12.39
20.929,-12.39
20.93,-12.38
20.931,-12.38
20.931,-12.38
20.932,-12.4
20.933,-12.4
20.934,-12.4
20.935,-12.4
20.935,-12.4
20.936,-12.41
20.937,-12.42
20.937,-12.41
20.938,-12.4
20.938,-12.4
20.938,-12.39
20.939,-12.39
20.94,-12.38
20.94,-12.38
20.941,-12.41
20.942,-12.41
20.943,-12.41
20.944,-12.41
20.944,-12.41
20.945,-12.41
20.946,-12.42
20.946,-12.41
20.947,-12.39
20.947,-12.39
20.948,-12.38
20.948,-12.38
20.949,-12.38
20.949,-12.38
20.95,-12.38
20.951,-12.38
20.952,-12.38
20.953,-12.35
20.953,-12.34
20.954,-12.33
20.955,-12.32
20.955,-12.32
20.956,-12.33
20.956,-12.33
20.957,-12.33
20.957,-12.34
20.958,-12.35
20.958,-12.35
20.959,-12.35
20.96,-12.35
20.961,-12.36
20.962,-12.39
20.962,-12.39
20.963,-12.39
20.964,-12.37
20.964,-12.37
20.965,-12.37
20.965,-12.38
20.966,-12.37
20.966,-12.37
20.967,-12.35
20.968,-12.34
20.968,-12.34
20.969,-12.33
20.97,-12.33
20.971,-12.35
20.971,-12.35
20.972,-12.34
20.973,-12.3
20.973,-12.3
20.974,-12.3
20.974,-12.31
20.975,-12.32
20.975,-12.32
20.976,-12.32
20.977,-12.32
20.977,-12.33
20.979,-12.35
20.979,-12.35
20.98,-12.39
20.98,-12.42
20.981,-12.42
20.982,-12.42
20.982,-12.42
20.983,-12.42
20.984,-12.42
20.984,-12.42
20.984,-12.41
20.985,-12.4
20.986,-12.38
20.986,-12.37
20.988,-12.34
20.988,-12.34
20.989,-12.32
20.99,-12.3
20.99,-12.29
20.991,-12.27
20.991,-12.26
20.992,-12.24
20.993,-12.23
20.993,-12.22
20.993,-12.22
20.994,-12.2
20.995,-12.18
20.995,-12.17
20.997,-12.14
20.997,-12.14
20.998,-12.17
20.999,-12.22
20.999,-12.22
21.0,-12.21
21.0,-12.21
21.001,-12.22
21.002,-12.24
21.002,-12.25
21.002,-12.25
21.003,-12.24
21.004,-12.23
21.004,-12.23
21.005,-12.24
21.006,-12.24
21.007,-12.24
21.008,-12.25
21.008,-12.25
21.009,-12.27
21.01,-12.28
21.01,-12.28
21.011,-12.29
21.011,-12.29
21.011,-12.29
21.012,-12.29
21.013,-12.3
21.013,-12.3
21.014,-12.32
21.015,-12.34
21.016,-12.35
21.017,-12.37
21.017,-12.37
21.018,-12.38
21.019,-12.39
21.019,-12.39
21.02,-12.39
21.02,-12.39
21.021,-12.39
21.021,-12.39
21.022,-12.39
21.022,-12.39
21.023,-12.42
21.024,-12.43
21.025,-12.44
21.026,-12.43
21.026,-12.43
21.027,-12.42
21.028,-12.4
21.028,-12.4
21.029,-12.41
21.029,-12.41
21.03,-12.41
21.03,-12.42
21.031,-12.43
21.032,-12.43
21.032,-12.41
21.033,-12.39
21.034,-12.38
21.035,-12.37
21.035,-12.36
21.036,-12.35
21.037,-12.31
21.037,-12.31
21.038,-12.29
21.039,-12.28
21.039,-12.29
21.039,-12.29
21.04,-12.31
21.041,-12.32
21.041,-12.31
21.043,-12.29
21.043,-12.29
21.044,-12.3
21.044,-12.31
21.045,-12.32
21.046,-12.36
21.046,-12.37
21.047,-12.38
21.048,-12.38
21.048,-12.38
21.048,-12.38
21.049,-12.38
21.05,-12.38
21.05,-12.38
21.052,-12.38
21.052,-12.38
21.053,-12.4
21.053,-12.42
21.054,-12.42
21.055,-12.42
21.055,-12.42
21.056,-12.41
21.057,-12.4
21.057,-12.4
21.057,-12.4
21.058,-12.41
21.059,-12.43
21.059,-12.44
21.061,-12.47
21.061,-12.47
21.062,-12.46
21.063,-12.43
21.063,-12.44
21.064,-12.47
21.064,-12.48
21.065,-12.5
21.066,-12.51
21.066,-12.52
21.066,-12.52
21.067,-12.51
21.068,-12.5
21.068,-12.49
21.069,-12.51
21.07,-12.52
21.071,-12.53
21.072,-12.54
21.072,-12.54
21.073,-12.53
21.074,-12.51
21.074,-12.52
21.075,-12.54
21.075,-12.54
21.075,-12.54
21.076,-12.53
21.077,-12.51
21.077,-12.5
21.078,-12.49
21.079,-12.49
21.08,-12.49
21.081,-12.5
21.081,-12.5
21.082,-12.5
21.083,-12.49
21.083,-12.48
21.084,-12.44
21.084,-12.43
21.085,-12.42
21.085,-12.41
21.086,-12.41
21.086,-12.41
21.087,-12.41
21.088,-12.41
21.089,-12.41
21.09,-12.41
21.09,-12.41
21.091,-12.42
21.092,-12.43
21.092,-12.43
21.093,-12.42
21.093,-12.41
21.094,-12.41
21.094,-12.41
21.095,-12.4
21.096,-12.4
21.096,-12.39
21.097,-12.39
21.098,-12.38
21.099,-12.37
21.099,-12.36
21.1,-12.35
21.101,-12.33
21.101,-12.33
21.102,-12.29
21.103,-12.26
21.103,-12.26
21.103,-12.26
21.104,-12.27
21.105,-12.27
21.105,-12.27
21.106,-12.25
21.107,-12.25
21.108,-12.23
21.108,-12.22
21.109,-12.22
21.11,-12.25
21.11,-12.25
21.111,-12.28
21.112,-12.3
21.112,-12.3
21.112,-12.3
21.113,-12.3
21.114,-12.3
21.114,-12.29
21.116,-12.27
21.116,-12.27
21.117,-12.26
21.117,-12.26
21.118,-12.25
21.119,-12.22
21.119,-12.21
21.12,-12.19
21.121,-12.17
21.121,-12.17
21.121,-12.17
21.122,-12.16
21.123,-12.16
21.123,-12.16
21.125,-12.14
21.125,-12.14
21.126,-12.14
21.127,-12.13
21.127,-12.13
21.128,-12.14
21.128,-12.14
21.129,-12.14
21.13,-12.15
21.13,-12.15
21.13,-12.15
21.131,-12.18
21.132,-12.21
21.132,-12.22
21.134,-12.24
21.134,-12.24
21.135,-12.23
21.136,-12.23
21.136,-12.23
21.137,-12.22
21.138,-12.22
21.138,-12.24
21.139,-12.27
21.139,-12.27
21.14,-12.28
21.141,-12.27
21.142,-12.26
21.143,-12.24
21.144,-12.22
21.145,-12.21
21.146,-12.21
21.147,-12.21
21.147,-12.21
21.148,-12.22
21.148,-12.22
21.149,-12.22
21.15,-12.21
21.151,-12.21
21.152,-12.21
21.153,-12.2
21.154,-12.2
21.155,-12.21
21.156,-12.21
21.157,-12.21
21.158,-12.2
21.158,-12.2
21.159,-12.2
21.159,-12.2
21.161,-12.2
21.161,-12.19
21.163,-12.2
21.163,-12.19
21.164,-12.18
21.165,-12.17
21.166,-12.17
21.167,-12.17
21.167,-12.17
21.168,-12.17
21.169,-12.17
21.17,-12.2
21.17,-12.2
21.172,-12.21
21.172,-12.21
21.174,-12.22
21.174,-12.23
21.176,-12.27
21.176,-12.27
21.176,-12.28
21.178,-12.29
21.178,-12.29
21.179,-12.31
21.18,-12.31
21.181,-12.29
21.181,-12.29
21.183,-12.31
21.183,-12.31
21.185,-12.33
21.185,-12.34
21.185,-12.34
21.187,-12.33
21.187,-12.33
21.189,-12.32
21.189,-12.32
21.191,-12.27
21.191,-12.26
21.192,-12.22
21.193,-12.21
21.194,-12.19
21.195,-12.19
21.195,-12.19
21.196,-12.2
21.196,-12.2
21.198,-12.19
21.198,-12.2
21.2,-12.22
21.2,-12.24
21.201,-12.28
21.202,-12.31
21.203,-12.37
21.204,-12.38
21.204,-12.38
21.205,-12.38
21.206,-12.38
21.207,-12.37
21.208,-12.36
21.209,-12.35
21.21,-12.36
21.211,-12.39
21.212,-12.4
21.212,-12.41
21.213,-12.41
21.213,-12.41
21.214,-12.4
21.215,-12.39
21.215,-12.39
21.216,-12.39
21.217,-12.4
21.217,-12.41
21.219,-12.43
21.219,-12.42
21.22,-12.4
21.221,-12.44
21.221,-12.45
21.222,-12.46
21.222,-12.46
21.223,-12.46
21.223,-12.46
21.224,-12.46
21.225,-12.45
21.225,-12.44
21.226,-12.42
21.227,-12.41
21.227,-12.4
21.228,-12.4
21.228,-12.4
21.229,-12.44
21.23,-12.45
21.23,-12.45
21.232,-12.46
21.232,-12.46
21.232,-12.45
21.233,-12.45
21.234,-12.38
21.234,-12.39
21.235,-12.4
21.236,-12.39
21.236,-12.39
21.237,-12.39
21.238,-12.4
21.238,-12.4
21.239,-12.4
21.24,-12.4
21.24,-12.4
21.241,-12.41
21.241,-12.42
21.242,-12.42
21.242,-12.41
21.243,-12.41
21.244,-12.41
21.244,-12.41
21.245,-12.42
21.246,-12.42
21.247,-12.45
21.247,-12.44
21.248,-12.43
21.249,-12.4
21.249,-12.41
21.25,-12.43
21.25,-12.43
21.251,-12.44
21.251,-12.44
21.252,-12.41
21.253,-12.39
21.253,-12.38
21.254,-12.37
21.255,-12.37
21.255,-12.36
21.256,-12.34
21.257,-12.33
21.257,-12.32
21.259,-12.33
21.259,-12.33
21.259,-12.32
21.26,-12.31
21.261,-12.3
21.261,-12.3
21.262,-12.27
21.262,-12.29
21.263,-12.29
21.264,-12.28
21.264,-12.28
21.265,-12.28
21.266,-12.27
21.266,-12.27
21.267,-12.28
21.268,-12.29
21.268,-12.29
21.268,-12.29
21.269,-12.29
21.27,-12.29
21.27,-12.29
21.271,-12.27
21.272,-12.27
21.273,-12.27
21.274,-12.23
21.274,-12.23
21.275,-12.21
21.276,-12.18
21.276,-12.18
21.277,-12.18
21.277,-12.15
21.278,-12.14
21.278,-12.14
21.279,-12.11
21.279,-12.1
21.28,-12.06
21.281,-12.01
21.281,-12.01
21.282,-12.01
21.283,-12.05
21.283,-12.06
21.284,-12.12
21.285,-12.15
21.286,-12.17
21.287,-12.16
21.287,-12.16
21.287,-12.16
21.288,-12.17
21.289,-12.17
21.289,-12.17
21.29,-12.2
21.291,-12.2
21.291,-12.21
21.292,-12.23
21.293,-12.25
21.293,-12.27
21.294,-12.31
21.294,-12.32
21.295,-12.33
21.296,-12.36
21.296,-12.36
21.296,-12.36
21.297,-12.41
21.298,-12.42
21.298,-12.42
21.3,-12.39
21.3,-12.4
21.301,-12.4
21.302,-12.37
21.302,-12.38
21.303,-12.41
21.304,-12.41
21.304,-12.41
21.305,-12.4
21.305,-12.39
21.306,-12.39
21.306,-12.38
21.307,-12.35
21.308,-12.35
21.308,-12.35
21.309,-12.34
21.31,-12.34
21.31,-12.32
21.311,-12.28
21.311,-12.28
21.312,-12.26
21.313,-12.29
21.314,-12.3
21.315,-12.28
21.315,-12.28
21.315,-12.27
21.316,-12.26
21.317,-12.25
21.317,-12.25
21.318,-12.23
21.319,-12.2
21.319,-12.2
21.32,-12.18
21.321,-12.18
21.321,-12.18
21.322,-12.18
21.323,-12.17
21.323,-12.18
21.324,-12.19
21.324,-12.21
21.325,-12.22
21.325,-12.24
21.326,-12.25
21.327,-12.25
21.328,-12.22
21.328,-12.21
21.329,-12.21
21.33,-12.2
21.33,-12.21
21.331,-12.21
21.332,-12.21
21.332,-12.21
21.333,-12.18
21.333,-12.18
21.334,-12.17
21.334,-12.18
21.335,-12.22
21.336,-12.27
21.336,-12.28
21.337,-12.3
21.338,-12.3
21.338,-12.28
21.339,-12.29
21.34,-12.29
21.341,-12.3
21.342,-12.31
21.342,-12.31
21.342,-12.3
21.343,-12.29
21.343,-12.29
21.344,-12.29
21.345,-12.28
21.345,-12.27
21.346,-12.26
21.347,-12.25
21.347,-12.25
21.348,-12.24
21.349,-12.24
21.349,-12.24
21.35,-12.25
21.351,-12.25
21.351,-12.25
21.352,-12.25
21.352,-12.26
21.353,-12.25
21.354,-12.24
21.355,-12.25
21.355,-12.25
21.356,-12.24
21.357,-12.25
21.357,-12.25
21.358,-12.26
21.359,-12.28
21.359,-12.28
21.36,-12.29
21.36,-12.3
21.361,-12.32
21.361,-12.33
21.362,-12.36
21.362,-12.36
21.363,-12.35
21.364,-12.32
21.364,-12.32
21.365,-12.31
21.366,-12.33
21.366,-12.35
21.368,-12.32
21.368,-12.33
21.369,-12.34
21.37,-12.38
21.37,-12.38
21.37,-12.37
21.371,-12.35
21.372,-12.36
21.374,-12.38
21.374,-12.39
21.375,-12.4
21.377,-12.42
21.378,-12.42
21.379,-12.43
21.379,-12.43
21.381,-12.43
21.382,-12.43
21.383,-12.41
21.385,-12.38
21.385,-12.38
21.387,-12.35
21.388,-12.31
21.389,-12.31
21.389,-12.3
21.391,-12.28
21.392,-12.26
21.392,-12.26
21.394,-12.19
21.396,-12.13
21.396,-12.12
21.398,-12.09
21.398,-12.09
21.4,-12.06
21.4,-12.06
21.402,-12.05
21.403,-12.05
21.404,-12.05
21.406,-12.08
21.407,-12.1
21.407,-12.1
21.408,-12.11
21.409,-12.13
21.411,-12.15
21.411,-12.14
21.414,-12.11
21.414,-12.11
21.416,-12.12
21.416,-12.12
21.418,-12.15
21.418,-12.15
21.42,-12.18
21.421,-12.2
21.423,-12.22
21.425,-12.25
21.425,-12.25
21.425,-12.25
21.427,-12.28
21.429,-12.31
21.429,-12.32
21.432,-12.37
21.432,-12.38
21.434,-12.38
21.434,-12.38
21.436,-12.34
21.436,-12.34
21.438,-12.33
21.439,-12.33
21.441,-12.32
21.443,-12.32
21.443,-12.32
21.443,-12.32
21.445,-12.32
21.447,-12.33
21.447,-12.34
21.45,-12.37
21.45,-12.38
21.452,-12.38
21.452,-12.38
21.454,-12.38
21.454,-12.38
21.456,-12.38
21.458,-12.37
21.459,-12.37
21.461,-12.38
21.461,-12.38
21.461,-12.38
21.463,-12.38
21.465,-12.39
21.465,-12.39
21.468,-12.37
21.468,-12.37
21.47,-12.36
21.47,-12.36
21.472,-12.33
21.472,-12.33
21.474,-12.32
21.476,-12.31
21.477,-12.31
21.479,-12.31
21.479,-12.31
21.479,-12.32
21.481,-12.32
21.483,-12.33
21.483,-12.35
21.486,-12.4
21.486,-12.42
21.488,-12.44
21.488,-12.44
21.49,-12.44
21.49,-12.44
21.493,-12.42
21.494,-12.41
21.495,-12.38
21.496,-12.34
21.497,-12.34
21.497,-12.34
21.499,-12.37
21.501,-12.4
21.502,-12.41
21.504,-12.41
21.504,-12.41
21.505,-12.41
21.506,-12.41
21.508,-12.39
21.508,-12.39
21.511,-12.4
21.512,-12.4
21.513,-12.38
21.514,-12.37
21.515,-12.37
21.515,-12.37
21.517,-12.41
21.519,-12.44
21.52,-12.45
21.522,-12.48
21.523,-12.49
21.523,-12.49
21.524,-12.49
21.526,-12.47
21.526,-12.47
21.529,-12.42
21.53,-12.39
21.531,-12.37
21.532,-12.34
21.533,-12.33
21.533,-12.33
21.535,-12.32
21.537,-12.32
21.538,-12.32
21.54,-12.34
21.541,-12.34
21.541,-12.33
21.542,-12.3
21.544,-12.25
21.544,-12.25
21.547,-12.2
21.548,-12.17
21.549,-12.17
21.55,-12.18
21.551,-12.19
21.551,-12.19
21.553,-12.17
21.555,-12.15
21.556,-12.14
21.558,-12.11
21.559,-12.11
21.559,-12.11
21.56,-12.11
21.562,-12.12
21.562,-12.12
21.565,-12.11
21.566,-12.1
21.567,-12.1
21.568,-12.09
21.569,-12.07
21.57,-12.07
21.571,-12.05
21.573,-12.03
21.574,-12.02
21.576,-11.99
21.577,-11.98
21.577,-11.98
21.578,-11.98
21.58,-11.98
21.581,-11.98
21.583,-11.97
21.584,-11.97
21.585,-11.99
21.586,-12.0
21.587,-12.03
21.588,-12.04
21.59,-12.06
21.591,-12.09
21.592,-12.09
21.594,-12.13
21.595,-12.14
21.595,-12.14
21.596,-12.17
21.598,-12.23
21.598,-12.24
21.598,-12.25
21.6,-12.32
21.602,-12.38
21.602,-12.38
21.602,-12.38
21.604,-12.35
21.605,-12.32
21.606,-12.31
21.606,-12.3
21.608,-12.27
21.608,-12.26
21.609,-12.24
21.609,-12.24
21.611,-12.22
21.612,-12.22
21.613,-12.23
21.613,-12.23
21.615,-12.28
21.615,-12.28
21.617,-12.32
21.617,-12.33
21.618,-12.36
21.619,-12.36
21.62,-12.38
21.621,-12.39
21.622,-12.41
21.623,-12.45
21.624,-12.47
21.625,-12.47
21.625,-12.47
21.627,-12.48
21.627,-12.5
21.628,-12.53
21.628,-12.54
21.63,-12.63
21.631,-12.66
21.632,-12.68
21.632,-12.69
21.634,-12.7
21.635,-12.7
21.635,-12.69
21.636,-12.68
21.638,-12.67
21.638,-12.67
21.638,-12.67
21.64,-12.7
21.642,-12.73
21.642,-12.73
21.642,-12.73
21.644,-12.69
21.645,-12.65
21.645,-12.64
21.646,-12.63
21.648,-12.59
21.648,-12.58
21.649,-12.58
21.649,-12.58
21.651,-12.58
21.652,-12.57
21.653,-12.54
21.653,-12.49
21.655,-12.36
21.655,-12.36
21.656,-12.34
21.657,-12.35
21.659,-12.41
21.659,-12.43
21.66,-12.45
21.661,-12.47
21.662,-12.48
21.663,-12.47
21.664,-12.46
21.665,-12.45
21.665,-12.45
21.667,-12.46
21.667,-12.47
21.668,-12.48
21.669,-12.48
21.67,-12.47
21.671,-12.47
21.672,-12.48
21.672,-12.48
21.674,-12.46
21.674,-12.46
21.675,-12.45
21.676,-12.47
21.677,-12.53
21.678,-12.56
21.679,-12.58
21.679,-12.6
21.68,-12.67
21.682,-12.73
21.682,-12.73
21.682,-12.73
21.683,-12.7
21.685,-12.67
21.685,-12.67
21.685,-12.67
21.686,-12.7
21.688,-12.75
21.688,-12.76
21.689,-12.77
21.689,-12.77
21.691,-12.77
21.691,-12.77
21.692,-12.79
21.692,-12.79
21.694,-12.82
21.695,-12.83
21.695,-12.83
21.696,-12.82
21.697,-12.81
21.699,-12.8
21.7,-12.81
21.702,-12.86
21.703,-12.88
21.704,-12.87
21.707,-12.8
21.707,-12.79
21.71,-12.75
21.71,-12.75
21.712,-12.72
21.714,-12.7
21.716,-12.69
21.718,-12.67
21.718,-12.67
21.721,-12.71
21.722,-12.71
21.723,-12.71
21.725,-12.72
21.727,-12.7
21.728,-12.67
21.729,-12.67
21.732,-12.63
21.733,-12.61
21.734,-12.61
21.736,-12.6
21.739,-12.61
21.739,-12.61
21.739,-12.61
21.743,-12.65
21.744,-12.67
21.744,-12.67
21.747,-12.69
21.749,-12.67
21.75,-12.66
21.75,-12.66
21.754,-12.62
21.755,-12.61
21.756,-12.6
21.757,-12.6
21.76,-12.58
21.761,-12.57
21.762,-12.56
21.765,-12.53
21.765,-12.52
21.767,-12.5
21.768,-12.49
21.771,-12.52
21.772,-12.53
21.773,-12.54
21.776,-12.55
21.776,-12.55
21.779,-12.54
21.779,-12.54
21.781,-12.59
21.783,-12.63
21.785,-12.64
21.786,-12.64
21.786,-12.64
21.79,-12.61
21.79,-12.61
21.792,-12.57
21.794,-12.51
21.796,-12.44
21.797,-12.44
21.797,-12.44
21.801,-12.53
21.802,-12.54
21.802,-12.55
21.804,-12.57
21.808,-12.61
21.808,-12.61
21.808,-12.61
21.812,-12.58
21.813,-12.59
21.813,-12.59
21.815,-12.6
21.818,-12.62
21.819,-12.63
21.819,-12.63
21.823,-12.58
21.823,-12.56
21.825,-12.55
21.826,-12.56
21.829,-12.57
21.83,-12.58
21.83,-12.59
21.833,-12.63
21.834,-12.63
21.836,-12.63
21.837,-12.62
21.839,-12.6
21.841,-12.59
21.842,-12.59
21.844,-12.62
21.845,-12.62
21.848,-12.63
21.848,-12.63
21.85,-12.63
21.851,-12.64
21.853,-12.67
21.855,-12.69
21.855,-12.7
21.859,-12.71
21.859,-12.72
21.86,-12.72
21.862,-12.73
21.865,-12.72
21.866,-12.71
21.866,-12.71
21.869,-12.7
21.871,-12.7
21.871,-12.69
21.873,-12.68
21.876,-12.71
21.876,-12.71
21.876,-12.71
21.88,-12.72
21.882,-12.71
21.882,-12.7
21.883,-12.69
21.887,-12.72
21.887,-12.72
21.888,-12.72
21.89,-12.72
21.892,-12.69
21.894,-12.68
21.894,-12.68
21.897,-12.72
21.897,-12.72
21.899,-12.71
21.901,-12.7
21.903,-12.72
21.904,-12.73
21.905,-12.73
21.908,-12.72
21.908,-12.71
21.911,-12.67
21.911,-12.67
21.913,-12.69
21.914,-12.71
21.916,-12.71
21.918,-12.69
21.919,-12.67
21.921,-12.62
21.922,-12.6
21.924,-12.58
21.925,-12.57
21.928,-12.56
21.928,-12.56
21.929,-12.56
21.932,-12.58
21.934,-12.59
21.934,-12.59
21.935,-12.59
21.939,-12.57
21.939,-12.55
21.94,-12.55
21.942,-12.55
21.945,-12.57
21.945,-12.57
21.946,-12.58
21.949,-12.64
21.95,-12.63
21.951,-12.63
21.952,-12.6
21.956,-12.59
21.956,-12.59
21.957,-12.58
21.959,-12.51
21.961,-12.5
21.962,-12.49
21.963,-12.5
21.966,-12.54
21.966,-12.54
21.968,-12.54
21.97,-12.52
21.972,-12.49
21.973,-12.47
21.974,-12.47
21.977,-12.51
21.977,-12.51
21.979,-12.51
21.98,-12.5
21.982,-12.49
21.984,-12.48
21.985,-12.46
21.987,-12.45
21.987,-12.46
21.991,-12.47
21.991,-12.47
21.993,-12.48
21.994,-12.48
21.997,-12.49
21.997,-12.49
21.998,-12.49
22.001,-12.5
22.002,-12.5
22.003,-12.49
22.004,-12.49
22.008,-12.5
22.008,-12.5
22.009,-12.5
22.011,-12.51
22.014,-12.51
22.014,-12.51
22.015,-12.51
22.018,-12.49
22.019,-12.49
22.02,-12.48
22.022,-12.47
22.025,-12.54
22.025,-12.54
22.026,-12.54
22.029,-12.54
22.032,-12.57
22.032,-12.58
22.035,-12.64
22.036,-12.65
22.039,-12.66
22.039,-12.66
22.042,-12.67
22.042,-12.67
22.046,-12.65
22.046,-12.65
22.048,-12.64
22.049,-12.64
22.052,-12.67
22.053,-12.67
22.053,-12.67
22.056,-12.68
22.059,-12.66
22.059,-12.66
22.06,-12.66
22.063,-12.7
22.064,-12.7
22.066,-12.68
22.067,-12.67
22.07,-12.6
22.07,-12.6
22.073,-12.61
22.073,-12.61
22.076,-12.58
22.077,-12.58
22.079,-12.61
22.08,-12.63
22.081,-12.64
22.084,-12.66
22.086,-12.63
22.087,-12.63
22.087,-12.63
22.091,-12.63
22.093,-12.65
22.093,-12.65
22.094,-12.65
22.098,-12.66
22.098,-12.66
22.099,-12.66
22.101,-12.67
22.104,-12.68
22.105,-12.68
22.106,-12.69
22.108,-12.71
22.109,-12.72
22.112,-12.76
22.113,-12.77
22.115,-12.79
22.115,-12.79
22.118,-12.8
22.12,-12.8
22.121,-12.79
22.122,-12.8
22.125,-12.85
22.126,-12.84
22.126,-12.84
22.129,-12.78
22.132,-12.75
22.132,-12.74
22.133,-12.73
22.136,-12.69
22.137,-12.69
22.139,-12.7
22.14,-12.7
22.143,-12.72
22.143,-12.72
22.146,-12.72
22.146,-12.72
22.149,-12.75
22.15,-12.77
22.153,-12.79
22.153,-12.79
22.154,-12.79
22.159,-12.77
22.159,-12.77
22.16,-12.76
22.163,-12.75
22.167,-12.74
22.17,-12.75
22.17,-12.75
22.174,-12.72
22.174,-12.72
22.176,-12.72
22.177,-12.72
22.179,-12.73
22.181,-12.73
22.184,-12.69
22.184,-12.69
22.188,-12.7
22.189,-12.7
22.191,-12.69
22.192,-12.67
22.194,-12.65
22.194,-12.64
22.198,-12.63
22.199,-12.63
22.201,-12.62
22.204,-12.58
22.205,-12.56
22.208,-12.6
22.208,-12.6
22.209,-12.61
22.212,-12.59
22.213,-12.59
22.215,-12.58
22.218,-12.59
22.219,-12.59
22.222,-12.59
22.223,-12.6
22.224,-12.62
22.226,-12.63
22.228,-12.6
22.229,-12.58
22.233,-12.58
22.233,-12.58
22.236,-12.56
22.238,-12.56
22.239,-12.56
22.241,-12.55
22.243,-12.53
22.243,-12.52
22.246,-12.44
22.247,-12.41
22.25,-12.33
22.252,-12.28
22.253,-12.27
22.257,-12.29
22.257,-12.29
22.257,-12.3
22.26,-12.33
22.262,-12.34
22.264,-12.34
22.267,-12.33
22.267,-12.33
22.271,-12.36
22.272,-12.35
22.273,-12.34
22.274,-12.34
22.277,-12.39
22.277,-12.4
22.281,-12.48
22.282,-12.48
22.284,-12.49
22.286,-12.52
22.288,-12.53
22.289,-12.53
22.291,-12.53
22.291,-12.53
22.295,-12.54
22.296,-12.53
22.298,-12.53
22.301,-12.55
22.302,-12.55
22.305,-12.53
22.305,-12.53
22.306,-12.52
22.309,-12.5
22.311,-12.53
22.312,-12.55
22.315,-12.57
22.316,-12.57
22.319,-12.54
22.32,-12.53
22.321,-12.53
22.322,-12.52
22.325,-12.51
22.326,-12.51
22.329,-12.52
22.33,-12.51
22.333,-12.48
22.335,-12.45
22.336,-12.44
22.338,-12.4
22.339,-12.36
22.34,-12.36
22.343,-12.36
22.345,-12.37
22.346,-12.39
22.35,-12.47
22.35,-12.47
22.353,-12.52
22.354,-12.52
22.355,-12.53
22.357,-12.54
22.359,-12.54
22.36,-12.54
22.363,-12.55
22.364,-12.56
22.367,-12.57
22.369,-12.56
22.37,-12.56
22.37,-12.55
22.374,-12.49
22.374,-12.5
22.377,-12.54
22.379,-12.57
22.381,-12.59
22.382,-12.6
22.384,-12.62
22.385,-12.63
22.385,-12.62
22.387,-12.61
22.387,-12.61
22.39,-12.63
22.391,-12.63
22.393,-12.63
22.394,-12.63
22.396,-12.64
22.398,-12.65
22.399,-12.65
22.399,-12.65
22.401,-12.66
22.401,-12.65
22.404,-12.61
22.405,-12.61
22.407,-12.65
22.408,-12.67
22.41,-12.66
22.411,-12.64
22.413,-12.64
22.414,-12.64
22.415,-12.65
22.415,-12.65
22.418,-12.66
22.418,-12.66
22.421,-12.69
22.422,-12.69
