age(ka),d18OcarbVPDB
22.424,-12.68
22.425,-12.68
22.427,-12.68
22.428,-12.68
22.429,-12.68
22.43,-12.68
22.432,-12.69
22.432,-12.69
22.435,-12.71
22.435,-12.71
22.438,-12.68
22.441,-12.65
22.442,-12.64
22.442,-12.63
22.444,-12.62
22.446,-12.61
22.446,-12.62
22.449,-12.66
22.449,-12.66
22.452,-12.68
22.453,-12.68
22.455,-12.69
22.456,-12.7
22.456,-12.7
22.458,-12.7
22.459,-12.71
22.461,-12.72
22.463,-12.73
22.463,-12.74
22.466,-12.75
22.466,-12.75
22.469,-12.73
22.47,-12.72
22.47,-12.72
22.472,-12.71
22.473,-12.7
22.475,-12.7
22.477,-12.71
22.477,-12.69
22.48,-12.66
22.48,-12.65
22.483,-12.62
22.483,-12.61
22.484,-12.61
22.487,-12.63
22.489,-12.64
22.49,-12.66
22.491,-12.66
22.494,-12.66
22.494,-12.67
22.497,-12.68
22.497,-12.69
22.499,-12.69
22.5,-12.69
22.501,-12.7
22.503,-12.7
22.504,-12.71
22.506,-12.73
22.507,-12.76
22.508,-12.75
22.511,-12.74
22.511,-12.74
22.513,-12.78
22.514,-12.79
22.514,-12.79
22.517,-12.78
22.518,-12.78
22.52,-12.74
22.521,-12.71
22.522,-12.69
22.525,-12.64
22.525,-12.64
22.527,-12.64
22.528,-12.64
22.528,-12.64
22.531,-12.62
22.531,-12.61
22.534,-12.64
22.535,-12.65
22.536,-12.65
22.538,-12.64
22.539,-12.64
22.541,-12.66
22.542,-12.67
22.542,-12.66
22.545,-12.63
22.545,-12.63
22.548,-12.64
22.549,-12.64
22.551,-12.66
22.552,-12.66
22.553,-12.66
22.555,-12.66
22.555,-12.66
22.556,-12.66
22.559,-12.65
22.559,-12.65
22.562,-12.69
22.562,-12.69
22.565,-12.68
22.566,-12.68
22.567,-12.68
22.57,-12.68
22.57,-12.69
22.573,-12.69
22.573,-12.7
22.576,-12.7
22.576,-12.7
22.579,-12.67
22.579,-12.67
22.581,-12.69
22.583,-12.7
22.584,-12.7
22.584,-12.7
22.586,-12.68
22.587,-12.68
22.59,-12.68
22.59,-12.69
22.593,-12.74
22.596,-12.73
22.597,-12.72
22.598,-12.71
22.598,-12.71
22.6,-12.69
22.601,-12.67
22.603,-12.63
22.604,-12.63
22.607,-12.63
22.607,-12.63
22.61,-12.62
22.61,-12.61
22.612,-12.57
22.612,-12.56
22.614,-12.54
22.615,-12.57
22.617,-12.59
22.618,-12.6
22.621,-12.61
22.621,-12.61
22.624,-12.61
22.624,-12.61
22.626,-12.56
22.627,-12.55
22.627,-12.53
22.629,-12.54
22.631,-12.54
22.632,-12.53
22.634,-12.52
22.635,-12.51
22.638,-12.51
22.638,-12.51
22.64,-12.5
22.641,-12.5
22.641,-12.5
22.643,-12.5
22.645,-12.51
22.646,-12.52
22.648,-12.54
22.649,-12.55
22.651,-12.58
22.652,-12.58
22.655,-12.58
22.655,-12.58
22.655,-12.58
22.657,-12.58
22.658,-12.57
22.66,-12.55
22.662,-12.53
22.663,-12.5
22.665,-12.46
22.666,-12.46
22.669,-12.48
22.669,-12.48
22.669,-12.48
22.672,-12.44
22.672,-12.43
22.674,-12.42
22.675,-12.42
22.677,-12.43
22.679,-12.44
22.68,-12.43
22.682,-12.41
22.683,-12.41
22.683,-12.41
22.686,-12.4
22.686,-12.4
22.688,-12.4
22.689,-12.4
22.691,-12.4
22.693,-12.4
22.694,-12.42
22.696,-12.44
22.697,-12.43
22.697,-12.43
22.699,-12.39
22.7,-12.38
22.702,-12.39
22.703,-12.39
22.705,-12.43
22.706,-12.44
22.708,-12.45
22.71,-12.46
22.711,-12.45
22.711,-12.45
22.713,-12.43
22.714,-12.43
22.717,-12.46
22.717,-12.46
22.719,-12.46
22.72,-12.47
22.722,-12.49
22.723,-12.5
22.725,-12.49
22.726,-12.49
22.727,-12.48
22.727,-12.48
22.729,-12.48
22.73,-12.48
22.732,-12.49
22.732,-12.5
22.734,-12.53
22.734,-12.53
22.736,-12.53
22.736,-12.53
22.738,-12.53
22.738,-12.53
22.74,-12.53
22.74,-12.53
22.74,-12.53
22.742,-12.53
22.742,-12.53
22.744,-12.53
22.745,-12.52
22.745,-12.52
22.747,-12.53
22.747,-12.53
22.749,-12.53
22.749,-12.53
22.751,-12.54
22.751,-12.54
22.753,-12.54
22.753,-12.54
22.755,-12.55
22.755,-12.54
22.756,-12.54
22.757,-12.5
22.758,-12.48
22.759,-12.46
22.76,-12.49
22.76,-12.5
22.762,-12.5
22.762,-12.5
22.764,-12.49
22.764,-12.48
22.766,-12.44
22.767,-12.44
22.768,-12.47
22.769,-12.47
22.77,-12.45
22.77,-12.45
22.771,-12.43
22.772,-12.42
22.773,-12.39
22.774,-12.39
22.775,-12.39
22.776,-12.39
22.777,-12.36
22.777,-12.36
22.779,-12.32
22.78,-12.32
22.781,-12.35
22.782,-12.35
22.783,-12.36
22.784,-12.34
22.785,-12.33
22.785,-12.33
22.786,-12.34
22.787,-12.35
22.788,-12.34
22.789,-12.34
22.791,-12.36
22.791,-12.36
22.792,-12.41
22.793,-12.41
22.794,-12.39
22.795,-12.39
22.796,-12.41
22.797,-12.4
22.798,-12.39
22.799,-12.38
22.8,-12.38
22.8,-12.38
22.801,-12.38
22.802,-12.38
22.804,-12.34
22.804,-12.34
22.806,-12.33
22.806,-12.33
22.808,-12.34
22.808,-12.35
22.809,-12.36
22.81,-12.35
22.811,-12.34
22.812,-12.34
22.813,-12.35
22.815,-12.34
22.815,-12.34
22.815,-12.34
22.817,-12.34
22.817,-12.34
22.819,-12.33
22.819,-12.33
22.821,-12.37
22.821,-12.35
22.823,-12.31
22.823,-12.3
22.824,-12.29
22.825,-12.3
22.826,-12.31
22.828,-12.32
22.828,-12.32
22.829,-12.31
22.83,-12.3
22.83,-12.3
22.832,-12.28
22.832,-12.28
22.834,-12.3
22.834,-12.31
22.836,-12.33
22.836,-12.33
22.838,-12.32
22.839,-12.3
22.84,-12.27
22.841,-12.24
22.841,-12.23
22.843,-12.24
22.843,-12.24
22.844,-12.25
22.845,-12.25
22.845,-12.25
22.847,-12.21
22.847,-12.21
22.849,-12.24
22.85,-12.24
22.851,-12.24
22.852,-12.22
22.853,-12.2
22.854,-12.19
22.855,-12.19
22.856,-12.24
22.856,-12.25
22.858,-12.26
22.858,-12.26
22.859,-12.26
22.86,-12.27
22.86,-12.27
22.862,-12.27
22.863,-12.27
22.864,-12.29
22.865,-12.3
22.866,-12.3
22.867,-12.3
22.868,-12.3
22.869,-12.29
22.87,-12.29
22.871,-12.31
22.872,-12.31
22.873,-12.35
22.874,-12.35
22.874,-12.35
22.875,-12.38
22.876,-12.38
22.877,-12.38
22.878,-12.38
22.879,-12.37
22.88,-12.37
22.881,-12.37
22.882,-12.38
22.883,-12.39
22.884,-12.42
22.885,-12.42
22.887,-12.43
22.887,-12.43
22.888,-12.46
22.889,-12.46
22.889,-12.46
22.89,-12.43
22.891,-12.43
22.892,-12.43
22.893,-12.41
22.894,-12.4
22.895,-12.39
22.896,-12.4
22.898,-12.43
22.898,-12.43
22.9,-12.44
22.9,-12.44
22.902,-12.45
22.902,-12.44
22.903,-12.38
22.904,-12.37
22.904,-12.37
22.905,-12.38
22.906,-12.39
22.907,-12.38
22.909,-12.37
22.909,-12.36
22.911,-12.36
22.911,-12.36
22.913,-12.4
22.913,-12.4
22.915,-12.43
22.915,-12.44
22.917,-12.44
22.917,-12.42
22.918,-12.4
22.919,-12.39
22.919,-12.4
22.92,-12.42
22.922,-12.4
22.922,-12.39
22.924,-12.42
22.924,-12.42
22.926,-12.44
22.926,-12.44
22.928,-12.44
22.928,-12.44
22.93,-12.45
22.93,-12.46
22.932,-12.49
22.933,-12.49
22.933,-12.5
22.934,-12.5
22.935,-12.51
22.936,-12.52
22.937,-12.51
22.937,-12.51
22.939,-12.5
22.939,-12.5
22.941,-12.44
22.941,-12.44
22.943,-12.48
22.943,-12.48
22.945,-12.5
22.946,-12.5
22.947,-12.5
22.948,-12.48
22.948,-12.48
22.949,-12.46
22.95,-12.51
22.951,-12.53
22.952,-12.52
22.952,-12.52
22.954,-12.52
22.954,-12.52
22.956,-12.55
22.957,-12.55
22.958,-12.5
22.959,-12.48
22.96,-12.45
22.961,-12.45
22.962,-12.46
22.963,-12.48
22.963,-12.49
22.964,-12.5
22.965,-12.54
22.966,-12.54
22.967,-12.54
22.968,-12.53
22.969,-12.49
22.97,-12.48
22.971,-12.43
22.972,-12.43
22.974,-12.49
22.975,-12.5
22.976,-12.49
22.977,-12.47
22.978,-12.46
22.978,-12.45
22.979,-12.45
22.981,-12.49
22.981,-12.49
22.983,-12.46
22.983,-12.46
22.985,-12.45
22.985,-12.45
22.986,-12.44
22.987,-12.45
22.988,-12.46
22.989,-12.45
22.99,-12.45
22.992,-12.44
22.992,-12.44
22.992,-12.45
22.994,-12.48
22.994,-12.48
22.996,-12.49
22.996,-12.49
22.998,-12.43
22.998,-12.44
23.0,-12.46
23.0,-12.45
23.001,-12.43
23.002,-12.43
23.003,-12.44
23.005,-12.48
23.005,-12.49
23.007,-12.46
23.007,-12.46
23.009,-12.46
23.009,-12.46
23.011,-12.5
23.011,-12.49
23.013,-12.44
23.013,-12.45
23.015,-12.47
23.016,-12.47
23.017,-12.47
23.018,-12.47
23.018,-12.48
23.02,-12.48
23.02,-12.48
23.022,-12.46
23.022,-12.46
23.022,-12.46
23.024,-12.47
23.024,-12.47
23.026,-12.48
23.026,-12.47
23.028,-12.46
23.029,-12.48
23.03,-12.5
23.031,-12.48
23.032,-12.46
23.033,-12.45
23.033,-12.45
23.035,-12.4
23.035,-12.4
23.037,-12.39
23.037,-12.39
23.037,-12.39
23.039,-12.39
23.04,-12.39
23.041,-12.41
23.042,-12.42
23.043,-12.42
23.044,-12.4
23.045,-12.39
23.046,-12.39
23.047,-12.39
23.048,-12.4
23.049,-12.4
23.05,-12.38
23.051,-12.38
23.052,-12.38
23.052,-12.37
23.053,-12.37
23.054,-12.33
23.055,-12.31
23.056,-12.28
23.057,-12.28
23.058,-12.29
23.059,-12.28
23.06,-12.27
23.061,-12.24
23.062,-12.24
23.064,-12.21
23.064,-12.21
23.065,-12.24
23.066,-12.25
23.067,-12.25
23.067,-12.26
23.068,-12.27
23.069,-12.28
23.07,-12.28
23.071,-12.28
23.072,-12.26
23.073,-12.25
23.075,-12.23
23.075,-12.23
23.077,-12.27
23.077,-12.27
23.079,-12.21
23.079,-12.21
23.081,-12.21
23.081,-12.21
23.081,-12.21
23.082,-12.2
23.083,-12.22
23.084,-12.23
23.085,-12.23
23.086,-12.23
23.088,-12.22
23.088,-12.23
23.09,-12.26
23.09,-12.26
23.092,-12.29
23.092,-12.29
23.094,-12.31
23.094,-12.3
23.096,-12.28
23.096,-12.28
23.096,-12.28
23.097,-12.28
23.099,-12.31
23.099,-12.33
23.101,-12.35
23.101,-12.36
23.103,-12.38
23.103,-12.38
23.105,-12.36
23.105,-12.36
23.107,-12.37
23.107,-12.37
23.11,-12.4
23.111,-12.4
23.111,-12.4
23.112,-12.39
23.114,-12.34
23.115,-12.32
23.116,-12.31
23.118,-12.3
23.119,-12.29
23.12,-12.27
23.123,-12.24
23.123,-12.23
23.125,-12.21
23.126,-12.2
23.127,-12.2
23.127,-12.2
23.128,-12.2
23.13,-12.2
23.131,-12.2
23.131,-12.2
23.133,-12.21
23.134,-12.21
23.135,-12.22
23.135,-12.22
23.136,-12.22
23.137,-12.22
23.138,-12.22
23.139,-12.22
23.14,-12.22
23.141,-12.23
23.143,-12.23
23.143,-12.23
23.144,-12.23
23.146,-12.23
23.146,-12.23
23.147,-12.23
23.147,-12.23
23.149,-12.22
23.15,-12.22
23.151,-12.21
23.154,-12.22
23.155,-12.23
23.157,-12.22
23.159,-12.21
23.16,-12.21
23.16,-12.22
23.164,-12.24
23.164,-12.24
23.167,-12.2
23.168,-12.19
23.17,-12.23
23.172,-12.25
23.173,-12.25
23.176,-12.24
23.177,-12.23
23.177,-12.23
23.18,-12.22
23.18,-12.22
23.183,-12.26
23.184,-12.26
23.187,-12.29
23.188,-12.31
23.19,-12.31
23.192,-12.31
23.193,-12.3
23.194,-12.3
23.196,-12.29
23.197,-12.3
23.2,-12.32
23.2,-12.32
23.203,-12.35
23.204,-12.36
23.206,-12.37
23.208,-12.37
23.21,-12.37
23.211,-12.38
23.212,-12.38
23.213,-12.38
23.216,-12.41
23.216,-12.41
23.22,-12.46
23.22,-12.46
23.223,-12.47
23.224,-12.47
23.226,-12.5
23.228,-12.52
23.228,-12.52
23.23,-12.51
23.232,-12.47
23.233,-12.46
23.236,-12.47
23.236,-12.47
23.239,-12.43
23.24,-12.41
23.243,-12.42
23.246,-12.43
23.246,-12.43
23.248,-12.44
23.249,-12.44
23.252,-12.43
23.253,-12.43
23.256,-12.47
23.257,-12.47
23.259,-12.47
23.261,-12.47
23.263,-12.48
23.265,-12.5
23.266,-12.49
23.269,-12.49
23.269,-12.5
23.272,-12.52
23.273,-12.52
23.276,-12.54
23.277,-12.54
23.279,-12.54
23.28,-12.54
23.281,-12.54
23.282,-12.54
23.285,-12.54
23.286,-12.55
23.289,-12.57
23.289,-12.57
23.292,-12.56
23.293,-12.55
23.295,-12.55
23.297,-12.55
23.297,-12.55
23.299,-12.54
23.301,-12.53
23.302,-12.51
23.305,-12.47
23.305,-12.46
23.309,-12.46
23.309,-12.45
23.312,-12.42
23.313,-12.41
23.314,-12.39
23.315,-12.37
23.317,-12.33
23.319,-12.33
23.321,-12.33
23.322,-12.33
23.325,-12.37
23.325,-12.37
23.328,-12.34
23.329,-12.33
23.331,-12.33
23.332,-12.33
23.333,-12.33
23.335,-12.34
23.337,-12.36
23.338,-12.37
23.341,-12.44
23.342,-12.44
23.345,-12.43
23.346,-12.43
23.348,-12.43
23.348,-12.43
23.35,-12.44
23.352,-12.47
23.354,-12.5
23.355,-12.52
23.358,-12.55
23.358,-12.55
23.361,-12.59
23.362,-12.59
23.365,-12.63
23.366,-12.63
23.371,-12.63
23.375,-12.62
23.378,-12.62
23.378,-12.62
23.381,-12.62
23.382,-12.63
23.382,-12.63
23.385,-12.65
23.386,-12.66
23.388,-12.66
23.39,-12.65
23.391,-12.65
23.394,-12.63
23.394,-12.63
23.398,-12.65
23.398,-12.65
23.4,-12.66
23.402,-12.66
23.404,-12.63
23.406,-12.62
23.41,-12.63
23.411,-12.63
23.414,-12.62
23.417,-12.62
23.418,-12.63
23.418,-12.64
23.421,-12.66
23.424,-12.68
23.426,-12.69
23.427,-12.71
23.43,-12.76
23.431,-12.76
23.434,-12.77
23.434,-12.77
23.435,-12.77
23.437,-12.81
23.439,-12.83
23.441,-12.84
23.443,-12.86
23.444,-12.86
23.447,-12.86
23.447,-12.87
23.451,-12.88
23.451,-12.88
23.451,-12.88
23.454,-12.89
23.455,-12.89
23.457,-12.86
23.459,-12.84
23.46,-12.82
23.463,-12.79
23.464,-12.78
23.467,-12.75
23.467,-12.75
23.468,-12.76
23.47,-12.81
23.471,-12.82
23.474,-12.81
23.475,-12.81
23.477,-12.83
23.479,-12.85
23.48,-12.86
23.483,-12.9
23.484,-12.91
23.485,-12.93
23.487,-12.93
23.487,-12.93
23.49,-12.91
23.491,-12.9
23.493,-12.88
23.495,-12.86
23.497,-12.84
23.499,-12.8
23.499,-12.8
23.499,-12.8
23.502,-12.74
23.503,-12.71
23.505,-12.69
23.507,-12.64
23.507,-12.64
23.507,-12.64
23.51,-12.6
23.511,-12.57
23.512,-12.54
23.515,-12.48
23.515,-12.48
23.515,-12.48
23.518,-12.55
23.519,-12.61
23.52,-12.62
23.523,-12.65
23.523,-12.66
23.523,-12.66
23.526,-12.71
23.528,-12.76
23.528,-12.77
23.531,-12.8
23.531,-12.8
23.532,-12.8
23.533,-12.79
23.536,-12.77
23.536,-12.77
23.539,-12.72
23.539,-12.72
23.541,-12.71
23.541,-12.71
23.546,-12.76
23.547,-12.75
23.547,-12.74
23.549,-12.73
23.55,-12.73
23.552,-12.75
23.554,-12.79
23.555,-12.8
23.555,-12.8
23.557,-12.81
23.56,-12.83
23.56,-12.83
23.562,-12.87
23.563,-12.88
23.564,-12.87
23.565,-12.86
23.568,-12.82
23.569,-12.79
23.57,-12.77
23.571,-12.75
23.573,-12.72
23.574,-12.7
23.575,-12.68
23.578,-12.64
23.578,-12.64
23.579,-12.62
23.581,-12.61
23.583,-12.6
23.583,-12.6
23.586,-12.62
23.587,-12.64
23.588,-12.64
23.588,-12.64
23.591,-12.64
23.592,-12.64
23.594,-12.64
23.595,-12.65
23.596,-12.67
23.597,-12.69
23.599,-12.75
23.602,-12.85
23.602,-12.85
23.603,-12.87
23.604,-12.88
23.606,-12.89
23.607,-12.9
23.609,-12.92
23.611,-12.93
23.611,-12.93
23.612,-12.93
23.615,-12.92
23.617,-12.91
23.619,-12.91
23.62,-12.92
23.62,-12.92
23.623,-12.95
23.625,-12.97
23.625,-12.97
23.627,-12.98
23.628,-12.98
23.63,-12.98
23.63,-12.99
23.633,-13.03
23.634,-13.05
23.635,-13.05
23.636,-13.05
23.638,-13.01
23.639,-12.99
23.641,-12.96
23.643,-12.92
23.644,-12.91
23.644,-12.91
23.646,-12.94
23.648,-12.96
23.649,-12.96
23.651,-12.97
23.651,-12.97
23.653,-12.98
23.654,-12.98
23.658,-12.95
23.66,-12.92
23.661,-12.91
23.663,-12.88
23.667,-12.89
23.669,-12.89
23.672,-12.91
23.677,-13.02
23.677,-13.02
23.681,-12.97
23.685,-12.9
23.686,-12.89
23.691,-12.84
23.693,-12.83
23.695,-12.83
23.7,-12.89
23.701,-12.89
23.705,-12.88
23.709,-12.9
23.709,-12.9
23.714,-12.92
23.717,-12.92
23.719,-12.92
23.723,-12.91
23.725,-12.93
23.728,-12.96
23.733,-12.91
23.733,-12.91
23.737,-12.92
23.741,-12.94
23.742,-12.94
23.747,-12.96
23.749,-12.94
23.751,-12.95
23.756,-13.0
23.757,-13.0
23.761,-12.92
23.765,-12.88
23.765,-12.88
23.77,-13.0
23.773,-12.93
23.775,-12.88
23.779,-12.89
23.781,-12.9
23.784,-12.96
23.789,-12.97
23.789,-12.97
23.793,-12.92
23.797,-12.95
23.798,-12.97
23.803,-13.0
23.805,-13.02
23.807,-13.04
23.812,-12.97
23.813,-12.97
23.821,-13.03
23.821,-13.03
23.826,-12.95
23.828,-12.96
23.831,-13.01
23.836,-13.02
23.836,-13.03
23.84,-13.02
23.844,-13.0
23.845,-13.0
23.85,-13.04
23.852,-13.05
23.854,-13.06
23.859,-13.08
23.86,-13.08
23.864,-13.09
23.868,-13.08
23.868,-13.08
23.873,-13.03
23.876,-13.03
23.878,-13.04
23.882,-13.02
23.884,-13.03
23.887,-13.03
23.892,-13.1
23.892,-13.1
23.896,-13.12
23.9,-13.05
23.901,-13.05
23.906,-13.11
23.908,-13.09
23.91,-13.07
23.915,-13.08
23.916,-13.07
23.92,-13.04
23.924,-13.13
23.924,-13.13
23.929,-13.08
23.932,-13.07
23.934,-13.09
23.938,-13.11
23.94,-13.13
23.943,-13.16
23.948,-13.14
23.948,-13.14
23.952,-13.18
23.956,-13.2
23.957,-13.2
23.962,-13.13
23.964,-13.13
23.966,-13.14
23.971,-13.1
23.972,-13.1
23.976,-13.12
23.98,-13.09
23.98,-13.09
23.985,-13.15
23.988,-13.15
23.99,-13.15
23.994,-13.16
23.996,-13.16
23.999,-13.14
24.004,-13.12
24.004,-13.12
24.009,-13.15
24.012,-13.16
24.013,-13.17
24.018,-13.17
24.02,-13.17
24.023,-13.15
24.027,-13.09
24.028,-13.08
24.032,-13.05
24.036,-12.94
24.037,-12.93
24.041,-12.88
24.044,-12.87
24.046,-12.88
24.051,-12.95
24.052,-12.97
24.055,-13.0
24.06,-12.94
24.06,-12.94
24.065,-12.92
24.068,-12.87
24.069,-12.86
24.074,-12.83
24.076,-12.81
24.079,-12.77
24.083,-12.83
24.084,-12.82
24.088,-12.7
24.092,-12.67
24.093,-12.66
24.097,-12.64
24.1,-12.62
24.102,-12.63
24.107,-12.7
24.108,-12.7
24.114,-12.61
24.116,-12.56
24.12,-12.5
24.124,-12.67
24.127,-12.84
24.132,-12.75
24.134,-12.7
24.14,-12.75
24.141,-12.77
24.148,-12.89
24.148,-12.89
24.154,-12.79
24.155,-12.78
24.161,-12.77
24.162,-12.82
24.167,-12.97
24.168,-12.93
24.173,-12.79
24.175,-12.76
24.179,-12.73
24.182,-12.73
24.186,-12.81
24.189,-12.82
24.192,-12.81
24.196,-12.83
24.198,-12.85
24.203,-12.81
24.205,-12.8
24.21,-12.74
24.211,-12.71
24.216,-12.59
24.217,-12.58
24.223,-12.62
24.223,-12.62
24.23,-12.64
24.23,-12.65
24.236,-12.72
24.237,-12.74
24.242,-12.75
24.244,-12.74
24.248,-12.72
24.251,-12.71
24.255,-12.64
24.258,-12.6
24.261,-12.63
24.264,-12.68
24.267,-12.69
24.271,-12.67
24.274,-12.67
24.278,-12.68
24.28,-12.66
24.285,-12.56
24.286,-12.56
24.292,-12.63
24.292,-12.63
24.299,-12.6
24.299,-12.6
24.305,-12.62
24.306,-12.61
24.311,-12.54
24.312,-12.54
24.318,-12.6
24.319,-12.61
24.324,-12.61
24.326,-12.61
24.33,-12.64
24.333,-12.64
24.336,-12.65
24.34,-12.71
24.343,-12.73
24.347,-12.74
24.349,-12.74
24.354,-12.76
24.355,-12.78
24.361,-12.85
24.361,-12.86
24.367,-12.89
24.368,-12.89
24.374,-12.86
24.374,-12.86
24.38,-12.86
24.381,-12.86
24.387,-12.9
24.388,-12.9
24.393,-12.81
24.395,-12.78
24.399,-12.79
24.402,-12.8
24.405,-12.82
24.409,-12.78
24.412,-12.7
24.415,-12.68
24.418,-12.69
24.422,-12.72
24.424,-12.73
24.429,-12.67
24.431,-12.65
24.436,-12.6
24.437,-12.59
24.443,-12.52
24.443,-12.52
24.449,-12.64
24.45,-12.64
24.456,-12.63
24.457,-12.66
24.462,-12.74
24.463,-12.74
24.468,-12.8
24.47,-12.79
24.474,-12.7
24.477,-12.67
24.481,-12.72
24.484,-12.73
24.487,-12.75
24.491,-12.84
24.493,-12.84
24.498,-12.84
24.5,-12.84
24.505,-12.69
24.506,-12.66
24.511,-12.51
24.512,-12.5
24.518,-12.52
24.518,-12.52
24.525,-12.86
24.525,-12.89
24.531,-13.14
24.532,-13.15
24.537,-13.17
24.539,-13.18
24.544,-13.14
24.546,-13.11
24.55,-13.08
24.553,-13.1
24.556,-13.1
24.559,-13.08
24.562,-13.06
24.566,-13.01
24.569,-13.01
24.573,-13.06
24.575,-13.09
24.58,-13.2
24.581,-13.21
24.587,-13.14
24.587,-13.13
24.594,-13.11
24.594,-13.11
24.6,-13.17
24.601,-13.18
24.606,-13.11
24.607,-13.12
24.613,-13.29
24.614,-13.29
24.619,-13.17
24.621,-13.14
24.625,-13.14
24.628,-13.19
24.631,-13.3
24.635,-13.36
24.638,-13.35
24.642,-13.32
24.644,-13.29
24.649,-13.24
24.65,-13.24
24.655,-13.24
24.657,-13.24
24.662,-13.21
24.663,-13.21
24.669,-13.16
24.669,-13.16
24.675,-13.1
24.676,-13.1
24.682,-13.04
24.683,-13.04
24.688,-13.06
24.69,-13.05
24.694,-13.04
24.697,-13.08
24.697,-13.08
24.7,-13.12
24.703,-13.16
24.704,-13.13
24.705,-13.11
24.706,-13.13
24.708,-13.16
24.709,-13.19
24.711,-13.27
24.712,-13.28
24.714,-13.18
24.715,-13.15
24.717,-13.15
24.718,-13.15
24.72,-13.15
24.72,-13.15
24.723,-13.11
24.723,-13.11
24.726,-13.15
24.726,-13.16
24.728,-13.17
24.729,-13.17
24.731,-13.15
24.732,-13.15
24.734,-13.17
24.735,-13.18
24.737,-13.23
24.737,-13.23
24.74,-13.18
24.74,-13.18
24.743,-13.13
24.743,-13.13
24.746,-13.12
24.746,-13.12
24.749,-13.01
24.749,-13.01
24.751,-12.97
24.752,-12.97
24.754,-12.94
24.754,-12.94
24.757,-12.9
24.757,-12.9
24.76,-12.94
24.76,-12.94
24.763,-12.84
24.763,-12.84
24.766,-12.89
24.766,-12.9
24.768,-12.97
24.769,-12.96
24.771,-12.91
24.772,-12.92
24.774,-13.04
24.775,-13.06
24.777,-13.1
24.778,-13.11
24.78,-13.09
24.78,-13.11
24.783,-13.18
24.783,-13.17
24.785,-13.13
24.786,-13.12
24.788,-13.11
24.789,-13.1
24.791,-13.05
24.792,-13.02
24.794,-12.99
24.795,-13.02
24.797,-13.13
24.798,-13.11
24.799,-13.01
24.801,-13.0
24.802,-13.02
24.804,-13.06
24.805,-13.13
24.806,-13.1
24.808,-13.02
24.809,-12.99
24.811,-13.0
24.812,-13.01
24.814,-13.03
24.815,-12.99
24.816,-12.96
24.818,-12.96
24.819,-12.96
24.821,-12.95
24.822,-12.95
24.824,-12.95
24.825,-12.94
24.827,-12.9
24.828,-12.89
24.83,-12.91
24.831,-12.9
24.832,-12.85
24.833,-12.82
24.835,-12.82
24.836,-12.82
24.838,-12.77
24.839,-12.76
24.841,-12.73
24.842,-12.71
24.844,-12.65
24.845,-12.64
24.847,-12.65
24.847,-12.66
24.85,-12.59
24.85,-12.57
24.853,-12.56
24.853,-12.57
24.856,-12.62
24.858,-12.68
24.859,-12.69
24.861,-12.79
24.864,-12.88
24.864,-12.89
24.867,-12.95
24.867,-12.95
24.87,-12.98
24.87,-12.98
24.873,-13.0
24.873,-13.0
24.876,-12.98
24.876,-12.98
24.879,-12.94
24.879,-12.94
24.881,-12.91
24.882,-12.91
24.884,-12.85
24.884,-12.84
24.887,-12.84
24.887,-12.84
24.89,-12.75
24.89,-12.74
24.893,-12.64
24.893,-12.64
24.895,-12.6
24.896,-12.6
24.898,-12.63
24.899,-12.64
24.901,-12.68
24.902,-12.69
24.904,-12.71
24.905,-12.7
24.907,-12.71
24.91,-12.58
24.91,-12.58
24.913,-12.59
24.915,-12.63
24.916,-12.64
24.918,-12.62
24.919,-12.65
24.921,-12.73
24.922,-12.74
24.924,-12.72
24.925,-12.76
24.927,-12.84
24.928,-12.84
24.929,-12.84
24.931,-12.86
24.932,-12.86
24.933,-12.85
24.935,-12.87
24.936,-12.87
24.938,-12.87
24.939,-12.92
24.941,-12.97
24.942,-12.99
24.943,-13.02
24.945,-13.03
24.946,-13.02
24.948,-13.04
24.949,-13.04
24.951,-12.97
24.952,-12.95
24.954,-12.91
24.955,-12.87
24.957,-12.9
24.958,-12.94
24.959,-12.9
24.96,-12.88
24.962,-12.94
24.963,-12.96
24.965,-12.96
24.966,-12.96
24.968,-12.94
24.969,-12.93
24.971,-12.94
24.972,-12.94
24.974,-12.98
24.975,-12.98
24.977,-12.96
24.977,-12.95
24.98,-12.82
24.98,-12.8
24.983,-12.75
24.983,-12.76
24.985,-12.84
24.986,-12.85
24.988,-12.91
24.989,-12.92
24.991,-12.96
24.991,-12.96
24.994,-12.96
24.994,-12.96
24.997,-13.09
24.997,-13.1
25.0,-13.2
25.0,-13.2
25.003,-13.14
25.003,-13.14
25.006,-13.12
25.006,-13.12
25.008,-13.14
25.009,-13.14
25.011,-13.2
25.011,-13.21
25.014,-13.31
25.014,-13.32
25.017,-13.29
25.017,-13.28
25.02,-13.19
25.02,-13.19
25.023,-13.18
25.023,-13.18
25.025,-13.19
25.026,-13.2
25.028,-13.22
25.029,-13.21
25.031,-13.17
25.032,-13.17
25.034,-13.19
25.035,-13.19
25.037,-13.13
25.037,-13.11
25.039,-13.05
25.04,-13.04
25.042,-13.01
25.043,-13.0
25.045,-13.01
25.046,-13.04
25.048,-13.09
25.049,-13.11
25.051,-13.1
25.052,-13.09
25.054,-13.1
25.055,-13.14
25.056,-13.21
25.058,-13.28
25.059,-13.32
25.061,-13.31
25.062,-13.3
25.063,-13.3
25.065,-13.3
25.066,-13.31
