age(ce),Mg25,Sr88
1669.51,5580.52,128.038
1668.81,6352.15,139.184
1668.15,6786.75,146.495
1667.95,5608.18,148.016
1667.74,6314.13,150.713
1667.54,5981.25,142.496
1667.33,6038.94,178.465
1667.13,6115.56,132.706
1666.91,6110.56,148.519
1666.71,5969.93,181.282
1666.5,6388.8,139.735
1666.3,7043.94,156.001
1666.08,6714.43,143.114
1665.89,6809.75,158.751
1665.67,5848.29,153.185
1665.47,7387.58,137.412
1665.26,6796.7,156.232
1665.06,6320.17,172.04
1664.84,7124.74,157.462
1664.65,6895.74,158.412
1664.43,6148.18,146.874
1664.23,6876.54,141.703
1664.02,7857.61,142.818
1663.82,7456.74,233.401
1663.6,7759.33,144.301
1663.41,9155.56,238.081
1663.19,7138.33,137.06
1662.99,8150.75,149.225
1662.78,7981.22,152.043
1662.58,6783.33,153.157
1662.36,7118.5,150.69
1662.17,8223.81,165.99
1661.95,6977.31,146.452
1661.75,7473.31,157.499
1661.54,6663.41,148.753
1661.34,8204.48,155.896
1661.12,7802.81,151.924
1660.93,7607.16,167.168
1660.71,7175.03,156.534
1660.51,7079.78,147.879
1660.3,7458.44,171.153
1660.08,6323.74,138.889
1659.88,6147.83,168.003
1659.67,6203.27,143.145
1659.47,5877.35,151.117
1659.26,6198.74,143.194
1659.06,6198.14,138.185
1658.84,5644.07,133.644
1658.64,5903.02,136.295
1658.43,6313.02,133.163
1658.23,6734.62,130.338
1658.02,5974.25,142.623
1657.82,6780.19,138.89
1657.6,6302.27,130.823
1657.4,5657.08,135.246
1657.19,5207.67,136.286
1656.99,5899.3,141.908
1656.78,5484.21,152.378
1656.58,5246.31,127.774
1656.36,6252.17,132.914
1656.16,6597.84,128.7
1655.95,5887.76,123.971
1655.75,6469.7,139.68
1655.54,6496.33,145.683
1655.34,7065.79,133.435
1655.12,6534.05,125.551
1654.92,6599.65,130.975
1654.71,7028.8,128.158
1654.51,7455.98,198.682
1654.3,7325.12,124.332
1654.1,8444.64,135.858
1653.88,8037.79,135.529
1653.68,8423.55,134.547
1653.47,7823.47,145.043
1653.27,8156.62,125.84
1653.06,8153.3,124.804
1652.86,8813.27,138.793
1652.64,8885.49,129.182
1652.44,9148.35,142.466
1652.23,7235.05,108.564
1652.03,7961.7,121.071
1651.82,6921.22,112.867
1651.62,7017.82,126.688
1651.4,6979.54,116.801
1651.2,7124.28,123.496
1650.99,7208.73,124.651
1650.79,7208.87,122.72
1650.58,8002.06,130.563
1650.38,7727.99,115.646
1650.16,7937.95,126.224
1649.96,7115.75,121.395
1649.75,6512.36,128.931
1649.55,7142.46,119.973
1649.34,6694.67,154.791
1649.14,6551.23,118.938
1648.92,6996.69,118.783
1648.71,6893.55,123.942
1648.51,6695.92,104.967
1648.29,6340.86,120.285
1648.1,6796.22,126.08
1647.88,6741.98,110.491
1647.68,6869.33,119.853
1647.47,5366.92,123.24
1647.27,7676.64,106.933
1647.05,7318.49,126.375
1646.86,6454.11,119.337
1646.64,6860.02,121.987
1646.44,5864.32,118.628
1646.23,6434.12,115.882
1646.03,5997.68,115.518
1645.81,6353.06,125.272
1645.62,6404.84,105.26
1645.4,6219.46,105.333
1645.2,7173.05,109.882
1644.99,7439.01,117.323
1644.79,6607.4,160.697
1644.57,5573.04,107.041
1644.38,6022.26,122.745
1644.16,7243.74,115.533
1643.96,6764.24,111.77
1643.75,7021.61,118.991
1643.55,6279.08,117.959
1643.33,6555.93,111.81
1643.14,6685.17,117.244
1642.92,6307.9,120.647
1642.72,6574.79,115.812
1642.51,6647.8,109.461
1642.31,6745.87,103.791
1642.09,6713.28,101.397
1641.9,6335.61,116.436
1641.69,6503.1,122.163
1641.49,6692,106.23
1641.27,6707.45,102.052
1641.08,6298.15,113.516
1640.86,5778.31,100.244
1640.66,5649.62,94.239
1640.45,6531.52,113.944
1640.25,7025.95,152.977
1640.03,6150.48,106.06
1639.84,6783.62,140.475
1639.62,5891.45,106.086
1639.42,6662.94,110.555
1639.21,6666.63,107.326
1639.01,8684.5,126.611
1638.79,7087.17,99.879
1638.6,7207.51,104.898
1638.38,6073.14,116.006
1638.18,6681.05,98.402
1637.97,5851.85,115.116
1637.77,5409.16,100.971
1637.55,5881.95,107.119
1637.36,6384.69,112.16
1637.14,7245.74,104.838
1636.94,6090.47,104.497
1636.73,6622.52,113.943
1636.53,6359.79,107.287
1636.31,6963.75,122.531
1636.12,6590.82,94.968
1635.9,7499.12,106.938
1635.7,5811.55,91.41
1635.49,6934.97,119.035
1635.29,7358.73,148.377
1635.07,6403.33,108.911
1634.88,6674.35,105.237
1634.66,5494.68,108.161
1634.46,6855.78,94.961
1634.25,5909.99,110.68
1634.05,7172.96,106.557
1633.83,6184.68,115.181
1633.62,8220.75,109.004
1633.42,7333.57,106.551
1633.2,7021.11,129.241
1633.01,8333.62,111.87
1632.79,7835.49,102.703
1632.59,7911.6,111.387
1632.38,7550.39,102.286
1632.18,10459.96,167.377
1631.96,7918.7,111.601
1631.77,8744.78,116.794
1631.55,7966.93,105.881
1631.35,8897.78,115.084
1631.14,9329.96,113.896
1630.94,8153.29,113.527
1630.72,7968.03,112.55
1630.53,9305.23,113.949
1630.31,8128.37,106.779
1630.11,8329.19,136.535
1629.9,9086.55,141.422
1629.7,7991.96,108.401
1629.48,8120,106.71
1629.29,8104.41,113.662
1629.07,8179.27,115.279
1628.87,8347.35,238.176
1628.66,7795.45,105.733
1628.46,7321.72,112.437
1628.24,7338.78,345.604
1628.05,7567.47,113.795
1627.83,7803.16,107.552
1627.63,7607.32,130.437
1627.42,7607.69,150.905
1627.22,8881.13,109.744
1627,7909.13,156.567
1626.81,7387.97,97.116
1626.59,6418.61,123.221
1626.39,7700.74,117.955
1626.18,8003.93,102.631
1625.98,7094.14,109.579
1625.76,8069.92,129.2
1625.57,6996.19,109.921
1625.35,8073.03,106.802
1625.15,8277.23,105.909
1624.94,8278.5,95.917
1624.74,7999.85,103.742
1624.52,8434.56,121.124
1624.33,7701.82,107.06
1624.11,8299.2,109.416
1623.91,8500.13,168.869
1623.7,7661.49,104.842
1623.5,8135.86,103.062
1623.28,7866.71,114.435
1623.09,7927.17,107.209
1622.87,7393.55,98.364
1622.67,8410.7,111.197
1622.46,8358.26,104.586
1622.24,7705.88,110.038
1622.04,8265.53,97.108
1621.83,8279.09,105.051
1621.63,6646.22,115.034
1621.42,7230.08,99.214
1621.22,7753.92,113.792
1621,8317.85,109.084
1620.8,7417.28,102.714
1620.59,7111.47,106.755
1620.39,7128.06,91.894
1620.18,8759.49,93.645
1619.98,8262.14,110.811
1619.76,7574.27,94.635
1619.56,7503.91,423.372
1619.35,8562.7,98.089
1619.15,6896.25,101.478
1618.94,7680.17,98.822
1618.74,7042.88,97.787
1618.52,6679.96,115.324
1618.32,6719.87,131.244
1618.11,6847.05,110.285
1617.91,7148.99,110.688
1617.7,6250.29,132.255
1617.5,6281.14,102.518
1617.28,6224.32,99.969
1617.08,6629.39,117.322
1616.87,6161.1,121.055
1616.67,6761.57,140.204
1616.46,6041.26,98.159
1616.26,6556.15,107.443
1616.04,7144.34,122.369
1615.84,6677.06,105.217
1615.63,7296.23,96.132
1615.43,7474.45,120.459
1615.22,6861.6,97.128
1615.02,7822.81,121.332
1614.8,8030.71,99.324
1614.6,8020.87,113.024
1614.39,7644.05,104.549
1614.19,7530.38,93.852
1613.98,8317.53,96.141
1613.78,7826.34,111.835
1613.56,7547.62,105.963
1613.36,8189.54,114.741
1613.15,7486.05,117.95
1612.95,7632.63,111.885
1612.74,7641.28,108.867
1612.54,7044.37,106.11
1612.32,7260.2,114.471
1612.12,7286.72,103.717
1611.91,6800.14,104.83
1611.71,6941.95,163.551
1611.5,6549.62,125.676
1611.3,7755.8,121.18
1611.08,7378.03,107.947
1610.87,6885.1,110.211
1610.67,6733.95,116.284
1610.45,6819.68,107.897
1610.26,7037.51,130.272
1610.04,7543.22,107.488
1609.84,6201.88,120.91
1609.63,6716.09,116.243
1609.43,6500.48,118.932
1609.21,6592.95,101.07
1609.02,6494.81,113.106
1608.8,7245.89,110.45
1608.6,6392.71,254.272
1608.39,7303.93,131.022
1608.19,7880.88,113.968
1607.97,7020.6,117.894
1607.78,7602.33,139.796
1607.56,7448.62,106.072
1607.36,6728.97,100.979
1607.15,7940.57,108.826
1606.95,7114.82,143.432
1606.73,7445.03,129.375
1606.54,7038.85,119.19
1606.32,7817.6,433.189
1606.12,6911.43,118.65
1605.91,7930.42,121.673
1605.71,7985.44,122.444
1605.49,7479.64,135.341
1605.3,7629.83,142.214
1605.08,7205.55,128.547
1604.88,6969.15,112.114
1604.67,6921.34,95.902
1604.47,6957.28,112.259
1604.25,7040.93,111.059
1604.05,7975.77,110.585
1603.84,7459.11,116.57
1603.64,8342.41,112.429
1603.43,7585.6,117.843
1603.23,7862.31,116.97
1603.01,8218.56,117.437
1602.81,8415.24,116.476
1602.6,8259.56,104.949
1602.4,7517.16,148.969
1602.19,8085.82,122.664
1601.99,8974.5,134.012
1601.77,8046.08,120.91
1601.57,8808.3,159.838
1601.36,7972.43,104.749
1601.16,9025.8,192.844
1600.95,7502.05,117.484
1600.75,8046.87,131.411
1600.53,8438.72,119.657
1600.33,8330.48,134.097
1600.12,8748.4,157.878
1599.92,7648.85,122.142
1599.71,8267.83,114.832
1599.51,8563.79,168.88
1599.29,8253.89,115.304
1599.08,9864.35,135.446
1598.88,9115.87,148.469
1598.66,8884.89,142.644
1598.47,9581.8,124.694
1598.25,9640.99,202.661
1598.05,9213.26,132.647
1597.84,8707.16,132.568
1597.64,9077.63,127.886
1597.42,9255.02,132.714
1597.23,8908.14,117.502
1597.01,9246.34,122.006
1596.81,8833.77,123.609
1596.62,8493.76,174.695
1596.41,9965.8,133.932
1596.21,10629.38,119.715
1596,9240.15,133.145
1595.81,8063.61,152.223
1595.59,8742.24,121.549
1595.4,9107.66,125.1
1595.19,8429.26,118.239
1594.99,7956.48,122.67
1594.78,8879.31,132.987
1594.59,8419.51,124.512
1594.37,8685.79,112.514
1594.18,8521.16,135.501
1593.97,7275.32,113.39
1593.77,8674.53,135.055
1593.56,7153.61,143.797
1593.37,8762.1,166.576
1593.16,7720.49,137.912
1592.96,8135.24,139.87
1592.75,9687.45,140.378
1592.56,8256.41,106.986
1592.34,8213.58,136.366
1592.15,8404.66,157.086
1591.94,7066.17,116.432
1591.74,7886.3,124.79
1591.53,7829.42,119.951
1591.34,7847.1,137.272
1591.12,7042.79,532.926
1590.93,6382.13,123.6
1590.72,7010.9,113.306
1590.52,6374.79,174.43
1590.31,6243.16,130.734
1590.12,6578.19,119.252
1589.91,7151.12,128.728
1589.71,6778.35,127.34
1589.5,7024.04,132.034
1589.3,6641.34,135.637
1589.09,7033.98,117.249
1588.9,7994.42,142.281
1588.69,7840.3,130.438
1588.47,8056.97,128.788
1588.28,9304.67,156.2
1588.07,9935.91,138.483
1587.87,9564.1,136.399
1587.66,9885.11,126.649
1587.47,10958.69,153.324
1587.26,10896.09,144.846
1587.06,10910.26,165.437
1586.85,9386.88,157.397
1586.65,10589.62,161.865
1586.44,11820.58,171.109
1586.25,10038.7,140.53
1586.04,10177.08,144.783
1585.84,10106.15,152.894
1585.63,9477.63,179.222
1585.44,10557.17,148.192
1585.22,9808.51,144.577
1585.03,10566.38,141.409
1584.82,9197.75,148.304
1584.62,11389.11,175.903
1584.41,11332.07,144.656
1584.22,10306.89,149.536
1584.01,10051.9,176.612
1583.81,12132.11,155.307
1583.6,10340.9,154.501
1583.4,9243.26,135.951
1583.19,13365.8,197.386
1583,8485.56,150.137
1582.79,9470.58,156.236
1582.59,8817.45,134.279
1582.38,9449.82,150.739
1582.19,9651.17,148.116
1581.97,8970.13,140.419
1581.78,8010.28,145.183
1581.57,9620.89,145.12
1581.39,9644.98,151.314
1581.19,9241.55,153.478
1581.01,8818.03,143.359
1580.81,9104.17,126.463
1580.62,8905.79,366.099
1580.42,8067.21,129.865
1580.24,9238.23,146.377
1580.04,8367.47,131.038
1579.85,8988.92,150.866
1579.65,7462.01,135.304
1579.47,8182.16,163.11
1579.27,7685.14,144.969
1579.09,8162.61,146.513
1578.89,8984.56,139.13
1578.7,8414.21,138.784
1578.5,7906.26,222.011
1578.32,7863.3,132.688
1578.12,6877.98,127.421
1577.93,7442.61,141.161
1577.73,7765.94,171.254
1577.53,7307.06,135.044
1577.35,7500.66,129.857
1577.15,7455.04,191.383
1576.97,9446.66,155.034
1576.77,8370.2,140.345
1576.58,9164.16,143.654
1576.38,9047.97,157.615
1576.2,8705.31,181.245
1576,8006.87,135.226
1575.81,8175.36,133.222
1575.61,8525.15,129.601
1575.43,8329.24,130.204
1575.23,8404.04,139.91
1575.05,9036.72,171.817
1574.84,7447.6,124.041
1574.66,8232.55,135.572
1574.46,8122.81,133.236
1574.28,8298.73,136.187
1574.08,7603.77,127.114
1573.89,7944.86,127.79
1573.69,7351.21,136.692
1573.51,7576.14,179.736
1573.31,8016.92,146.372
1573.12,7736.24,144.375
1572.92,7538,142.671
1572.74,8430.33,167.888
1572.54,8457.75,141.272
1572.36,8179.66,139.88
1572.16,8342.72,149.622
1571.97,9537.66,148.534
1571.77,9612.47,161.595
1571.59,10712.77,148.921
1571.39,9926.2,148.043
1571.2,9915.4,139.985
1571,10059.44,154.849
1570.82,9202.53,132.021
1570.62,10324.19,153.103
1570.44,10042.76,162.374
1570.24,8659.18,142.281
1570.05,9564.66,133.518
1569.85,9420.93,142.334
1569.67,10684.29,186.421
1569.47,9533.87,140.715
1569.28,10726.69,143.29
1569.08,10854.98,153.773
1568.9,9178.74,119.145
1568.7,8663.66,134.781
1568.52,10174.14,140.334
1568.32,8922.04,131.767
1568.13,9705.31,122.829
1567.93,9991.21,162.09
1567.75,9448.43,132.598
1567.55,10073.98,128.245
1567.36,9884.95,133.828
1567.16,10472.29,145.363
1566.96,9718.23,153.796
1566.78,9706.78,139.123
1566.58,9621.92,139.977
1566.4,9851.96,135.059
1566.19,9069.55,138.929
1566.01,9133.53,173.284
1565.81,9167.87,135.032
1565.63,8541.24,139.882
1565.43,10635.35,144.941
1565.24,9287.3,134.336
1565.04,8920.06,190.422
1564.86,10202.59,130.241
1564.66,9680.78,148.83
1564.47,9881.45,132.667
1564.27,10830.18,146.473
1564.09,10865.49,154.315
1563.89,10302.93,147.849
1563.71,10878.17,147.875
1563.51,10008.22,138.902
1563.32,10551.23,139.823
1563.12,11195.44,160.908
1562.94,10339.03,136.223
1562.74,10072.34,150.58
1562.55,11272.47,140.903
1562.35,9475.67,149.869
1562.17,10400.87,139.561
1561.97,11449.18,134.811
1561.79,11261.8,156.156
1561.59,10670.76,140.034
1561.4,10862.68,137.04
1561.2,10697.01,145.614
1561.02,10567.2,132.077
1560.82,9657.86,128.398
1560.63,9853.74,145.344
1560.43,9543.29,127.75
1560.25,9764.07,156.295
1560.05,9532.91,137.688
1559.87,10397.94,121.677
1559.67,9963.86,141.482
1559.48,9949.79,128.571
1559.28,9220.27,124.657
1559.1,8106.39,117.446
1558.9,8961.99,147.414
1558.71,9414.88,131.894
1558.51,9403.31,128.216
1558.33,8730.92,158.503
1558.13,8406.85,540.323
1557.95,8727.64,118.228
1557.74,9395.13,132.675
1557.56,10026.53,132.423
1557.36,8757.13,126.751
1557.18,8095.74,123.007
1556.98,8602.36,130.421
1556.79,8549.74,140.02
1556.59,9361.35,123.847
1556.41,9468.29,138.632
1556.21,9360.34,134.698
1556.01,9227.88,127.635
1555.82,10062.61,132.485
1555.62,10400.36,139.267
1555.44,9626.83,140.149
1555.24,10095.69,141.919
1555.06,10584.28,148.036
1554.86,10013.64,138.283
1554.67,11685.09,143.307
1554.47,10055.63,144.756
1554.29,9573.81,138.956
1554.09,10033.18,191.19
1553.9,10491.69,140.41
1553.7,8699.3,139.303
1553.52,9719.94,138.605
1553.32,9127.57,139.187
1553.14,9866.61,136.922
1552.94,7162.14,128.893
1552.75,9124.35,150.601
1552.55,8760.76,132.626
1552.37,9243.09,126.147
1552.17,8180.25,183.193
1551.98,8255.63,131.787
1551.78,7816.49,129.757
1551.6,9191.86,148.024
1551.4,8542.45,133.519
1551.22,8891.18,130.693
1551.01,9184.92,144.048
1550.83,10215.18,148.316
1550.63,9310.97,218.515
1550.45,9036.75,146.614
1550.25,10736.95,171.877
1550.06,10563.04,153.578
1549.86,10177.07,147.217
1549.68,9921.24,145.75
1549.48,10956.53,135.095
1549.29,11184.39,140.622
1549.09,9946.35,144.157
1548.91,10396.85,158.359
1548.71,10569.93,131.944
1548.53,8647.62,141.341
1548.33,10262.39,144.779
1548.14,9353.75,136.299
1547.94,8915.62,145.657
1547.76,9423.16,141.235
1547.56,10246.91,140.907
1547.37,10075.63,143.822
1547.17,9192.08,137.796
1546.99,9407.84,135.511
1546.79,8980.53,143.619
1546.61,9474.91,149.842
1546.41,9261.74,140.406
1546.22,10190.41,150.74
1546.02,9883.47,147.971
1545.84,10971.4,151.421
1545.64,10088.3,147.94
1545.44,10203.91,147.103
1545.25,10074.84,144.396
1545.05,10907.48,154.386
1544.87,10681.9,155.367
1544.67,11043.67,156.174
1544.49,10764.23,156.129
1544.29,11759.8,170.862
1544.1,10660.96,149.116
1543.9,11481.66,157.827
1543.72,10625.72,151.621
1543.52,11190.28,150.139
1543.33,9768.97,137.962
1543.13,10290.17,152.479
1542.95,10655,141.853
1542.75,10124.18,285.294
1542.57,10360.62,142.339
1542.36,10450.62,151.575
1542.18,10500.36,180.062
1541.98,10012.54,156.406
1541.8,10446.85,145.417
1541.6,9396.35,150.444
1541.41,10898.87,158.436
1541.21,9308.69,150.406
1541.03,9722.09,151.726
1540.83,9451.46,147.744
1540.64,9306.81,131.931
1540.44,9279.31,141.626
1540.26,10196.34,135.328
1540.06,8736.39,141.742
1539.88,9216.11,139.537
1539.68,9087.15,155.653
1539.49,9911.12,142.835
1539.29,9445.67,128.229
1539.11,10340.58,156.079
1538.91,9708.83,176.579
1538.72,10177.51,142.142
1538.52,10182.7,141.142
1538.34,9595.91,189.985
1538.14,8727.66,127.597
1537.96,9144.82,141.81
1537.76,8962.36,179.484
1537.57,10004.26,139.293
1537.37,9835.47,139.045
1537.19,9077.53,136.286
1536.99,11063.35,191.575
1536.8,10242.4,151.379
1536.6,9458.8,153.861
1536.42,9746.98,145.631
1536.22,9302.61,138.904
1536.04,10173.21,146.681
1535.84,10776.06,151.903
1535.65,10539.75,152.866
1535.45,10242.43,159.45
1535.27,9593.82,140.159
1535.07,10723.18,142.355
1534.87,9923.99,157.658
1534.68,10352.07,141.15
1534.48,9332.43,155.68
1534.3,9507.2,132.512
1534.1,8609.71,144.04
1533.91,9778.09,146.762
1533.71,8597.22,140.623
1533.53,8843.79,151.251
1533.33,8531.5,142.228
1533.15,8335.2,143.762
1532.95,8749.43,157.757
1532.76,8411.35,142.389
1532.5,8070.06,141.807
1532.18,8433.94,146.843
1531.83,7542.46,148.221
1531.51,7801.6,133.246
1531.16,9605.02,139.069
1530.84,8846.07,142.018
1530.49,8415.35,147.057
1530.17,8293.33,135.714
1529.82,8900.72,177.053
1529.5,9420.98,147.005
1529.15,9554,140.345
1528.83,8568.05,172.041
1528.48,8257.7,169.547
1528.16,8963.26,129.854
1527.81,9983.99,146.033
1527.49,10076.42,163.746
1527.14,10073.8,141.102
1526.82,11791.48,134.469
1526.47,9248.44,146.655
1526.15,8829.63,123.83
1525.8,9229.45,149
1525.48,9083.38,140.465
1525.13,9142.04,150.879
1524.8,9622.78,166.234
1524.46,9156.34,151.333
1524.13,8692.46,168.245
1523.78,9283.29,140.177
1523.46,9561.49,158.221
1523.11,9680.01,135.777
1522.79,9705.75,169.041
1522.44,8767.53,133.58
1522.12,9872.35,155.919
1521.77,9313.1,133.48
1521.45,9994.16,153.029
1521.1,9725.06,151.551
1520.78,10160.61,144.382
1520.43,9470.57,149.991
1520.11,10876.64,165.741
1519.76,10197.6,140.379
1519.44,9823.54,131.243
1519.09,9327.77,144.796
1518.77,9989.57,155.243
1518.42,9566.42,169.901
1518.1,10142.49,139.087
1517.75,8848.44,131.09
1517.4,9535.15,136.065
1517.08,9551.43,144.035
1516.73,9193.61,484.878
1516.41,8378.7,156.243
1516.06,8867.02,152.681
1515.74,8754.85,141.67
1515.39,8264.97,148.385
1515.07,8941.15,143.826
1514.72,8453.16,139.612
1514.4,8047.24,137.923
1514.05,7538.82,148.846
1513.73,7559.62,143.821
1513.38,6909.22,133.577
1513.06,7983.25,188.199
1512.71,7770.29,129.124
1512.39,8085.89,134.191
1512.04,8886.69,139.682
1511.72,9037.36,129.578
1511.37,8575.57,132.799
1495.39,8722.52,169.199
1495.22,9942.14,174.827
1495.04,9255.59,151.72
1494.88,8476.57,168.8
1494.69,9468.81,158.042
1494.53,9773.7,161.55
1494.35,8686.74,146.83
1494.18,9795.83,145.404
1494,9365.04,158.276
1493.83,9815.71,153.539
1493.65,9815,155.423
1493.48,9348.09,147.812
1493.3,8733.11,139.953
1493.13,8613.96,151.403
1492.95,7702.66,151.855
1492.78,7621,132.688
1492.6,8237.45,144.596
1492.44,6789.93,146.896
1492.25,8573.14,143.589
1492.09,8065.55,133.232
1491.9,7847.67,130.973
1491.74,7502.9,135.611
1491.56,8133.33,134.573
1491.39,7885.12,138.536
1491.21,7940.05,137.928
1491.04,8785.12,135.151
1490.86,8718.37,130.178
1490.69,8587.66,142.079
1490.51,8795.24,148.851
1490.34,9208.41,146.068
1490.16,8728.99,139.193
1489.99,9415.65,159.004
1489.81,8016.31,156.135
1489.65,8333.82,154.164
1489.46,8596.25,163.355
1489.3,8439.77,153.39
1489.12,7546.16,140.792
1488.95,8498.19,152.152
1488.77,8564.72,135.32
1488.58,7974.87,141.035
1488.42,8568.45,152.144
1488.24,7076.27,138.453
1488.07,7443.84,136.279
1487.89,8061.12,133.047
1487.72,7787.89,143.164
1487.54,7852.49,143.945
1487.37,8486.46,141.399
1487.19,8308.72,140.388
1487.02,7903.46,143.151
1486.84,7893.4,167.844
1486.67,8975.2,153.931
1486.49,8296.56,140.868
1486.33,8956.73,144.169
1486.14,7928.6,154.471
1485.98,8095.87,136.037
1485.8,8514.3,140.143
1485.63,8414.68,126.939
1485.45,9034.8,143.913
1485.28,8523.92,137.826
1485.1,8111.83,129.958
1484.93,8860.99,127.904
1484.75,9951.44,127.339
1484.58,8046.94,128.988
1484.4,8866.97,170.934
1484.23,8791.83,132.711
1484.05,8153.93,129.483
1483.89,8862.47,135.013
1483.7,8974.15,130.45
1483.54,9649.68,134.017
1483.36,9549.37,138.516
1483.19,7943.64,131.469
1483.01,8214.8,134.768
1482.84,8120.18,140.231
1482.66,8942.47,136.822
1482.49,8313.47,141.962
1482.31,8091.39,125.714
1482.14,8040.04,127.681
1481.96,7411.4,126.147
1481.79,8533.52,118.585
1481.61,8755.76,130.042
1481.45,7873.27,117.059
1481.26,7432.08,115.025
1481.1,7618.96,116.652
1480.91,7836.65,115.823
1480.75,7960.67,125.596
1480.57,7974.72,112.626
1480.4,8432.38,123.449
1480.22,8201.14,111.401
1480.05,8009.3,113.518
1479.87,8011.42,122.175
1479.7,8859.2,136.273
1479.52,7901.61,119.985
1479.35,7870.81,129.328
1479.17,7740.37,120.449
1478.99,8055.45,229.651
1478.82,7961.11,129.197
1478.64,8451.48,136.608
1478.47,9497.67,174.047
1478.29,8623.69,133.392
1478.13,8751.41,126.988
1477.94,9159.21,132.975
1477.78,8456.35,135.158
1477.6,8835.7,139.614
1477.43,9124.16,126.036
1477.25,8515.19,135.434
1477.08,8939.31,133.432
1476.9,7925.61,122.128
1476.73,8344.35,128.96
1476.55,8308.97,127.563
1463.29,9717.18,139.665
1463.11,8397.82,137.876
1462.91,8774.21,141.257
1462.73,8500.06,130.051
1462.53,9025.46,139.908
1462.35,9306.35,148.596
1462.16,8398.58,136.387
1461.97,8960.03,156.04
1461.78,9685.03,152.098
1461.6,9479.21,156.062
1461.4,9014.59,153.585
1461.22,10214.06,157.356
1461.02,9929.03,145.721
1460.84,9004.75,147.341
1460.64,9202.53,159.161
1460.46,8763.52,138.807
1460.26,8893.55,180.856
1460.08,9122.34,148.874
1459.88,8786.27,148.47
1459.7,8788.03,145.553
1459.5,10076.1,146.897
1459.32,9034.63,151.088
1459.13,9448.43,139.886
1458.94,9367.39,172.283
1458.75,9660.62,143.446
1458.57,8842.05,159.063
1458.37,9642.99,153.72
1458.19,9752.05,168.019
1457.99,8597.83,150.297
1457.81,8939.11,153.455
1457.61,9384.15,150.01
1457.43,9048.47,152.412
1457.23,9763.66,154.934
1457.05,9759.44,156.743
1456.85,10307.06,156.153
1456.67,10141.59,170.204
1456.55,8569.38,147.162
1456.45,8760.07,146.956
1456.34,8729.97,147.56
1456.23,8803.91,162.283
1456.13,9382.88,162.544
1456.02,8978.65,145.925
1455.92,9456.61,152.093
1455.81,9778.01,167.946
1455.71,9171.9,151.498
1455.6,9023.61,173.325
1455.5,8883.8,147.462
1455.39,10051.99,163.812
1455.29,8972.33,142.485
1455.18,8428.76,172.648
1455.08,7897.31,151.714
1454.97,8325.71,147.972
1454.87,8242.17,145.58
1454.76,8698.86,135.442
1454.66,8702.48,138.906
1454.55,8881.13,154.237
1454.45,8831.76,138.669
1454.34,7953.89,132.161
1454.24,9368.6,140.222
1454.13,8069.52,145.955
1454.03,8308.75,139.146
1453.92,8760.62,141.412
1453.82,8542.43,153.371
1453.71,8140.76,169.255
1453.61,7863.69,151.609
1453.5,7949.44,163.242
1453.4,8218.85,146.902
1453.29,8065.32,136.931
1453.19,8767.16,149.884
1453.08,9104.18,139.257
1452.98,8748.4,156.101
1452.87,8032.4,146.951
1452.77,9256.48,143.28
1452.66,9036.03,153.776
1452.56,9851.55,151.738
1452.45,8606.3,144.359
1452.35,9018.48,146.966
1452.24,8594.68,136.787
1452.14,8876.65,153.114
1452.03,9371.98,145.923
1451.93,8646.03,158.728
1451.82,9796.5,152.172
1451.72,8060.37,154.178
1451.61,8736.99,193.788
1451.51,9235.23,162.427
1451.4,8559.38,159.906
1451.3,8115.23,150.746
1451.19,8150.1,178.318
1451.09,8573.16,152.908
1450.98,7974.62,144.988
1450.88,8383.29,163.838
1450.77,8712.07,155.601
1450.67,8748.31,163.77
1450.56,8327.45,162.994
1450.45,8128.03,156.233
1450.35,8229.09,169.237
1450.24,7596.76,152.072
1450.14,8341.52,163.796
1450.03,7742.52,148.131
1449.93,7494,148.34
1449.82,8611.87,162.98
1449.72,7301.61,153.896
1449.61,7465.39,156.487
1449.51,7867.08,158.461
1449.4,8517.29,152.798
1449.3,7651.95,149.656
1449.19,8046.53,146.735
1449.09,8644.08,150.862
1448.98,7853.71,153.234
1448.88,8024.45,160.234
1448.77,8819.86,164.118
1448.67,7656.73,148.883
1448.56,8532.71,140.26
1448.46,7514.86,139.459
1448.35,7840.08,144.409
1448.25,8374.64,136.052
1448.14,9115.75,143.511
1448.04,9050.62,157.108
1447.93,9078.07,155.215
1447.83,9314.74,147.953
1447.72,9453.7,151.005
1447.62,9504.4,161.387
1447.51,9282.39,165.28
1447.41,10362.01,150.093
1447.3,9613.05,170.727
1447.2,9746.9,171.602
1447.09,10673.84,177.764
1446.99,10832.77,193.465
1446.88,11114.86,192.428
1446.78,10992.77,185.597
1446.67,10559.34,187.123
1446.57,9722.95,199.725
1446.46,10646.57,181.81
1446.36,10151.67,171.295
1446.25,9676.82,182.358
1446.14,10572.94,177.818
1446.04,10393.62,175.71
1445.93,9556.64,182.662
1445.83,9824.18,168.313
1445.72,8361.95,162.264
1445.61,8601.21,166.691
1445.51,8831.92,177.024
1445.4,8074,155.242
1445.3,9686.85,173.538
1445.19,9007.25,174.984
1445.09,9009.53,175.246
1444.98,9042.76,171.135
1444.88,7862.75,185.132
1444.77,8220.46,169.678
1444.67,8564.59,176.485
1444.56,8590.2,173.034
