age(ce),Mg25,Sr88
1274.92,8681.53,149.708
1274.76,8396.3,151.651
1274.58,8197.78,151.574
1274.42,10192.52,151.724
1274.25,8396.23,158.149
1274.09,9095.45,160
1273.91,9004.25,151.608
1273.75,8891.01,168.492
1273.58,8998.11,156.127
1273.41,9146.96,158.158
1273.24,9183.63,161.672
1273.08,9101.77,158.281
1272.9,10440.27,174.053
1272.74,8482.19,155.122
1272.57,8574.71,176.61
1272.41,8607.11,167.916
1272.23,9980.8,154.852
1272.07,8577.37,152.988
1271.9,8619.53,154.757
1271.74,8796.8,156.799
1271.56,9242.7,166.105
1271.4,9981.12,153.437
1271.22,8759.02,145.811
1271.06,9038.8,198.283
1270.89,8439.51,163.224
1270.73,8570.98,159.17
1270.55,8706.59,153.942
1270.39,8843.29,153.932
1270.22,9328.54,142.706
1270.06,7798.22,154.642
1269.88,8346.01,158.98
1269.72,8173.89,156.382
1269.55,9589.04,176.963
1269.38,9505.21,174.757
1269.21,9864.93,167.401
1269.05,10418.74,165.574
1268.87,9453.93,162.756
1268.71,8805.43,168.715
1268.54,10367.54,175.659
1268.36,9484.41,169.227
1268.2,9600.48,179.751
1268.03,10217.31,166.027
1267.87,9969.56,162.805
1267.69,10447.77,164.636
1267.53,9161,176.489
1267.35,9904.24,166.617
1267.19,9917.45,215.939
1267.02,10192.67,177.126
1266.86,9486.2,174.423
1266.68,10731.66,176.653
1266.52,9495.03,170.458
1266.35,10496.8,177.699
1266.19,9612.33,159.248
1266.01,10138.11,180.639
1265.85,9551.49,164.738
1265.68,9845.39,194.102
1265.52,9375.34,177.05
1265.34,10077.52,181.438
1265.18,9898.94,180.987
1265,10338.26,185.362
1264.84,9157.29,197.097
1264.67,9526.41,181.808
1264.51,10365.36,194.126
1264.33,9294.3,185.376
1264.17,9162.46,173.458
1264,8301.98,170.262
1263.84,8686.05,160.763
1263.66,9860.98,173.631
1263.5,10231.29,163.681
1263.33,9969.63,163.457
1263.16,10413.02,168.588
1262.99,9813.7,156.741
1262.83,9249.7,165.9
1262.65,9634.55,157.485
1262.49,10028.96,150.331
1262.32,10589.15,166.297
1262.16,9622.88,158.551
1261.98,8807.33,152.13
1261.82,8963.05,151.229
1261.65,9788.51,171.279
1261.49,9505.21,163.571
1261.31,9604.32,151.995
1261.15,9652.88,171.079
1260.97,9626.56,145.737
1260.81,8544.44,146.519
1260.64,10055.39,160.242
1260.48,9387.73,161.054
1260.3,9490,147.185
1260.14,9736.95,165.503
1259.97,11933.78,176.599
1259.81,10528.75,172.753
1259.63,10871.63,163.83
1259.47,10140.75,177.382
1259.3,10008.85,164.642
1259.12,9415.96,164.537
1258.96,9961.69,159.689
1258.78,9600.01,156.025
1258.62,9509.91,163.576
1258.45,10267.93,165.134
1258.29,9475.25,180.986
1258.11,9786.18,173.395
1257.95,9267.07,174.933
1257.78,11114.58,155.054
1257.62,9461.45,165.609
1257.44,9728.44,172.512
1257.28,9484.42,177.197
1257.11,10009.11,181.229
1256.94,8188.98,163.433
1256.77,9839.7,155.006
1256.61,9541.8,164.03
1256.43,9813.89,162.245
1256.27,10745.5,157.42
1256.1,10068.38,154.477
1255.94,9473.56,458.876
1255.76,12927.04,201.661
1255.6,11886.55,176.521
1255.43,10986.36,194.655
1255.27,10341.7,205.367
1255.09,11135.24,210.445
1254.93,10901.92,186.287
1254.75,11033.84,172.76
1254.59,9926.04,176.591
1254.42,9494.39,176.028
1254.26,10256.68,170.135
1254.08,9758.62,165.786
1253.92,10929.29,166.738
1253.75,9315.29,155.006
1253.59,8799.05,154.647
1253.41,9222.76,167.113
1253.25,9653.9,160.248
1253.08,10282.7,177.913
1252.91,11197.38,182.626
1252.74,11475.07,169.815
1252.58,10389.54,169.916
1252.4,10059.77,167.463
1252.24,10566.27,162.793
1252.07,11196.23,179.99
1251.91,10706.43,166.467
1251.73,12536.21,183.875
1251.57,11227.53,198.741
1251.4,11223.42,187.491
1251.24,11468.72,194.649
1251.06,11506.09,286.204
1250.9,11548.2,190.834
1250.72,11229.17,209.667
1250.56,10327.73,182.272
1250.39,11892.13,186.276
1250.23,9692.32,165.555
1250.05,11783.63,249.855
1249.89,10011.78,185.996
1249.72,10127.15,209.85
1249.54,10488.23,160.736
1249.38,9346.86,170.956
1249.21,9983.93,169.877
1249.05,10014.9,169.014
1248.87,10582.21,167.933
1248.71,9913.15,224.329
1248.53,10488.45,170.921
1248.37,9645.46,155.555
1248.2,10886.73,172.194
1248.04,9532.37,172.98
1247.86,9885.46,170.42
1247.7,9225.56,155.964
1247.53,9350.68,169.085
1247.37,8630.58,169.15
1247.19,10111.26,162.513
1247.03,9131.61,164.944
1246.86,10248.05,157.623
1246.69,10123.93,155.278
1246.52,8955.96,162.329
1246.36,9154.37,167.409
1246.18,9287.26,166.728
1246.02,9337.7,176.042
1245.85,8864.18,159.286
1245.69,9664.91,188.148
1245.51,9733.23,173.25
1245.35,10123.47,190.02
1245.18,9296.5,176.911
1245.02,10829.07,175.764
1244.84,9510.78,177.635
1244.68,10213.85,191.845
1244.5,10568.98,174.986
1244.34,8194.31,158.553
1244.17,10114.07,159.408
1244.01,9091.32,169.075
1243.83,9397.24,163.143
1243.67,9068.2,166.052
1243.5,9023.6,138.267
1243.34,9669.26,225.615
1243.16,9135.25,181.413
1243,9353.8,147.947
1242.83,9251.43,156.837
1242.66,9297.27,149.619
1242.49,9832.19,137.624
1242.33,9946.58,164.98
1242.15,9275.96,151.264
1241.99,9584.13,168.372
1241.82,10236.61,141.463
1241.66,9056.51,147.666
1241.48,9930.4,161.846
1241.32,10180.61,150.158
1241.15,9366.29,173.154
1240.99,9456.38,155.313
1240.81,10492.89,164.32
1240.65,10332.21,158.33
1240.47,9444.34,173.999
1240.3,10074.19,176.463
1240.14,9162.53,174.113
1239.96,9169.45,159.197
1239.8,9149.24,165.474
1239.63,9515.52,187.056
1239.47,9287.08,142.773
1239.29,8632.99,170.199
1239.13,8460.49,155.467
1238.96,8888.5,166.489
1238.8,9021.3,141.318
1238.62,9125.56,138.645
1238.46,8802.06,141.266
1238.28,8825.25,127.739
1238.12,8785.66,133.419
1237.95,9269.44,147.744
1237.79,9239.75,149.073
1237.61,9374.06,228.693
1237.45,9036.56,154.468
1237.28,10045.84,157.919
1237.12,10331.48,166.352
1236.94,10686.63,166.5
1236.78,8912.91,142.801
1236.61,10396.1,158.032
1236.44,9871.94,163.898
1236.27,9376.93,166.774
1236.11,8873.85,172.669
1235.93,8554.17,166.876
1235.77,9113.13,160.579
1235.6,8923.63,154.321
1235.44,8951.49,165.467
1235.26,9330.88,177.834
1235.1,9332.91,167.281
1234.93,8827.66,173.432
1234.77,8547.06,209.031
1234.59,9101.29,171.411
1234.43,8638.24,164.833
1234.25,7997.53,175.123
1234.09,8676.25,151.401
1233.92,7552.11,145.742
1233.76,9594.89,155.593
1233.58,9264.99,166.331
1233.42,8667.67,159.952
1233.25,7676.32,159.743
1233.09,8804.55,139.974
1232.91,8313.2,142.106
1232.75,7675.72,146.768
1232.58,8652.85,137.67
1232.41,8967.3,154.002
1232.24,9134.85,152.14
1232.08,9344.49,153.598
1231.9,8715.87,148.403
1231.74,8616.96,144.243
1231.57,9277.76,159.594
1231.41,8692.83,153.03
1231.23,8752.63,150.971
1231.06,8463.18,147.508
1230.9,8622.42,136.611
1230.72,8872.31,144.81
1230.56,8096.28,137.866
1230.39,8946.43,144.987
1230.22,9134.87,166.253
1230.05,9185.02,155.463
1229.89,8854,153.944
1229.71,8144.17,160.715
1229.55,8932.33,149.9
1229.38,8969.33,148.63
1229.22,8291.35,132.86
1229.04,8529.99,154.58
1228.88,9309.38,166.139
1228.71,9384.1,157.297
1228.55,9330.07,157.428
1228.37,8888.58,183.458
1228.21,8780.76,165.759
1228.03,8442.78,152.86
1227.87,8932.89,163.513
1227.7,9445.4,165.694
1227.54,8977.06,154.436
1227.36,9903.37,176.118
1227.2,8091.98,168.839
1227.03,8525.53,154.865
1226.87,9696.43,175.981
1226.69,8694.19,153.428
1226.53,8678.91,162.631
1226.36,8167.7,158.239
1226.19,8664.5,157.269
1226.02,8210.68,157.69
1225.86,8503.46,148.466
1225.68,8499.19,158.289
1225.52,8038.13,141.525
1225.35,9851.14,158.47
1225.19,9728.98,154.443
1225.01,7886.93,144.086
1224.85,7316.98,139.664
1224.68,8591.14,147.856
1224.52,8035.79,126.422
1224.34,8455.29,152.774
1224.18,8071.34,139.947
1224,7782.12,141.187
1223.84,8028.16,133.235
1223.67,7735.7,148.527
1223.51,8230.78,127.404
1223.33,8348.67,136.344
1223.17,8438.41,156.723
1223,8366.19,154.97
1222.84,8924.83,145.496
1222.66,6599.38,146.585
1222.5,8728.2,207.993
1222.33,8803.54,151.509
1222.16,8409.1,150.221
1221.99,8265.16,151.744
1221.83,7684.73,140.75
1221.65,8408.82,148.913
1221.48,8672.61,148.509
1221.32,7392.51,150.424
1221.14,7596.95,128.828
1220.98,8019.47,126.633
1220.86,8202.18,131.438
1220.79,8105.7,159.586
1220.7,8509.24,151.294
1220.63,8314.66,146.453
1220.55,10052.91,151.636
1220.47,9260.53,142.41
1220.39,9738,159.18
1220.31,9453.95,154.115
1220.23,9304.96,156.972
1220.15,9517.62,168.362
1220.07,9804.2,161.738
1219.99,9836.99,175.446
1219.91,9073.39,164.284
1219.83,8732.49,164.891
1219.75,8505.47,158.906
1219.68,9262.85,174.059
1219.59,8393.78,148.244
1219.52,9053.88,174.924
1219.43,9228.3,173.019
1219.36,9690.5,186.943
1219.27,9695.37,168.298
1219.2,9099.92,155.484
1219.12,7452.24,141.241
1219.04,7247.97,146.243
1218.96,9378.19,149.452
1218.88,8652.17,149.479
1218.8,7968.87,150.668
1218.72,10182.04,163.576
1218.64,8877,147.597
1218.56,9432.28,150.143
1218.48,8431.72,138.279
1218.4,9242.27,152.404
1218.32,9360.44,147.585
1218.25,9827.64,144.045
1218.16,8399.67,153.509
1218.09,10293.95,147.411
1218,9153.53,157.303
1217.93,9638,160.61
1217.84,9249.91,162.78
1217.77,9595.86,172.521
1217.69,10020.76,245.795
1217.61,8910.91,174.545
1217.53,8773.91,159.773
1217.45,10360.45,157.439
1217.37,8197.39,177.249
1217.29,9030.38,175.877
1217.21,8885.81,169.884
1217.13,8350.24,157.084
1217.05,9354.13,206.553
1216.97,9194.12,164.66
1216.89,7502.9,157.757
1216.81,8875.84,175.528
1216.73,9372.48,167.51
1216.65,9034.7,150.118
1216.57,8936.95,163.19
1216.49,8855.64,156.112
1216.41,8763.45,168.181
1216.33,9982.27,163.226
1216.26,9500.79,157.127
1216.17,8637.17,170.7
1216.1,8006.79,143.102
1216.01,9660.61,156.627
1215.94,9039.12,153.945
1215.86,9268.77,145.058
1215.78,8792.78,168.933
1215.7,8764.81,153.712
1215.62,8186.66,134.247
1215.54,8330.98,151.024
1215.46,10207.21,159.178
1215.38,9753.92,169.64
1215.3,9557.1,165.603
1215.22,9065.55,198.017
1215.14,9570.37,166.692
1215.06,9326.41,382.747
1214.98,10751.54,176.57
1214.9,9010.31,166.765
1214.83,9315.51,163.333
1214.74,8733.43,157.252
1214.67,7712.33,150.366
1214.58,8435.38,172.824
1214.51,8093.59,154.499
1214.43,8594.11,146.185
1214.35,8215.03,152.185
1214.27,8971.69,153.611
1214.19,8697,152.283
1214.11,8631.05,141.926
1214.03,8288.94,142.701
1213.95,7764.66,144.076
1213.87,8265.69,149.759
1213.79,8023.43,155.157
1213.71,9346.92,155.108
1213.63,8881.62,148.888
1213.55,10217.37,162.209
1213.47,9715.33,150.813
1213.4,8551.87,140.68
1213.31,10347.29,165.134
1213.24,9458.89,151.742
1213.15,9743.36,153.573
1213.08,8603.47,151.105
1213,10035.64,143.732
1212.92,9458.56,164.678
1212.84,9965.94,157.858
1212.76,9569.92,162.669
1212.68,9737.3,154.14
1212.6,8978.85,143.432
1212.52,9592.2,161.171
1212.44,8411.78,145.01
1212.36,9542.52,170.795
1212.28,10558.83,148.652
1212.2,9635.54,156.73
1212.12,10311.87,164.213
1212.04,10257.9,180.921
1211.96,9671.02,144.569
1211.88,9730.03,161.69
1211.8,9322.4,223.792
1211.72,8949.14,156.98
1211.64,9080.23,153.513
1211.57,9106.13,148.113
1211.48,8182.52,144.788
1211.41,8263.24,139.767
1211.32,7389,144.15
1211.25,8189.45,143.424
1211.16,9052.21,141.671
1211.09,9697.55,160.854
1211.01,8173.09,162.623
1210.93,7836.02,145.881
1210.85,9250.61,149.179
1210.77,8317.24,152.912
1210.69,9230.74,147.705
1210.61,8624.56,159.318
1210.53,8704.03,153.62
1210.45,8769.05,224.676
1210.37,8086.97,171.179
1210.29,8868.11,149.376
1210.21,8811.41,149.735
1210.14,9026.5,136.886
1210.05,9741.99,158.668
1209.98,10027.46,143.527
1209.89,8126.64,145.478
1209.82,9573.61,152.707
1209.73,9341.4,144.056
1209.66,9048.21,150.686
1209.58,9186.01,156.994
1209.5,9301.28,140.949
1209.42,8918.29,162.916
1209.34,9267.06,173.711
1209.26,9662.82,148.636
1209.18,8970.56,144.69
1209.1,9618.12,162.225
1209.02,8319.34,146.55
1208.94,8904.68,165.779
1208.86,9686.66,172.757
1208.78,8806.13,156.741
1208.71,8702.75,170.538
1208.62,10347.81,164.114
1208.55,7848.12,137.078
1208.46,8479.7,155.741
1208.39,9731.28,159.135
1208.3,9087.69,150.939
1208.23,9632.96,157.849
1208.15,8819.18,165.584
1208.07,8170.32,143.27
1207.99,8496.23,152.443
1207.9,7789.43,162.636
1207.83,7629.59,151.909
1207.74,7911.31,154.504
1207.67,8018.69,158.519
1207.59,8562.32,156.985
1207.51,9193.85,166.202
1207.43,7975.8,154.527
1207.35,9269.11,190.344
1207.27,8444.11,144.552
1207.19,8095.77,165.654
1207.11,7831.65,164.595
1207.03,8126.48,182.904
1206.95,9068.56,161.043
1206.87,7905.57,147.509
1206.79,8562.27,149.586
1206.72,9131.9,147.137
1206.63,8826.25,154.077
1206.56,10053.81,162.986
1206.47,9367.54,163.716
1206.4,9962.98,154.01
1206.31,10613.54,173.202
1206.24,9687.03,173.248
1206.16,12205.5,181.657
1206.08,9111.11,152.051
1206,9644.29,1973.63
1205.92,9690.47,212.282
1205.84,9326.52,171.81
1205.76,10505.17,168.229
1205.68,9960.04,172.991
1205.6,9891.05,166.261
1205.52,8911.82,166.42
1205.44,9717.41,152.408
1205.36,9422.09,154.842
1205.29,10114.95,167.596
1205.2,8784.52,158.056
1205.13,9742.88,164.759
1205.04,8872.03,171.932
1204.97,8986.37,163.199
1204.88,9607.55,148.849
1204.81,9900.98,148.011
1204.73,9980,146.786
1204.65,9376.83,170.208
1204.57,8707.6,153.773
1204.49,9034.68,150.897
1204.41,9275.22,175.154
1204.33,9138.4,174.827
1204.25,9323.05,171.447
1204.17,8503.97,168.817
1204.09,9544.2,169.494
1204.01,9102.75,163.933
1203.93,8905.14,160.105
1203.86,8751.55,159.076
1203.77,9353.29,169.874
1203.7,8363.69,153.451
1203.61,8127.29,153.607
1203.54,7911.11,153.137
1203.45,8511.13,136.861
1203.37,7829.87,146.332
1203.3,8763.36,150.404
1203.21,8584.57,138.195
1203.14,8754.09,160.468
1203.05,9347.96,131.545
1202.98,9008.63,173.508
1202.9,9522.43,158.866
1202.82,10147.97,169.392
1202.74,10381.62,170.911
1202.66,9100.3,163.034
1202.58,10152.59,245.667
1202.5,9313.29,163.629
1202.42,7650.18,144.277
1202.34,9003.69,165.859
1202.26,8061.8,145.015
1202.18,9609.18,161.29
1202.1,9777.01,145.643
1202.02,9470.21,150.465
1201.94,9023.21,194.048
1201.87,9288.07,164.136
1201.78,10215.1,163.957
1201.71,9462.12,170.557
1201.62,9476.66,170.849
1201.55,9063.36,164.266
1201.47,8656.18,166.449
1201.39,8814.11,169.716
1201.31,8668.67,157.951
1201.23,8946.88,147.093
1201.15,8985.42,176.453
1201.07,9571.94,170.378
1200.99,8117.04,159.117
1200.91,8979.07,171.714
1200.83,8736.15,164.763
1200.75,9320.94,178.135
1200.67,9169.3,164.118
1200.59,8911.97,148.418
1200.51,8174.78,154.372
1200.44,9152.79,147.661
1200.35,9561.51,155.082
1200.28,8664.55,131.619
1200.19,7648.13,129.54
1200.12,8089.86,127.012
1199.85,8128.4,138.588
1199.48,8208.51,133.762
1199.09,8349.96,140.554
1198.72,8550.33,146.295
1198.32,9121.44,151.841
1197.95,8814.39,150.975
1197.56,9540.12,166
1197.19,9182.35,148.673
1196.79,9142.62,169.137
1196.43,9387.75,175.08
1196.03,8389.93,167.349
1195.66,7533.38,152.684
1195.26,8926.31,161.145
1194.86,9053.88,152.99
1194.5,9166.25,152.22
1194.1,9390.3,156.231
1193.73,8397.28,150.12
1193.33,9504.19,151.345
1192.97,8078.74,163.768
1192.57,7877.71,148.373
1192.2,7276.79,149.546
1191.8,8662.04,146.101
1191.44,8393.93,156.661
1191.04,8308.83,148.604
1190.67,8825.73,145.79
1190.28,7423.93,140.392
1189.91,8335.14,135.937
1189.51,8407.75,138.626
1189.15,7964.01,141.195
1188.75,8803.75,130.643
1188.38,9267.59,143.86
1187.98,8432.47,126.018
1187.62,8147.33,139.699
1187.22,8043.55,128.567
1186.85,8143.72,142.292
1186.45,8097.85,138.511
1186.09,8092.34,147.095
1185.69,8487.03,154.258
1185.32,9506.07,149.189
1184.92,8726.35,147.653
1184.56,8359.8,216.679
1184.16,8530.88,155.54
1183.79,9140.39,147.405
1183.39,9392.71,136.495
1183.03,9293.89,160.328
1182.63,9290.59,148.059
1182.26,8823.61,144.39
1181.86,9928.07,172.269
1181.5,9649.63,155.402
1181.1,9530.24,171.809
1180.73,10315.63,160.603
1180.34,9235.74,156.225
1179.97,9183.21,154.576
1179.57,9921.92,160.62
1179.21,9396.81,159.542
1178.81,9335.04,152.023
1178.44,8830.44,139.597
1178.04,8630.69,156.831
1177.68,8950.6,140.794
1177.28,9461.39,149.642
1176.91,8508.69,151.042
1176.51,8839.26,153.093
1176.15,8675.71,143.554
1175.75,8490.42,147.898
1175.38,7530.37,146.699
1174.98,9344.25,149.933
1174.62,9520.55,149.768
1174.22,8538.39,150.593
1173.82,9122.9,152.809
1173.45,8723.69,146.611
1173.05,8288.58,152.404
1172.69,9010.52,145.391
1172.29,8850.34,150.553
1171.92,9269.1,148.287
1171.53,8834.72,150.872
1171.16,8516.35,156.732
1170.76,8575.98,144.748
1170.4,8378.07,149.409
1170,9270.2,161.885
1169.63,9387.02,176.337
1169.23,9490.06,159.018
1168.87,8231.81,146.568
1168.47,9411.23,151.136
1168.1,9724.48,158.222
1167.7,9775.9,146.224
1167.34,8337.38,154.595
1166.94,8736.87,163.855
1166.57,8397.29,158.719
1166.17,9635.16,158.388
1165.81,9231.19,154.629
1165.41,8608.93,155.904
1165.04,9193.48,158.101
1164.64,9037.6,166.414
1164.28,8631.37,171.997
1163.88,8662.58,151.942
1163.51,9233.03,141.504
1163.11,8976.08,157.626
1162.75,9988.66,154.47
1162.35,9138.07,166.378
1161.98,9187.1,148.204
1161.59,8595.84,163.648
1161.22,8956.46,165.385
1160.82,9492.7,167.241
1160.46,10812.37,162.861
1160.06,9894.6,171.972
1159.69,9172.54,165.561
1159.29,8855.02,165.965
1158.93,10454.98,164.024
1158.53,9339.52,173.452
1158.16,9399.02,152.151
1157.76,9921.69,163.251
1157.4,9705.57,167.957
1157,10223.26,159.549
1156.63,10249.33,194.428
1156.23,9424.9,158.012
1155.87,10209.99,185.654
1155.47,9957.71,164.178
1155.1,9592.95,166.911
1154.7,10315.79,189.082
1154.34,9832.03,159.76
1153.94,10319.48,157.777
1153.57,9706.44,170.157
1153.17,9877.52,177.974
1152.78,8688.88,148.679
1152.41,9718.24,146.735
1152.01,9984.3,157.262
1151.65,9530.79,168.938
1151.25,9543.21,157.179
1150.88,10911.78,188.02
1150.48,10510.96,178.934
1150.12,9868.29,164.711
1149.72,9294.92,173.645
1149.35,8883.52,165.356
1148.95,9636.11,154.779
1148.59,9392.16,158.186
1148.19,9207.17,167.51
1147.82,8316.33,171.496
1147.42,8947.04,174.419
1147.06,10253.56,177.275
1146.66,8923.76,199.993
1146.29,8566.1,144.164
1145.89,9449.77,160.131
1145.53,9439.78,197.688
1145.13,9583.57,162.179
1144.76,9975.93,147.571
1144.37,10383.48,162.017
1144,8785.95,163.004
1143.6,10027.46,153.227
1143.23,8765.04,153.863
1142.84,10451.27,162.411
1142.47,9417.94,177.967
1142.07,10417.48,161.566
1141.71,10470.9,179.987
1141.31,9167.02,154.922
1140.94,9903.86,180.708
1140.54,9357.61,190.642
1140.18,10377.31,163.775
1139.78,9883.66,166.763
1139.41,10254.71,165.105
1139.01,9334.24,186.709
1138.65,8924.03,171.065
1138.25,8985.43,202.733
1137.88,8871.1,168.36
1137.48,9429.18,165.573
1137.12,9276.66,154.976
1136.72,10536.22,177.662
1136.35,9599.55,166.55
1135.95,9921.94,156.141
1135.59,9564.09,159.718
1135.19,10217.7,170.168
1134.82,9774.78,160.607
1134.43,10031.29,165.702
1134.06,11312.1,167.108
1133.66,9619.12,171.513
1133.29,9685.57,169.105
1133.2,9926.35,170.577
1133.15,8902.09,166.452
1133.1,10205.5,178.141
1133.04,10794.89,195.247
1132.99,10789.28,180.055
1132.93,9752.66,167.844
1132.88,10100.57,171.08
1132.82,9457.93,161.624
1132.77,10409.4,160.218
1132.71,9008.89,159.795
1132.66,9971.72,172.286
1132.6,9490.46,152.685
1132.55,10281.55,161.669
1132.49,9389.46,162.828
1132.44,10404.63,179.133
1132.39,10041.96,155.071
1132.33,10234.18,159.538
1132.28,9457.11,182.188
1132.22,9681.06,165.481
1132.17,10278.5,158.93
1132.12,10722.42,158.394
1132.06,10226.89,156.891
1132.01,10740.34,166.766
1131.95,9519.41,167.421
1131.9,10612.76,185.147
1131.84,10472.29,160.441
1131.79,10989.37,166.041
1131.73,11294.01,166.719
1131.68,10026.1,180.383
1131.62,11003.81,181.551
1131.57,11269.3,173.991
1131.52,10394.19,209.376
1131.46,9771.35,166.394
1131.41,11119.69,180.124
1131.35,10933.82,182.246
1131.3,9834.63,157.51
1131.25,9887.12,172.582
1131.19,9970.41,180.859
1131.14,11732.61,174.678
1131.08,10309.03,173.978
1131.03,10348.7,174.391
1130.97,10482.59,184.078
1130.92,9921.09,171.377
1130.86,9537.53,172.085
1130.81,10509.77,181.028
1130.75,10411.49,172.804
1130.7,10234.79,175.073
1130.65,10157.71,157.143
1130.59,9898.1,174.792
1130.54,9425.69,150
1130.48,8161.62,150.244
1130.43,8664.35,151.851
1130.38,8777.87,154.132
1130.32,9342.99,175.031
1130.27,8848.22,165.578
1130.21,7217.17,153.885
1130.16,9410.5,165.795
1130.1,10563.4,157.88
1130.05,9219.42,166.098
1129.99,9438.78,196.472
1129.94,9093.57,155.66
1129.88,9532.5,169.158
1129.83,9293.93,165.508
1129.77,8896.76,159.154
1129.72,9501.87,159.991
1129.67,8439.93,159.825
1129.61,9342.82,156.992
1129.56,9266,159.155
1129.5,9495.37,155.585
1129.45,8944.29,155.161
1129.39,9277.24,154.152
1129.34,8651.52,157.95
1129.28,8769.82,147.036
1129.23,9498.09,154.597
1129.17,9478.59,165.358
1129.12,9337.1,156.238
1129.07,9228.17,146.975
1129.01,9912.82,156.705
1128.96,8919.68,159.025
1128.9,9002.13,151.614
1128.85,8785.4,149.063
1128.8,8746.29,153.267
1128.74,9670.53,143.08
1128.69,8783.99,143.675
1128.63,10084.71,161.197
1128.58,9051.02,146.087
1128.52,9242.73,149.941
1128.47,9605.67,139.195
1128.41,9311.66,145.416
1128.36,10245.56,151.2
1128.3,9894.39,148.167
1128.25,10126.88,145.067
1128.19,9822.28,161.565
1128.14,9147.7,151.909
1128.09,9961.04,167.83
1128.03,9256.04,161.197
1127.98,9464.86,143.931
1127.93,9968.62,167.3
1127.87,9259.24,165.988
1127.82,10528.6,166.004
1127.76,8635.07,159.289
1127.71,9948.02,168.829
1127.65,10410.58,161.199
1127.6,11024.63,162.041
1127.54,9620.51,167.633
1127.49,11649.4,174.067
1127.43,10614.24,179.73
1127.38,11097.96,176.092
1127.32,10613,185.104
1127.27,10366.81,180.09
1127.22,9167.17,167.945
1127.16,10447.24,168.554
1127.11,10215.39,154.89
1127.05,9859.62,177.637
1127,9954.25,164.7
1126.95,9949.91,146.286
1126.89,9062.16,156.86
1126.83,9526.41,169.179
1126.78,10908.33,197.128
1126.72,9584.59,163.913
1126.67,9886.59,164.357
1126.61,9505.43,149.029
1126.56,9771.72,170.771
1126.51,9580.22,151.149
1126.45,9705.36,153.043
1126.4,9549.54,149.168
1126.35,9517.25,147.511
1126.29,10887.72,160.677
1126.24,9489.53,160.239
1126.18,9352.7,143.958
1126.13,9725.61,149.466
1126.07,9729.19,153.804
1126.02,9605.42,149.311
1125.96,9835.02,160.172
1125.91,9916.37,159.599
1125.85,10003.68,149.839
1125.8,9385.97,153.131
1125.74,9499.57,141.428
1125.69,9217.1,159.549
1125.64,9414.58,150.501
1125.58,9709.17,160.778
1125.53,10402.17,152.855
1125.47,8920.23,152.189
1125.42,9273.43,142.033
1125.37,9252.01,145.613
1125.31,9237.71,169.121
1125.26,9043.64,158.8
1125.2,8019.69,143.535
1125.15,9256.92,309.33
1125.09,9923.82,164.467
1125.04,8393.87,151.2
1124.98,8770.29,155.317
1124.93,9019.39,144.247
1124.87,8526.96,158.361
1124.82,9271.04,151.123
1124.77,8466.7,153.661
1124.71,9026.35,146.715
1124.66,7726.65,148.114
1124.6,7783.39,138.411
1124.55,8845.85,159.757
1124.5,7122.13,128.725
1124.44,8048.95,148.416
1124.39,8609.04,138.617
1124.33,8554.56,138.475
1124.28,8305.87,137.446
1124.22,8311.74,146.766
1124.17,8533.21,143.388
1124.11,8546.32,151.297
1124.06,9096.51,145.745
1124,8744.94,151.707
1123.95,8301.01,152.697
1123.89,8703.12,138.789
1123.84,8708.18,159.356
1123.79,8620.04,154.548
1123.73,8951.58,149.099
1123.68,8691.63,146.284
1123.62,9065.41,146.826
1123.57,9305.65,141.959
1123.51,9271,151.445
1123.46,8523.45,147.404
1123.4,8586.4,144.444
1123.35,7809.06,142.529
1123.29,7908.97,160.681
1123.24,8699.02,154.758
1123.19,8689.36,158.782
1123.13,10180.94,151.422
1123.08,8925.46,168.328
1123.02,9557.26,172.791
1122.97,9301.64,155.385
1122.92,9741.63,155.402
1122.86,9996.37,168.704
1122.81,10550.52,172.192
1122.75,10170.34,205.139
1122.7,10857.96,169.179
1122.64,11105.36,177.15
1122.59,11053.16,166.633
1122.53,9678.22,171.987
1122.48,9998.41,178.948
1122.42,10890.83,175.985
1122.37,10510.78,181.707
1122.31,10572.7,194.868
1122.26,11314.73,171.9
1122.21,10983.43,231.45
1122.15,9832.48,178.207
1122.1,10876.35,169.932
1122.05,10057.54,177.374
1121.99,11286.86,188.163
1121.94,10821.57,163.457
1121.88,10373.98,194.569
1121.83,11620.99,173.015
1121.77,12146.2,180.128
1121.72,10973.58,191.014
1121.66,11188.34,179.558
1121.61,11454.72,182.566
1121.55,11389.63,180.95
1121.5,11898.24,189.213
1121.44,11043.19,276.959
1121.39,10295,190.389
1121.34,11632.19,179.066
1121.28,11321.54,180.451
1121.23,11225.98,182.537
1121.17,11713.32,177.791
1121.12,8928.84,167.239
1121.07,11206.22,168.072
1121.01,10335.45,166.439
1120.96,11256.48,168.818
1120.9,10431.38,164.173
1120.85,10863.33,171.016
1120.79,10404.96,158.367
1120.73,10487.93,162.575
1120.68,9895.55,163.402
1120.63,9812.16,155.782
1120.57,10789.01,163.335
1120.52,10198.85,172.508
1120.47,9663.17,164.817
1120.41,8751.32,141.827
1120.36,10010.85,154.011
1120.3,9832.51,165.354
1120.25,9265.13,152.439
1120.19,8971.35,184.557
1120.14,8785.32,160.52
1120.08,8467.85,171.274
1120.03,10245.56,154.133
1119.97,9181.98,150.93
