age,ODL(Optical Density of Luminescence)
199734.0,1.0019
199782.0,1.00123
199829.0,1.00067
199877.0,1.00017
199924.0,0.999672
199972.0,0.999171
200019.0,0.99867
200067.0,0.998169
200115.0,0.997668
200162.0,0.997167
200210.0,0.996666
200257.0,0.996165
200305.0,0.995664
200353.0,0.995163
200400.0,0.99483
200448.0,0.994579
200495.0,0.994328
200543.0,0.994077
200590.0,0.993825
200638.0,0.993574
200686.0,0.993323
200733.0,0.993071
200781.0,0.99282
200828.0,0.992569
200876.0,0.992317
200923.0,0.992066
200971.0,0.992061
201019.0,0.992145
201066.0,0.992229
201114.0,0.992313
201161.0,0.992397
201209.0,0.99248
201257.0,0.992564
201304.0,0.992648
201352.0,0.992732
201399.0,0.992815
201447.0,0.992899
201494.0,0.992983
201542.0,0.992399
201590.0,0.991646
201637.0,0.990894
201685.0,0.990141
201732.0,0.989388
201780.0,0.988636
201827.0,0.987883
201875.0,0.987131
201923.0,0.986378
201970.0,0.985625
202018.0,0.984873
202065.0,0.98412
202113.0,0.983718
202161.0,0.983383
202208.0,0.983048
202256.0,0.982713
202303.0,0.982378
202351.0,0.982043
202398.0,0.981708
202446.0,0.981373
202494.0,0.981038
202541.0,0.980703
202589.0,0.980367
202636.0,0.980032
202684.0,0.979622
202731.0,0.979203
202779.0,0.978784
202827.0,0.978365
202874.0,0.977946
202922.0,0.977528
202969.0,0.977109
203017.0,0.97669
203064.0,0.976271
203112.0,0.975852
203160.0,0.975433
203207.0,0.975014
203255.0,0.975081
203302.0,0.975164
203350.0,0.975248
203398.0,0.975331
203445.0,0.975415
203493.0,0.975499
203540.0,0.975582
203588.0,0.975666
203635.0,0.975749
203683.0,0.975833
203731.0,0.975917
203778.0,0.975999
203826.0,0.975831
203873.0,0.975664
203921.0,0.975496
203968.0,0.975329
204016.0,0.975161
204064.0,0.974993
204111.0,0.974826
204159.0,0.974658
204206.0,0.974491
204254.0,0.974323
204302.0,0.974156
204349.0,0.973994
204397.0,0.97391
204444.0,0.973826
204492.0,0.973743
204539.0,0.973659
204587.0,0.973575
204635.0,0.973491
204682.0,0.973408
204730.0,0.973324
204777.0,0.97324
204825.0,0.973156
204872.0,0.973073
204920.0,0.973022
204968.0,0.973189
205015.0,0.973357
205063.0,0.973524
205110.0,0.973692
205158.0,0.973859
205205.0,0.974027
205253.0,0.974195
205301.0,0.974362
205348.0,0.97453
205396.0,0.974697
205443.0,0.974865
205491.0,0.975016
205539.0,0.9751
205586.0,0.975183
205634.0,0.975267
205681.0,0.97535
205729.0,0.975434
205776.0,0.975518
205824.0,0.975601
205872.0,0.975685
205919.0,0.975769
205967.0,0.975852
206014.0,0.975936
206062.0,0.976039
206109.0,0.976207
206157.0,0.976374
206205.0,0.976542
206252.0,0.976709
206300.0,0.976877
206347.0,0.977044
206395.0,0.977212
206443.0,0.977379
206490.0,0.977547
206538.0,0.977715
206585.0,0.977882
206633.0,0.978
206680.0,0.978
206728.0,0.978
206776.0,0.978
206823.0,0.978
206871.0,0.978
206918.0,0.978
206966.0,0.978
207013.0,0.978
207061.0,0.978
207109.0,0.978
207156.0,0.978
207204.0,0.97806
207251.0,0.978228
207299.0,0.978395
207347.0,0.978563
207394.0,0.97873
207442.0,0.978898
207489.0,0.979065
207537.0,0.979233
207584.0,0.9794
207632.0,0.979568
207680.0,0.979735
207727.0,0.979903
207775.0,0.979964
207822.0,0.979881
207870.0,0.979797
207917.0,0.979714
207965.0,0.97963
208013.0,0.979546
208060.0,0.979463
208108.0,0.979379
208155.0,0.979295
208203.0,0.979212
208250.0,0.979128
208298.0,0.979045
208346.0,0.979039
208393.0,0.979122
208441.0,0.979206
208488.0,0.97929
208536.0,0.979374
208584.0,0.979457
208631.0,0.979541
208679.0,0.979625
208726.0,0.979709
208774.0,0.979793
208821.0,0.979876
208869.0,0.97996
208917.0,0.98022
208964.0,0.980639
209012.0,0.981058
209059.0,0.981477
209107.0,0.981896
209154.0,0.982315
209202.0,0.982733
209250.0,0.983152
209297.0,0.983571
209345.0,0.98399
209392.0,0.984409
209440.0,0.984828
209488.0,0.985049
209535.0,0.985133
209583.0,0.985217
209630.0,0.9853
209678.0,0.985384
209725.0,0.985468
209773.0,0.985552
209821.0,0.985636
209868.0,0.985719
209916.0,0.985803
209963.0,0.985887
210011.0,0.985971
210058.0,0.985891
210106.0,0.985724
210154.0,0.985556
210201.0,0.985389
210249.0,0.985222
210296.0,0.985055
210344.0,0.984887
210392.0,0.98472
210439.0,0.984553
210487.0,0.984386
210534.0,0.984218
210582.0,0.984051
210629.0,0.984
210677.0,0.984
210725.0,0.984
210772.0,0.984
210820.0,0.984
210867.0,0.984
210915.0,0.984
210962.0,0.984
211010.0,0.984
211058.0,0.984
211105.0,0.984
211153.0,0.984
211200.0,0.984316
211248.0,0.984735
211296.0,0.985154
211343.0,0.985573
211391.0,0.985991
211438.0,0.98641
211486.0,0.986829
211533.0,0.987248
211581.0,0.987667
211629.0,0.988086
211676.0,0.988504
211724.0,0.988923
211771.0,0.989137
211819.0,0.989304
211866.0,0.989472
211914.0,0.989639
211962.0,0.989807
212009.0,0.989974
212057.0,0.990142
212104.0,0.99031
212152.0,0.990477
212199.0,0.990645
212247.0,0.990812
212295.0,0.99098
212342.0,0.990632
212390.0,0.990214
212437.0,0.989796
212485.0,0.989377
212533.0,0.988959
212580.0,0.988541
212628.0,0.988123
212675.0,0.987705
212723.0,0.987287
212770.0,0.986869
212818.0,0.986451
212866.0,0.986033
212913.0,0.985691
212961.0,0.985356
213008.0,0.985021
213056.0,0.984686
213103.0,0.984351
213151.0,0.984016
213199.0,0.983681
213246.0,0.983345
213294.0,0.98301
213341.0,0.982675
213389.0,0.98234
213437.0,0.982005
213484.0,0.982165
213532.0,0.982332
213579.0,0.9825
213627.0,0.982667
213674.0,0.982835
213722.0,0.983002
213770.0,0.98317
213817.0,0.983337
213865.0,0.983505
213912.0,0.983673
213960.0,0.98384
214007.0,0.984019
214055.0,0.984438
214103.0,0.984857
214150.0,0.985276
214198.0,0.985695
214245.0,0.986114
214293.0,0.986532
214340.0,0.986951
214388.0,0.98737
214436.0,0.987789
214483.0,0.988208
214531.0,0.988626
214578.0,0.989018
214626.0,0.989185
214674.0,0.989352
214721.0,0.98952
214769.0,0.989687
214816.0,0.989854
214864.0,0.990021
214911.0,0.990189
214959.0,0.990356
215007.0,0.990523
215054.0,0.99069
215102.0,0.990858
215149.0,0.990975
215197.0,0.990807
215244.0,0.990639
215292.0,0.990472
215340.0,0.990304
215387.0,0.990137
215435.0,0.989969
215482.0,0.989802
215530.0,0.989634
215578.0,0.989467
215625.0,0.989299
215673.0,0.989132
215720.0,0.989053
215768.0,0.989305
215815.0,0.989556
215863.0,0.989807
215911.0,0.990058
215958.0,0.99031
216006.0,0.990561
216053.0,0.990812
216101.0,0.991064
216148.0,0.991315
216196.0,0.991566
216244.0,0.991818
216291.0,0.992069
216339.0,0.99232
216386.0,0.992571
216434.0,0.992821
216482.0,0.993072
216529.0,0.993323
216577.0,0.993574
216624.0,0.993825
216672.0,0.994076
216719.0,0.994327
216767.0,0.994578
216815.0,0.994828
216862.0,0.995
216910.0,0.995
216957.0,0.995
217005.0,0.995
217052.0,0.995
217100.0,0.995
217148.0,0.995
217195.0,0.995
217243.0,0.995
217290.0,0.995
217338.0,0.995
217385.0,0.995
217433.0,0.994936
217481.0,0.994769
217528.0,0.994601
217576.0,0.994434
217623.0,0.994266
217671.0,0.994099
217719.0,0.993931
217766.0,0.993764
217814.0,0.993596
217861.0,0.993428
217909.0,0.993261
217956.0,0.993093
218004.0,0.993037
218052.0,0.993121
218099.0,0.993204
218147.0,0.993288
218194.0,0.993372
218242.0,0.993456
218289.0,0.993539
218337.0,0.993623
218385.0,0.993707
218432.0,0.993791
218480.0,0.993874
218527.0,0.993958
218575.0,0.993831
218623.0,0.993497
218670.0,0.993162
218718.0,0.992828
218765.0,0.992493
218813.0,0.992159
218860.0,0.991824
218908.0,0.99149
218956.0,0.991155
219003.0,0.990821
219051.0,0.990486
219098.0,0.990152
219146.0,0.989726
219193.0,0.989223
219241.0,0.98872
219289.0,0.988218
219336.0,0.987715
219384.0,0.987212
219431.0,0.98671
219479.0,0.986207
219527.0,0.985705
219574.0,0.985202
219622.0,0.984699
219669.0,0.984197
219717.0,0.983796
219764.0,0.983461
219812.0,0.983126
219860.0,0.982791
219907.0,0.982456
219955.0,0.982121
220002.0,0.981786
220050.0,0.981451
220097.0,0.981115
220145.0,0.98078
220193.0,0.980445
220240.0,0.98011
220288.0,0.979101
220335.0,0.977761
220383.0,0.97642
220430.0,0.97508
220478.0,0.97374
220526.0,0.972399
220573.0,0.971059
220621.0,0.969719
220668.0,0.968379
220716.0,0.967038
220764.0,0.965698
220811.0,0.964358
220859.0,0.963816
220906.0,0.963565
220954.0,0.963314
221001.0,0.963063
221049.0,0.962812
221097.0,0.962562
221144.0,0.962311
221192.0,0.96206
221239.0,0.961809
221287.0,0.961558
221334.0,0.961307
221382.0,0.961056
221430.0,0.960546
221477.0,0.959959
221525.0,0.959373
221572.0,0.958786
221620.0,0.9582
221668.0,0.957614
221715.0,0.957027
221763.0,0.956441
221810.0,0.955855
221858.0,0.955268
221905.0,0.954682
221953.0,0.954095
222001.0,0.953509
222048.0,0.952923
222096.0,0.952336
222143.0,0.95175
222191.0,0.951163
222238.0,0.950577
222286.0,0.949991
222334.0,0.949404
222381.0,0.948818
222429.0,0.948232
222476.0,0.947645
222524.0,0.947059
222572.0,0.946548
222619.0,0.946045
222667.0,0.945543
222714.0,0.94504
222762.0,0.944537
222809.0,0.944035
222857.0,0.943532
222905.0,0.943029
222952.0,0.942527
223000.0,0.942024
223047.0,0.941522
223095.0,0.941019
223142.0,0.941
223190.0,0.941
223238.0,0.941
223285.0,0.941
223333.0,0.941
223380.0,0.941
223428.0,0.941
223476.0,0.941
223523.0,0.941
223571.0,0.941
223618.0,0.941
223666.0,0.941
223713.0,0.941
223761.0,0.941
223809.0,0.941
223856.0,0.941
223904.0,0.941
223951.0,0.941
223999.0,0.941
224046.0,0.941
224094.0,0.941
224142.0,0.941
224189.0,0.941
224237.0,0.940989
224284.0,0.940821
224332.0,0.940654
224379.0,0.940486
224427.0,0.940319
224475.0,0.940151
224522.0,0.939984
224570.0,0.939816
224617.0,0.939648
224665.0,0.939481
224713.0,0.939313
224760.0,0.939146
224808.0,0.939021
224855.0,0.939189
224903.0,0.939356
224950.0,0.939524
224998.0,0.939691
225046.0,0.939859
225093.0,0.940026
225141.0,0.940194
225188.0,0.940362
225236.0,0.940529
225283.0,0.940697
225331.0,0.940864
225379.0,0.941127
225426.0,0.941796
225474.0,0.942465
225521.0,0.943134
225569.0,0.943803
225617.0,0.944472
225664.0,0.945141
225712.0,0.94581
225759.0,0.946479
225807.0,0.947148
225854.0,0.947817
225902.0,0.948486
225950.0,0.949058
225997.0,0.949309
226045.0,0.949561
226092.0,0.949812
226140.0,0.950063
226187.0,0.950315
226235.0,0.950566
226283.0,0.950817
226330.0,0.951069
226378.0,0.95132
226425.0,0.951571
226473.0,0.951822
226520.0,0.952
226568.0,0.952
226616.0,0.952
226663.0,0.952
226711.0,0.952
226758.0,0.952
226806.0,0.952
226854.0,0.952
226901.0,0.952
226949.0,0.952
226996.0,0.952
227044.0,0.952
227091.0,0.95203
227139.0,0.952113
227187.0,0.952197
227234.0,0.952281
227282.0,0.952365
227329.0,0.952448
227377.0,0.952532
227424.0,0.952616
227472.0,0.9527
227520.0,0.952784
227567.0,0.952867
227615.0,0.952951
227662.0,0.952894
227710.0,0.952644
227758.0,0.952393
227805.0,0.952142
227853.0,0.951891
227900.0,0.95164
227948.0,0.951389
227995.0,0.951139
228043.0,0.950888
228091.0,0.950637
228138.0,0.950386
228186.0,0.950135
228233.0,0.949845
228281.0,0.94951
228328.0,0.949175
228376.0,0.94884
228424.0,0.948505
228471.0,0.94817
228519.0,0.947835
228566.0,0.9475
228614.0,0.947165
228662.0,0.94683
228709.0,0.946495
228757.0,0.946159
228804.0,0.945824
228852.0,0.945489
228899.0,0.945154
228947.0,0.944819
228995.0,0.944484
229042.0,0.944149
229090.0,0.943814
229137.0,0.943479
229185.0,0.943144
229232.0,0.942809
229280.0,0.942474
229328.0,0.942139
229375.0,0.941951
229423.0,0.941867
229470.0,0.941783
229518.0,0.941699
229566.0,0.941616
229613.0,0.941532
229661.0,0.941448
229708.0,0.941364
229756.0,0.941281
229803.0,0.941197
229851.0,0.941113
229899.0,0.941029
229946.0,0.941
229994.0,0.941
230041.0,0.941
230089.0,0.941
230136.0,0.941
230184.0,0.941
230232.0,0.941
230279.0,0.941
230327.0,0.941
230374.0,0.941
230422.0,0.941
230469.0,0.941
230517.0,0.941404
230565.0,0.941991
230612.0,0.942577
230660.0,0.943163
230707.0,0.94375
230755.0,0.944336
230803.0,0.944923
230850.0,0.945509
230898.0,0.946095
230945.0,0.946682
230993.0,0.947268
231040.0,0.947854
231088.0,0.948567
231136.0,0.949321
231183.0,0.950075
231231.0,0.950829
231278.0,0.951583
231326.0,0.952336
231373.0,0.95309
231421.0,0.953844
231469.0,0.954598
231516.0,0.955352
231564.0,0.956106
231611.0,0.95686
231659.0,0.957204
231707.0,0.957455
231754.0,0.957706
231802.0,0.957957
231849.0,0.958208
231897.0,0.958458
231944.0,0.958709
231992.0,0.95896
232040.0,0.959211
232087.0,0.959462
232135.0,0.959713
232182.0,0.959964
232230.0,0.96043
232277.0,0.960933
232325.0,0.961435
232373.0,0.961938
232420.0,0.96244
232468.0,0.962943
232515.0,0.963446
232563.0,0.963948
232610.0,0.964451
232658.0,0.964954
232706.0,0.965456
232753.0,0.965959
232801.0,0.966077
232848.0,0.966161
232896.0,0.966244
232944.0,0.966328
232991.0,0.966412
233039.0,0.966496
233086.0,0.966579
233134.0,0.966663
233181.0,0.966747
233229.0,0.966831
233277.0,0.966914
233324.0,0.966998
233372.0,0.967246
233419.0,0.967498
233467.0,0.967749
233514.0,0.968
233562.0,0.968251
233610.0,0.968503
233657.0,0.968754
233705.0,0.969005
233752.0,0.969257
233800.0,0.969508
233848.0,0.969759
233895.0,0.969993
233943.0,0.969825
233990.0,0.969658
234038.0,0.969491
234085.0,0.969324
234133.0,0.969156
234181.0,0.968989
234228.0,0.968822
234276.0,0.968655
234323.0,0.968487
234371.0,0.96832
234418.0,0.968153
234466.0,0.967957
234514.0,0.967455
234561.0,0.966952
234609.0,0.966449
234656.0,0.965947
234704.0,0.965444
234752.0,0.964941
234799.0,0.964439
234847.0,0.963936
234894.0,0.963434
234942.0,0.962931
234989.0,0.962428
235037.0,0.962
235085.0,0.962
235132.0,0.962
235180.0,0.962
235227.0,0.962
235275.0,0.962
235322.0,0.962
235370.0,0.962
235418.0,0.962
235465.0,0.962
235513.0,0.962
235560.0,0.962
235608.0,0.961982
235655.0,0.961898
235703.0,0.961815
235751.0,0.961731
235798.0,0.961647
235846.0,0.961563
235893.0,0.96148
235941.0,0.961396
235989.0,0.961312
236036.0,0.961228
236084.0,0.961145
236131.0,0.961061
236179.0,0.960977
236226.0,0.960893
236274.0,0.96081
236322.0,0.960726
236369.0,0.960643
236417.0,0.960559
236464.0,0.960475
236512.0,0.960392
236559.0,0.960308
236607.0,0.960224
236655.0,0.960141
236702.0,0.960057
236750.0,0.959947
236797.0,0.95978
236845.0,0.959612
236893.0,0.959445
236940.0,0.959277
236988.0,0.95911
237035.0,0.958942
237083.0,0.958774
237130.0,0.958607
237178.0,0.958439
237226.0,0.958272
237273.0,0.958104
237321.0,0.957748
237368.0,0.957078
237416.0,0.956408
237463.0,0.955737
237511.0,0.955067
237559.0,0.954397
237606.0,0.953727
237654.0,0.953057
237701.0,0.952387
237749.0,0.951716
237797.0,0.951046
237844.0,0.950376
237892.0,0.949779
237939.0,0.949277
237987.0,0.948774
238034.0,0.948272
238082.0,0.947769
238130.0,0.947266
238177.0,0.946764
238225.0,0.946261
238272.0,0.945758
238320.0,0.945256
238367.0,0.944753
238415.0,0.944251
238463.0,0.943665
238510.0,0.942996
238558.0,0.942327
238605.0,0.941658
238653.0,0.940989
238700.0,0.94032
238748.0,0.939651
238796.0,0.938982
238843.0,0.938313
238891.0,0.937644
238938.0,0.936975
238986.0,0.936306
239034.0,0.935545
239081.0,0.934708
239129.0,0.93387
239176.0,0.933032
239224.0,0.932195
239271.0,0.931357
239319.0,0.930519
239367.0,0.929682
239414.0,0.928844
239462.0,0.928006
239509.0,0.927168
239557.0,0.926331
239604.0,0.925544
239652.0,0.92479
239700.0,0.924036
239747.0,0.923282
239795.0,0.922528
239842.0,0.921774
239890.0,0.92102
239938.0,0.920266
239985.0,0.919512
240033.0,0.918758
240080.0,0.918004
240128.0,0.917251
240175.0,0.916944
240223.0,0.91686
240271.0,0.916776
240318.0,0.916693
240366.0,0.916609
240413.0,0.916525
240461.0,0.916441
240508.0,0.916357
240556.0,0.916274
240604.0,0.91619
240651.0,0.916106
240699.0,0.916022
240746.0,0.915756
240794.0,0.915421
240842.0,0.915087
240889.0,0.914752
240937.0,0.914418
240984.0,0.914083
241032.0,0.913749
241079.0,0.913414
241127.0,0.91308
241175.0,0.912745
241222.0,0.912411
241270.0,0.912076
241317.0,0.911806
241365.0,0.911555
241412.0,0.911303
241460.0,0.911052
241508.0,0.910801
241555.0,0.910549
241603.0,0.910298
241650.0,0.910047
241698.0,0.909795
241745.0,0.909544
241793.0,0.909293
241841.0,0.909041
241888.0,0.90907
241936.0,0.909153
241983.0,0.909237
242031.0,0.909321
242079.0,0.909405
242126.0,0.909488
242174.0,0.909572
242221.0,0.909656
242269.0,0.90974
242316.0,0.909823
242364.0,0.909907
242412.0,0.909991
242459.0,0.909925
242507.0,0.909841
242554.0,0.909757
242602.0,0.909673
242649.0,0.90959
242697.0,0.909506
242745.0,0.909422
242792.0,0.909338
242840.0,0.909255
242887.0,0.909171
242935.0,0.909087
242983.0,0.909003
243030.0,0.909
243078.0,0.909
243125.0,0.909
243173.0,0.909
243220.0,0.909
243268.0,0.909
243316.0,0.909
243363.0,0.909
243411.0,0.909
243458.0,0.909
243506.0,0.909
243553.0,0.909
