age,ODL(Optical Density of Luminescence)
66277.8,0.899128
66325.4,0.900277
66372.9,0.901426
66420.5,0.902576
66468.1,0.90358
66515.7,0.904499
66563.3,0.905419
66610.8,0.906338
66658.4,0.907129
66706.0,0.907589
66753.6,0.908049
66801.1,0.908509
66848.7,0.908969
66896.3,0.909428
66943.9,0.909888
66991.5,0.910348
67039.0,0.910808
67086.6,0.911668
67134.2,0.912818
67181.8,0.913967
67229.3,0.915116
67276.9,0.916691
67324.5,0.919679
67372.1,0.922667
67419.7,0.925655
67467.2,0.928643
67514.8,0.930821
67562.4,0.93289
67610.0,0.934959
67657.5,0.937028
67705.1,0.940073
67752.7,0.943982
67800.3,0.947892
67847.9,0.951801
67895.4,0.955919
67943.0,0.960976
67990.6,0.966033
68038.2,0.97109
68085.7,0.976147
68133.3,0.982514
68180.9,0.989148
68228.5,0.995782
68276.1,1.00241
68323.6,1.00896
68371.2,1.01541
68418.8,1.02187
68466.4,1.02832
68514.0,1.03474
68561.5,1.04091
68609.1,1.04708
68656.7,1.05326
68704.3,1.05943
68751.8,1.06626
68799.4,1.07328
68847.0,1.0803
68894.6,1.08732
68942.2,1.09324
68989.7,1.09773
69037.3,1.10222
69084.9,1.10671
69132.5,1.11123
69180.0,1.11614
69227.6,1.12105
69275.2,1.12596
69322.8,1.13087
69370.4,1.13507
69417.9,1.13899
69465.5,1.14292
69513.1,1.14685
69560.7,1.15025
69608.3,1.15277
69655.8,1.1553
69703.4,1.15782
69751.0,1.16038
69798.6,1.16389
69846.1,1.1674
69893.7,1.17091
69941.3,1.17442
69988.9,1.17706
70036.5,1.17931
70084.0,1.18155
70131.6,1.18379
70179.2,1.18571
70226.8,1.18698
70274.3,1.18824
70321.9,1.18951
70369.5,1.19077
70417.1,1.19327
70464.7,1.19579
70512.2,1.19832
70559.8,1.20084
70607.4,1.20213
70655.0,1.20269
70702.5,1.20325
70750.1,1.20381
70797.7,1.20433
70845.3,1.20475
70892.9,1.20517
70940.4,1.2056
70988.0,1.20602
71035.6,1.20709
71083.2,1.20822
71130.8,1.20934
71178.3,1.21046
71225.9,1.21159
71273.5,1.21271
71321.1,1.21383
71368.6,1.21495
71416.2,1.21565
71463.8,1.21495
71511.4,1.21425
71559.0,1.21355
71606.5,1.21285
71654.1,1.2119
71701.7,1.21092
71749.3,1.20994
71796.8,1.20896
71844.4,1.2085
71892.0,1.2085
71939.6,1.2085
71987.2,1.2085
72034.7,1.20834
72082.3,1.2075
72129.9,1.20666
72177.5,1.20581
72225.0,1.20497
72272.6,1.20366
72320.2,1.20226
72367.8,1.20086
72415.4,1.19946
72462.9,1.19792
72510.5,1.19624
72558.1,1.19455
72605.7,1.19287
72653.2,1.19121
72700.8,1.18966
72748.4,1.18812
72796.0,1.18657
72843.6,1.18503
72891.1,1.1837
72938.7,1.18244
72986.3,1.18118
73033.9,1.17991
73081.5,1.17883
73129.0,1.17799
73176.6,1.17715
73224.2,1.17631
73271.8,1.17545
73319.3,1.17432
73366.9,1.1732
73414.5,1.17207
73462.1,1.17095
73509.7,1.16973
73557.2,1.16846
73604.8,1.1672
73652.4,1.16594
73700.0,1.16457
73747.5,1.16303
73795.1,1.16149
73842.7,1.15994
73890.3,1.15843
73937.9,1.15772
73985.4,1.15702
74033.0,1.15632
74080.6,1.15562
74128.2,1.15435
74175.7,1.1528
74223.3,1.15126
74270.9,1.14971
74318.5,1.14872
74366.1,1.14886
74413.6,1.149
74461.2,1.14914
74508.8,1.14928
74556.4,1.14887
74604.0,1.14845
74651.5,1.14803
74699.1,1.14761
74746.7,1.14746
74794.3,1.14746
74841.8,1.14746
74889.4,1.14746
74937.0,1.14773
74984.6,1.14871
75032.2,1.14969
75079.7,1.15067
75127.3,1.15166
75174.9,1.15094
75222.5,1.1501
75270.0,1.14926
75317.6,1.14842
75365.2,1.1475
75412.8,1.14652
75460.4,1.14553
75507.9,1.14455
75555.5,1.14367
75603.1,1.14311
75650.7,1.14255
75698.2,1.14198
75745.8,1.14142
75793.4,1.14111
75841.0,1.14083
75888.6,1.14055
75936.1,1.14027
75983.7,1.14014
76031.3,1.14014
76078.9,1.14014
76126.5,1.14014
76174.0,1.14003
76221.6,1.13947
76269.2,1.13891
76316.8,1.13835
76364.3,1.13779
76411.9,1.13897
76459.5,1.14052
76507.1,1.14206
76554.7,1.1436
76602.2,1.14461
76649.8,1.14503
76697.4,1.14545
76745.0,1.14587
76792.5,1.14634
76840.1,1.14718
76887.7,1.14803
76935.3,1.14887
76982.9,1.14971
77030.4,1.15
77078.0,1.15014
77125.6,1.15029
77173.2,1.15043
77220.7,1.15051
77268.3,1.15051
77315.9,1.15051
77363.5,1.15051
77411.1,1.15065
77458.6,1.15247
77506.2,1.1543
77553.8,1.15612
77601.4,1.15795
77649.0,1.15875
77696.5,1.15917
77744.1,1.15959
77791.7,1.16001
77839.3,1.1607
77886.8,1.16182
77934.4,1.16294
77982.0,1.16406
78029.6,1.16516
78077.2,1.1653
78124.7,1.16544
78172.3,1.16558
78219.9,1.16572
78267.5,1.16615
78315.0,1.16671
78362.6,1.16727
78410.2,1.16783
78457.8,1.16816
78505.4,1.16802
78552.9,1.16788
78600.5,1.16774
78648.1,1.1676
78695.7,1.16814
78743.3,1.1687
78790.8,1.16927
78838.4,1.16983
78886.0,1.171
78933.6,1.17255
78981.1,1.17409
79028.7,1.17564
79076.3,1.17672
79123.9,1.17658
79171.5,1.17644
79219.0,1.1763
79266.6,1.17616
79314.2,1.1751
79361.8,1.17398
79409.3,1.17285
79456.9,1.17173
79504.5,1.1715
79552.1,1.17192
79599.7,1.17235
79647.2,1.17277
79694.8,1.17316
79742.4,1.17344
79790.0,1.17372
79837.5,1.174
79885.1,1.17428
79932.7,1.17419
79980.3,1.17405
80027.9,1.17391
80075.4,1.17377
80123.0,1.17311
80170.6,1.17199
80218.2,1.17086
80265.7,1.16974
80313.3,1.16867
80360.9,1.16782
80408.5,1.16698
80456.1,1.16614
80503.6,1.1653
80551.2,1.16458
80598.8,1.16387
80646.4,1.16317
80693.9,1.16247
80741.5,1.16117
80789.1,1.1592
80836.7,1.15724
80884.3,1.15527
80931.8,1.15329
80979.4,1.15119
81027.0,1.14908
81074.6,1.14698
81122.2,1.14488
81169.7,1.14386
81217.3,1.14316
81264.9,1.14246
81312.5,1.14176
81360.0,1.14106
81407.6,1.14035
81455.2,1.13965
81502.8,1.13895
81550.4,1.13829
81597.9,1.13815
81645.5,1.13801
81693.1,1.13787
81740.7,1.13773
81788.3,1.13759
81835.8,1.13745
81883.4,1.13731
81931.0,1.13716
81978.6,1.13702
82026.1,1.13688
82073.7,1.13674
82121.3,1.1366
82168.9,1.13646
82216.5,1.13618
82264.0,1.1359
82311.6,1.13562
82359.2,1.13534
82406.8,1.13629
82454.3,1.13784
82501.9,1.13938
82549.5,1.14093
82597.1,1.1421
82644.7,1.14252
82692.2,1.14294
82739.8,1.14337
82787.4,1.14379
82835.0,1.14475
82882.5,1.14574
82930.1,1.14672
82977.7,1.1477
83025.3,1.14938
83072.9,1.15149
83120.4,1.1536
83168.0,1.1557
83215.6,1.15761
83263.2,1.15902
83310.7,1.16042
83358.3,1.16182
83405.9,1.16322
83453.5,1.16411
83501.1,1.16495
83548.6,1.16579
83596.2,1.16663
83643.8,1.16788
83691.4,1.16942
83739.0,1.17097
83786.5,1.17251
83834.1,1.17402
83881.7,1.17543
83929.3,1.17683
83976.8,1.17823
84024.4,1.17963
84072.0,1.1803
84119.6,1.18086
84167.2,1.18142
84214.7,1.18198
84262.3,1.18225
84309.9,1.18225
84357.5,1.18225
84405.0,1.18225
84452.6,1.18215
84500.2,1.18159
84547.8,1.18102
84595.4,1.18046
84642.9,1.1799
84690.5,1.17911
84738.1,1.17827
84785.7,1.17743
84833.2,1.17659
84880.8,1.17561
84928.4,1.17449
84976.0,1.17336
85023.6,1.17224
85071.1,1.17122
85118.7,1.17094
85166.3,1.17066
85213.9,1.17038
85261.4,1.1701
85309.0,1.16873
85356.6,1.16705
85404.2,1.16536
85451.8,1.16368
85499.3,1.16307
85546.9,1.16392
85594.5,1.16476
85642.1,1.1656
85689.7,1.16639
85737.2,1.16653
85784.8,1.16667
85832.4,1.16681
85880.0,1.16695
85927.5,1.16749
85975.1,1.1682
86022.7,1.1689
86070.3,1.1696
86117.9,1.17004
86165.4,1.17004
86213.0,1.17004
86260.6,1.17004
86308.2,1.17
86355.8,1.16845
86403.3,1.16691
86450.9,1.16537
86498.5,1.16382
86546.1,1.1638
86593.6,1.1645
86641.2,1.1652
86688.8,1.1659
86736.4,1.16633
86784.0,1.16619
86831.5,1.16605
86879.1,1.16591
86926.7,1.16577
86974.3,1.16549
87021.8,1.16521
87069.4,1.16493
87117.0,1.16465
87164.6,1.16551
87212.2,1.16705
87259.7,1.16859
87307.3,1.17014
87354.9,1.17137
87402.5,1.1718
87450.0,1.17222
87497.6,1.17264
87545.2,1.17306
87592.8,1.17478
87640.4,1.17661
87687.9,1.17843
87735.5,1.18025
87783.1,1.18191
87830.7,1.18346
87878.2,1.185
87925.8,1.18654
87973.4,1.18812
88021.0,1.1898
88068.6,1.19148
88116.1,1.19317
88163.7,1.19485
88211.3,1.19605
88258.9,1.19717
88306.5,1.19829
88354.0,1.19941
88401.6,1.20061
88449.2,1.20187
88496.8,1.20313
88544.3,1.2044
88591.9,1.20586
88639.5,1.20824
88687.1,1.21063
88734.7,1.21301
88782.2,1.2154
88829.8,1.21663
88877.4,1.21761
88925.0,1.21859
88972.5,1.21957
89020.1,1.22028
89067.7,1.22069
89115.3,1.2211
89162.9,1.22151
89210.4,1.22192
89258.0,1.22233
89305.6,1.22274
89353.2,1.22315
89400.7,1.22356
89448.3,1.22397
89495.9,1.22438
89543.5,1.2248
89591.1,1.22518
89638.6,1.22553
89686.2,1.22589
89733.8,1.22625
89781.4,1.22661
89828.9,1.22696
89876.5,1.22732
89924.1,1.22768
89971.7,1.22804
90019.3,1.22839
90066.8,1.22875
90114.4,1.22911
90162.0,1.2294
90209.6,1.22966
90257.2,1.22991
90304.7,1.23017
90352.3,1.23043
90399.9,1.23068
90447.5,1.23094
90495.0,1.23119
90542.6,1.23145
90590.2,1.2317
90637.8,1.23196
90685.4,1.23221
90732.9,1.23247
90780.5,1.23272
90828.1,1.23298
90875.7,1.23323
90923.2,1.23349
90970.8,1.23375
91018.4,1.234
91066.0,1.23426
91113.6,1.23451
91161.1,1.23477
91208.7,1.23502
91256.3,1.23528
91303.9,1.23535
91351.4,1.23535
91399.0,1.23535
91446.6,1.23535
91494.2,1.23535
91541.8,1.23535
91589.3,1.23535
91636.9,1.23535
91684.5,1.23535
91732.1,1.23535
91779.6,1.23535
91827.2,1.23535
91874.8,1.23531
91922.4,1.23525
91970.0,1.2352
92017.5,1.23515
92065.1,1.2351
92112.7,1.23505
92160.3,1.235
92207.9,1.23495
92255.4,1.2349
92303.0,1.23485
92350.6,1.23479
92398.2,1.23474
92445.7,1.23487
92493.3,1.23502
92540.9,1.23517
92588.5,1.23532
92636.1,1.23548
92683.6,1.23563
92731.2,1.23578
92778.8,1.23594
92826.4,1.23609
92874.0,1.23624
92921.5,1.2364
92969.1,1.23655
93016.7,1.23633
93064.3,1.23608
93111.8,1.23582
93159.4,1.23557
93207.0,1.23531
93254.6,1.23506
93302.2,1.2348
93349.7,1.23455
93397.3,1.23429
93444.9,1.23404
93492.5,1.23378
93540.0,1.23353
93587.6,1.23317
93635.2,1.23281
93682.8,1.23246
93730.4,1.2321
93777.9,1.23174
93825.5,1.23138
93873.1,1.23103
93920.7,1.23067
93968.2,1.23031
94015.8,1.22995
94063.4,1.2296
94111.0,1.22924
94158.6,1.22893
94206.1,1.22863
94253.7,1.22832
94301.3,1.22801
94348.9,1.22771
94396.4,1.2274
94444.0,1.2271
94491.6,1.22679
94539.2,1.22648
94586.8,1.22618
94634.3,1.22587
94681.9,1.22557
94729.5,1.22537
94777.1,1.22516
94824.7,1.22495
94872.2,1.22475
94919.8,1.22454
94967.4,1.22434
95015.0,1.22413
95062.5,1.22393
95110.1,1.22372
95157.7,1.22352
95205.3,1.22331
95252.9,1.22312
95300.4,1.22296
95348.0,1.22281
95395.6,1.22266
95443.2,1.2225
95490.7,1.22235
95538.3,1.2222
95585.9,1.22204
95633.5,1.22189
95681.1,1.22174
95728.6,1.22158
95776.2,1.22143
95823.8,1.22122
95871.4,1.22076
95918.9,1.2203
95966.5,1.21984
96014.1,1.21938
96061.7,1.21892
96109.3,1.21846
96156.8,1.218
96204.4,1.21754
96252.0,1.21708
96299.6,1.21662
96347.1,1.21616
96394.7,1.21588
96442.3,1.21613
96489.9,1.21639
96537.5,1.21664
96585.0,1.2169
96632.6,1.21716
96680.2,1.21741
96727.8,1.21767
96775.4,1.21792
96822.9,1.21818
96870.5,1.21843
96918.1,1.21869
96965.7,1.21885
97013.2,1.2188
97060.8,1.21875
97108.4,1.2187
97156.0,1.21865
97203.6,1.21859
97251.1,1.21854
97298.7,1.21849
97346.3,1.21844
97393.9,1.21839
97441.5,1.21834
97489.0,1.21829
97536.6,1.21837
97584.2,1.21867
97631.8,1.21898
97679.3,1.21928
97726.9,1.21959
97774.5,1.2199
97822.1,1.2202
97869.7,1.22051
97917.2,1.22082
97964.8,1.22112
98012.4,1.22143
98060.0,1.22174
98107.5,1.22183
98155.1,1.22163
98202.7,1.22142
98250.3,1.22122
98297.9,1.22101
98345.4,1.22081
98393.0,1.2206
98440.6,1.2204
98488.2,1.2202
98535.7,1.21999
98583.3,1.21979
98630.9,1.21958
98678.5,1.21928
98726.1,1.21887
98773.6,1.21846
98821.2,1.21806
98868.8,1.21765
98916.4,1.21724
98964.0,1.21683
99011.5,1.21642
99059.1,1.21601
99106.7,1.2156
99154.3,1.2152
99201.8,1.21479
99249.4,1.21441
99297.0,1.21405
99344.6,1.21369
99392.2,1.21333
99439.7,1.21298
99487.3,1.21262
99534.9,1.21226
99582.5,1.2119
99630.0,1.21155
99677.6,1.21119
99725.2,1.21083
99772.8,1.21047
99820.4,1.21033
99867.9,1.21033
99915.5,1.21033
99963.1,1.21033
100010.0,1.21033
100058.0,1.21033
100105.0,1.21033
100153.0,1.21033
100201.0,1.21033
100248.0,1.21033
100296.0,1.21033
100343.0,1.21033
100391.0,1.21026
100438.0,1.21016
100486.0,1.21006
100534.0,1.20995
100581.0,1.20985
100629.0,1.20975
100676.0,1.20965
100724.0,1.20954
100771.0,1.20944
100819.0,1.20934
100867.0,1.20924
100914.0,1.20914
100962.0,1.20903
101009.0,1.20893
101057.0,1.20883
101105.0,1.20873
101152.0,1.20862
101200.0,1.20852
101247.0,1.20842
101295.0,1.20832
101342.0,1.20822
101390.0,1.20811
101438.0,1.20801
101485.0,1.20791
101533.0,1.20812
101580.0,1.20842
101628.0,1.20873
101675.0,1.20904
101723.0,1.20934
101771.0,1.20965
101818.0,1.20996
101866.0,1.21026
101913.0,1.21057
101961.0,1.21088
102008.0,1.21118
102056.0,1.21149
102104.0,1.21134
102151.0,1.21108
102199.0,1.21083
102246.0,1.21057
102294.0,1.21032
102342.0,1.21006
102389.0,1.2098
102437.0,1.20955
102484.0,1.20929
102532.0,1.20904
102579.0,1.20878
102627.0,1.20853
102675.0,1.20836
102722.0,1.20821
102770.0,1.20806
102817.0,1.2079
102865.0,1.20775
102912.0,1.2076
102960.0,1.20744
103008.0,1.20729
103055.0,1.20714
103103.0,1.20698
103150.0,1.20683
103198.0,1.20668
103246.0,1.20638
103293.0,1.20608
103341.0,1.20577
103388.0,1.20546
103436.0,1.20515
103483.0,1.20485
103531.0,1.20454
103579.0,1.20423
103626.0,1.20392
103674.0,1.20362
103721.0,1.20331
103769.0,1.203
103816.0,1.20249
103864.0,1.20198
103912.0,1.20147
103959.0,1.20096
104007.0,1.20045
104054.0,1.19994
104102.0,1.19943
104150.0,1.19892
104197.0,1.19841
104245.0,1.1979
104292.0,1.19738
104340.0,1.19686
104387.0,1.19609
104435.0,1.19533
104483.0,1.19456
104530.0,1.19379
104578.0,1.19303
104625.0,1.19226
104673.0,1.19149
104720.0,1.19072
104768.0,1.18996
104816.0,1.18919
104863.0,1.18842
104911.0,1.18769
104958.0,1.18728
105006.0,1.18688
105053.0,1.18647
105101.0,1.18606
105149.0,1.18565
105196.0,1.18524
105244.0,1.18484
105291.0,1.18443
105339.0,1.18402
105387.0,1.18361
105434.0,1.1832
105482.0,1.18274
105529.0,1.18192
105577.0,1.1811
105624.0,1.18028
105672.0,1.17946
105720.0,1.17865
105767.0,1.17783
105815.0,1.17701
105862.0,1.17619
105910.0,1.17538
105957.0,1.17456
106005.0,1.17374
106053.0,1.17303
106100.0,1.17272
106148.0,1.17242
106195.0,1.17211
106243.0,1.1718
106291.0,1.17149
106338.0,1.17119
106386.0,1.17088
106433.0,1.17057
106481.0,1.17026
106528.0,1.16996
106576.0,1.16965
106624.0,1.16931
106671.0,1.16891
106719.0,1.1685
106766.0,1.16809
106814.0,1.16768
106861.0,1.16727
106909.0,1.16686
106957.0,1.16645
107004.0,1.16604
107052.0,1.16563
107099.0,1.16523
107147.0,1.16482
107195.0,1.16448
107242.0,1.16427
107290.0,1.16407
107337.0,1.16387
107385.0,1.16366
107432.0,1.16346
107480.0,1.16325
107528.0,1.16305
107575.0,1.16284
107623.0,1.16264
107670.0,1.16244
107718.0,1.16223
107765.0,1.1622
107813.0,1.16246
107861.0,1.16271
107908.0,1.16297
107956.0,1.16322
108003.0,1.16348
108051.0,1.16373
108098.0,1.16399
108146.0,1.16425
108194.0,1.1645
108241.0,1.16476
108289.0,1.16501
108336.0,1.16513
108384.0,1.16508
108432.0,1.16503
108479.0,1.16498
108527.0,1.16493
108574.0,1.16488
108622.0,1.16483
108669.0,1.16478
108717.0,1.16472
108765.0,1.16467
108812.0,1.16462
108860.0,1.16457
108907.0,1.16452
108955.0,1.16447
109002.0,1.16442
109050.0,1.16437
109098.0,1.16432
109145.0,1.16426
109193.0,1.16421
109240.0,1.16416
109288.0,1.16411
109336.0,1.16406
109383.0,1.16401
109431.0,1.16396
109478.0,1.16417
109526.0,1.16457
109573.0,1.16498
109621.0,1.16539
109669.0,1.1658
109716.0,1.16621
109764.0,1.16661
109811.0,1.16702
109859.0,1.16743
109906.0,1.16784
109954.0,1.16825
110002.0,1.16865
110049.0,1.169
110097.0,1.16931
110144.0,1.16962
110192.0,1.16992
110240.0,1.17023
110287.0,1.17054
110335.0,1.17085
110382.0,1.17115
110430.0,1.17146
110477.0,1.17177
110525.0,1.17208
110573.0,1.17238
110620.0,1.17245
110668.0,1.1724
110715.0,1.17235
110763.0,1.1723
110810.0,1.17225
110858.0,1.1722
110906.0,1.17214
110953.0,1.17209
111001.0,1.17204
111048.0,1.17199
111096.0,1.17194
111143.0,1.17189
111191.0,1.17191
111239.0,1.17196
111286.0,1.17202
111334.0,1.17207
111381.0,1.17212
111429.0,1.17217
111477.0,1.17222
111524.0,1.17227
111572.0,1.17232
111619.0,1.17237
111667.0,1.17242
111714.0,1.17247
111762.0,1.17273
111810.0,1.17303
111857.0,1.17334
111905.0,1.17365
111952.0,1.17395
112000.0,1.17426
112047.0,1.17456
112095.0,1.17487
112143.0,1.17518
112190.0,1.17548
112238.0,1.17579
112285.0,1.17609
112333.0,1.17627
112381.0,1.17643
112428.0,1.17658
112476.0,1.17673
112523.0,1.17689
112571.0,1.17704
112618.0,1.17719
112666.0,1.17735
112714.0,1.1775
112761.0,1.17765
112809.0,1.17781
112856.0,1.17796
112904.0,1.17798
112951.0,1.17798
112999.0,1.17798
113047.0,1.17798
113094.0,1.17798
113142.0,1.17798
113189.0,1.17798
113237.0,1.17798
113285.0,1.17798
113332.0,1.17798
113380.0,1.17798
113427.0,1.17798
113475.0,1.17807
113522.0,1.17818
113570.0,1.17828
113618.0,1.17838
113665.0,1.17848
113713.0,1.17858
113760.0,1.17869
113808.0,1.17879
113855.0,1.17889
113903.0,1.17899
113951.0,1.1791
113998.0,1.17919
114046.0,1.17904
114093.0,1.17889
114141.0,1.17873
114188.0,1.17858
114236.0,1.17843
114284.0,1.17827
114331.0,1.17812
114379.0,1.17797
114426.0,1.17782
114474.0,1.17766
114522.0,1.17751
114569.0,1.17734
114617.0,1.17693
114664.0,1.17652
114712.0,1.17611
114759.0,1.1757
114807.0,1.1753
114855.0,1.17489
114902.0,1.17448
114950.0,1.17407
114997.0,1.17366
115045.0,1.17325
115092.0,1.17284
115140.0,1.17247
115188.0,1.17231
115235.0,1.17216
115283.0,1.172
115330.0,1.17185
115378.0,1.1717
115426.0,1.17154
115473.0,1.17139
115521.0,1.17123
115568.0,1.17108
115616.0,1.17092
115663.0,1.17077
115711.0,1.17066
115759.0,1.17071
115806.0,1.17076
115854.0,1.17081
115901.0,1.17086
115949.0,1.17091
115996.0,1.17096
116044.0,1.17101
116092.0,1.17106
116139.0,1.17112
116187.0,1.17117
116234.0,1.17122
116282.0,1.17113
116330.0,1.17062
116377.0,1.17011
116425.0,1.1696
116472.0,1.16909
116520.0,1.16858
116567.0,1.16807
116615.0,1.16756
116663.0,1.16705
116710.0,1.16654
116758.0,1.16603
116805.0,1.16552
116853.0,1.16517
116900.0,1.16522
116948.0,1.16527
116996.0,1.16532
117043.0,1.16538
117091.0,1.16543
117138.0,1.16548
117186.0,1.16553
117234.0,1.16558
117281.0,1.16563
117329.0,1.16568
117376.0,1.16573
117424.0,1.16586
117471.0,1.16611
117519.0,1.16637
117567.0,1.16662
117614.0,1.16688
117662.0,1.16713
117709.0,1.16739
117757.0,1.16764
117804.0,1.1679
117852.0,1.16816
117900.0,1.16841
117947.0,1.16867
117995.0,1.16882
118042.0,1.16882
118090.0,1.16882
118137.0,1.16882
118185.0,1.16882
118233.0,1.16882
118280.0,1.16882
118328.0,1.16882
118375.0,1.16882
118423.0,1.16882
118471.0,1.16882
118518.0,1.16882
118566.0,1.16863
118613.0,1.16822
118661.0,1.16781
118708.0,1.1674
118756.0,1.16699
118804.0,1.16658
118851.0,1.16618
118899.0,1.16577
118946.0,1.16536
118994.0,1.16495
119041.0,1.16454
119089.0,1.16413
119137.0,1.16386
119184.0,1.1637
119232.0,1.16355
119279.0,1.1634
119327.0,1.16324
119375.0,1.16309
119422.0,1.16294
119470.0,1.16278
119517.0,1.16263
119565.0,1.16248
119612.0,1.16232
119660.0,1.16217
119708.0,1.16196
119755.0,1.1617
119803.0,1.16145
119850.0,1.16119
119898.0,1.16093
119945.0,1.16068
119993.0,1.16042
120041.0,1.16017
120088.0,1.15991
120136.0,1.15966
120183.0,1.1594
120231.0,1.15915
120279.0,1.15899
120326.0,1.15889
120374.0,1.15879
120421.0,1.15868
120469.0,1.15858
120516.0,1.15848
120564.0,1.15838
120612.0,1.15828
120659.0,1.15817
120707.0,1.15807
120754.0,1.15797
120802.0,1.15787
120849.0,1.1577
120897.0,1.15749
120945.0,1.15729
120992.0,1.15708
121040.0,1.15688
121087.0,1.15667
121135.0,1.15647
121182.0,1.15626
121230.0,1.15606
121278.0,1.15586
121325.0,1.15565
121373.0,1.15545
121420.0,1.15497
121468.0,1.15441
121516.0,1.15385
121563.0,1.15329
121611.0,1.15272
121658.0,1.15216
121706.0,1.1516
121753.0,1.15103
121801.0,1.15047
121849.0,1.14991
121896.0,1.14934
121944.0,1.14878
121991.0,1.14863
122039.0,1.14858
122086.0,1.14853
122134.0,1.14848
122182.0,1.14843
122229.0,1.14838
122277.0,1.14833
122324.0,1.14828
122372.0,1.14823
122420.0,1.14817
122467.0,1.14812
122515.0,1.14807
122562.0,1.14811
122610.0,1.14816
122657.0,1.14821
122705.0,1.14826
122753.0,1.14831
122800.0,1.14837
122848.0,1.14842
122895.0,1.14847
122943.0,1.14852
122990.0,1.14857
123038.0,1.14862
123086.0,1.14867
123133.0,1.14886
123181.0,1.14907
123228.0,1.14927
123276.0,1.14948
123324.0,1.14968
123371.0,1.14988
123419.0,1.15009
123466.0,1.15029
123514.0,1.1505
123561.0,1.1507
123609.0,1.15091
123657.0,1.15111
123704.0,1.15077
123752.0,1.15041
123799.0,1.15005
123847.0,1.14969
123894.0,1.14934
123942.0,1.14898
123990.0,1.14862
124037.0,1.14826
124085.0,1.1479
124132.0,1.14755
124180.0,1.14719
124227.0,1.14684
124275.0,1.14674
124323.0,1.14664
124370.0,1.14654
124418.0,1.14643
124465.0,1.14633
124513.0,1.14623
124561.0,1.14613
124608.0,1.14602
124656.0,1.14592
124703.0,1.14582
124751.0,1.14572
124798.0,1.14563
124846.0,1.14563
124894.0,1.14563
124941.0,1.14563
124989.0,1.14563
125036.0,1.14563
125084.0,1.14563
125131.0,1.14563
125179.0,1.14563
125227.0,1.14563
125274.0,1.14563
125322.0,1.14563
125369.0,1.1456
125417.0,1.14545
125465.0,1.1453
125512.0,1.14514
125560.0,1.14499
125607.0,1.14484
125655.0,1.14468
125702.0,1.14453
125750.0,1.14438
125798.0,1.14422
125845.0,1.14407
125893.0,1.14392
125940.0,1.14369
125988.0,1.14318
126035.0,1.14267
126083.0,1.14216
126131.0,1.14165
126178.0,1.14114
126226.0,1.14062
126273.0,1.14011
126321.0,1.1396
126368.0,1.13909
126416.0,1.13858
126464.0,1.13807
126511.0,1.13765
126559.0,1.1375
126606.0,1.13735
126654.0,1.13719
126702.0,1.13704
126749.0,1.13688
126797.0,1.13673
126844.0,1.13658
126892.0,1.13642
126939.0,1.13627
126987.0,1.13611
127035.0,1.13596
127082.0,1.1358
127130.0,1.13565
127177.0,1.1355
127225.0,1.13535
127272.0,1.13519
127320.0,1.13504
127368.0,1.13489
127415.0,1.13473
127463.0,1.13458
127510.0,1.13443
127558.0,1.13427
127606.0,1.13412
127653.0,1.13412
127701.0,1.13438
127748.0,1.13463
127796.0,1.13489
127843.0,1.13514
127891.0,1.1354
127939.0,1.13565
127986.0,1.13591
128034.0,1.13616
128081.0,1.13642
128129.0,1.13668
128176.0,1.13693
128224.0,1.13701
128272.0,1.13686
128319.0,1.1367
128367.0,1.13655
128414.0,1.1364
128462.0,1.13624
128510.0,1.13609
128557.0,1.13594
128605.0,1.13578
128652.0,1.13563
128700.0,1.13548
128747.0,1.13532
128795.0,1.13522
128843.0,1.13517
128890.0,1.13512
128938.0,1.13507
128985.0,1.13502
129033.0,1.13496
129080.0,1.13491
129128.0,1.13486
129176.0,1.13481
129223.0,1.13476
129271.0,1.13471
129318.0,1.13466
129366.0,1.13461
129413.0,1.13456
129461.0,1.1345
129509.0,1.13445
129556.0,1.1344
129604.0,1.13435
129651.0,1.1343
129699.0,1.13425
129747.0,1.1342
129794.0,1.13415
129842.0,1.1341
129889.0,1.13405
129937.0,1.13412
129984.0,1.13427
130032.0,1.13442
130080.0,1.13458
130127.0,1.13473
130175.0,1.13488
130222.0,1.13504
130270.0,1.13519
130317.0,1.13534
130365.0,1.1355
130413.0,1.13565
130460.0,1.1358
130508.0,1.13572
130555.0,1.13552
130603.0,1.13531
130651.0,1.13511
130698.0,1.1349
130746.0,1.1347
130793.0,1.13449
130841.0,1.13429
130888.0,1.13408
130936.0,1.13388
130984.0,1.13368
131031.0,1.13347
131079.0,1.13323
131126.0,1.13298
131174.0,1.13272
131222.0,1.13247
131269.0,1.13221
131317.0,1.13195
131364.0,1.1317
131412.0,1.13144
131459.0,1.13119
131507.0,1.13093
131555.0,1.13068
131602.0,1.13042
131650.0,1.13033
131697.0,1.13028
131745.0,1.13022
131792.0,1.13017
131840.0,1.13012
131888.0,1.13007
131935.0,1.13002
131983.0,1.12997
132030.0,1.12992
132078.0,1.12987
132125.0,1.12982
132173.0,1.12976
132221.0,1.12954
132268.0,1.12929
132316.0,1.12903
132363.0,1.12878
132411.0,1.12852
132459.0,1.12827
132506.0,1.12801
132554.0,1.12775
132601.0,1.1275
132649.0,1.12724
132696.0,1.12699
132744.0,1.12673
132792.0,1.12639
