age_calBP,Rainfall Index
3384,-0.3964
3385,-0.4375
3386,-0.4786
3387,-0.5198
3388,-0.5609
3389,-0.602
3390,-0.6431
3391,-0.6843
3392,-0.7254
3393,-0.7665
3394,-0.8076
3395,-0.8487
3396,-0.8688
3397,-0.8888
3398,-0.9089
3399,-0.9289
3400,-0.949
3401,-0.9746
3402,-1.0003
3403,-1.0259
3404,-1.0516
3405,-1.0772
3406,-1.1029
3407,-1.1285
3408,-1.1541
3409,-1.1332
3410,-1.1121
3411,-1.0911
3412,-1.07
3413,-1.049
3414,-1.028
3415,-1.0069
3416,-0.9859
3417,-0.9649
3418,-1.0129
3419,-1.061
3420,-1.109
3421,-1.1571
3422,-1.2051
3423,-1.2532
3424,-1.3013
3425,-1.3493
3426,-1.2883
3427,-1.2273
3428,-1.1662
3429,-1.1052
3430,-1.0441
3431,-0.9831
3432,-0.9221
3433,-0.861
3434,-0.8308
3435,-0.8006
3436,-0.7703
3437,-0.7401
3438,-0.7099
3439,-0.6797
3440,-0.6494
3441,-0.6192
3442,-0.603
3443,-0.5868
3444,-0.5646
3445,-0.5425
3446,-0.5204
3447,-0.4983
3448,-0.4762
3449,-0.4541
3450,-0.4101
3451,-0.3662
3452,-0.3222
3453,-0.2782
3454,-0.2343
3455,-0.1926
3456,-0.1509
3457,-0.1091
3458,-0.0674
3459,-0.1125
3460,-0.1576
3461,-0.2027
3462,-0.2479
3463,-0.293
3464,-0.3794
3465,-0.4658
3466,-0.5522
3467,-0.5434
3468,-0.5346
3469,-0.5258
3470,-0.517
3471,-0.5082
3472,-0.4994
3473,-0.4905
3474,-0.4817
3475,-0.4841
3476,-0.4865
3477,-0.4889
3478,-0.4913
3479,-0.4937
3480,-0.4961
3481,-0.4985
3482,-0.5009
3483,-0.4893
3484,-0.4833
3485,-0.4773
3486,-0.4713
3487,-0.4653
3488,-0.4593
3489,-0.4533
3490,-0.4473
3491,-0.4412
3492,-0.4483
3493,-0.4554
3494,-0.4625
3495,-0.4696
3496,-0.4767
3497,-0.4838
3498,-0.4908
3499,-0.4979
3500,-0.4378
3501,-0.3777
3502,-0.3175
3503,-0.2574
3504,-0.1973
3505,-0.1371
3506,-0.077
3507,-0.0169
3508,-0.0519
3509,-0.087
3510,-0.1221
3511,-0.1572
3512,-0.1811
3513,-0.205
3514,-0.2289
3515,-0.2528
3516,-0.2151
3517,-0.1773
3518,-0.1386
3519,-0.0998
3520,-0.0611
3521,-0.0223
3522,0.0164
3523,0.0552
3524,0.0777
3525,0.1003
3526,0.1229
3527,0.1454
3528,0.168
3529,0.1905
3530,0.2131
3531,0.2357
3532,0.2582
3533,0.2214
3534,0.1845
3535,0.1476
3536,0.1108
3537,0.0739
3538,0.037
3539,0.0001
3540,-0.0591
3541,-0.0652
3542,-0.0713
3543,-0.0773
3544,-0.0834
3545,-0.0895
3546,-0.1087
3547,-0.128
3548,-0.1472
3549,-0.1384
3550,-0.1297
3551,-0.1209
3552,-0.1122
3553,-0.1034
3554,-0.0946
3555,-0.0859
3556,-0.0771
3557,-0.06
3558,-0.0428
3559,-0.0256
3560,-0.0085
3561,0.0087
3562,0.0259
3563,0.043
3564,0.0602
3565,0.0073
3566,-0.0455
3567,-0.0984
3568,-0.1512
3569,-0.2041
3570,-0.2682
3571,-0.3322
3572,-0.3862
3573,-0.4401
3574,-0.3765
3575,-0.3128
3576,-0.2491
3577,-0.1855
3578,-0.1218
3579,-0.0581
3580,0.0055
3581,0.0692
3582,0.0069
3583,-0.0555
3584,-0.1179
3585,-0.1802
3586,-0.2426
3587,-0.305
3588,-0.3673
3589,-0.4297
3590,-0.4388
3591,-0.448
3592,-0.4571
3593,-0.4663
3594,-0.4754
3595,-0.4846
3596,-0.4937
3597,-0.532
3598,-0.559
3599,-0.5777
3600,-0.5963
3601,-0.6149
3602,-0.6336
3603,-0.6522
3604,-0.6709
3605,-0.6895
3606,-0.7081
3607,-0.7492
3608,-0.7902
3609,-0.8313
3610,-0.8723
3611,-0.9134
3612,-0.9544
3613,-0.9954
3614,-1.0365
3615,-0.9906
3616,-0.9447
3617,-0.8988
3618,-0.8528
3619,-0.8069
3620,-0.761
3621,-0.7151
3622,-0.6692
3623,-0.6339
3624,-0.5987
3625,-0.5634
3626,-0.5281
3627,-0.4929
3628,-0.474
3629,-0.4552
3630,-0.4364
3631,-0.4325
3632,-0.4286
3633,-0.4247
3634,-0.4208
3635,-0.4169
3636,-0.413
3637,-0.4091
3638,-0.4052
3639,-0.4013
3640,-0.385
3641,-0.3686
3642,-0.3523
3643,-0.3359
3644,-0.3196
3645,-0.3032
3646,-0.2869
3647,-0.2705
3648,-0.3551
3649,-0.396
3650,-0.437
3651,-0.4742
3652,-0.5114
3653,-0.5487
3654,-0.5859
3655,-0.6231
3656,-0.6603
3657,-0.7304
3658,-0.6982
3659,-0.666
3660,-0.6339
3661,-0.6017
3662,-0.5908
3663,-0.5799
3664,-0.5689
3665,-0.558
3666,-0.5331
3667,-0.5082
3668,-0.4833
3669,-0.4584
3670,-0.4335
3671,-0.4086
3672,-0.3837
3673,-0.3588
3674,-0.2514
3675,-0.144
3676,-0.0243
3677,0.0955
3678,0.2153
3679,0.335
3680,0.4548
3681,0.5746
3682,0.6943
3683,0.6448
3684,0.5953
3685,0.5458
3686,0.4963
3687,0.4467
3688,0.3972
3689,0.3477
3690,0.2982
3691,0.3345
3692,0.3709
3693,0.4073
3694,0.4151
3695,0.4229
3696,0.4307
3697,0.3975
3698,0.377
3699,0.3566
3700,0.3361
3701,0.3157
3702,0.2952
3703,0.2748
3704,0.2543
3705,0.2285
3706,0.2027
3707,0.1769
3708,0.1885
3709,0.2
3710,0.2116
3711,0.2231
3712,0.3371
3713,0.4022
3714,0.4672
3715,0.5322
3716,0.5973
3717,0.6623
3718,0.7274
3719,0.69
3720,0.6526
3721,0.6152
3722,0.5778
3723,0.5997
3724,0.6216
3725,0.6435
3726,0.7046
3727,0.7657
3728,0.8268
3729,0.8879
3730,0.9247
3731,0.9615
3732,0.9984
3733,0.9786
3734,0.9589
3735,0.9392
3736,0.9194
3737,0.8997
3738,0.88
3739,0.8515
3740,0.8421
3741,0.8851
3742,0.9281
3743,0.971
3744,1.014
3745,1.0569
3746,1.0999
3747,1.2295
3748,1.3591
3749,1.4887
3750,1.6183
3751,1.7479
3752,1.8506
3753,1.7107
3754,1.5709
3755,1.4311
3756,1.2913
3757,1.1515
3758,1.0116
3759,0.8718
3760,0.8867
3761,0.9016
3762,0.9165
3763,0.963
3764,1.0096
3765,1.0463
3766,1.0829
3767,1.1347
3768,1.1865
3769,1.2383
3770,1.2902
3771,1.342
3772,1.3938
3773,1.4456
3774,1.3758
3775,1.306
3776,1.2362
3777,1.1664
3778,1.1478
3779,1.1293
3780,1.1109
3781,1.21
3782,1.3092
3783,1.4083
3784,1.5075
3785,1.5114
3786,1.5154
3787,1.5193
3788,1.4783
3789,1.4374
3790,1.3966
3791,1.3557
3792,1.3148
3793,1.2739
3794,1.233
3795,1.1922
3796,1.2271
3797,1.2622
3798,1.2973
3799,1.3324
3800,1.3675
3801,1.4025
3802,1.3973
3803,1.3919
3804,1.3867
3805,1.3814
3806,1.3762
3807,1.3889
3808,1.4431
3809,1.4752
3810,1.5073
3811,1.5394
3812,1.5715
3813,1.6036
3814,1.6356
3815,1.6261
3816,1.6166
3817,1.6071
3818,1.5976
3819,1.4984
3820,1.3993
3821,1.3002
3822,1.2395
3823,1.1787
3824,1.1179
3825,1.0572
3826,0.9965
3827,0.92
3828,0.8434
3829,0.7957
3830,0.7778
3831,0.76
3832,0.7421
3833,0.7242
3834,0.7064
3835,0.6885
3836,0.5691
3837,0.4496
3838,0.3302
3839,0.2108
3840,0.0913
3841,-0.0012
3842,-0.0938
3843,-0.0711
3844,-0.0484
3845,-0.0257
3846,-0.0031
3847,0.0447
3848,0.0925
3849,0.1403
3850,0.1625
3851,0.1846
3852,0.2382
3853,0.2917
3854,0.3453
3855,0.3988
3856,0.4524
3857,0.426
3858,0.3996
3859,0.3732
3860,0.3469
3861,0.3205
3862,0.2941
3863,0.2715
3864,0.2862
3865,0.3009
3866,0.3156
3867,0.3303
3868,0.3554
3869,0.3806
3870,0.4132
3871,0.4459
3872,0.4785
3873,0.5111
3874,0.5437
3875,0.5764
3876,0.609
3877,0.5904
3878,0.5718
3879,0.5532
3880,0.5346
3881,0.516
3882,0.4975
3883,0.4789
3884,0.4691
3885,0.4332
3886,0.3973
3887,0.3614
3888,0.3254
3889,0.2895
3890,0.2536
3891,0.2438
3892,0.234
3893,0.2243
3894,0.2145
3895,0.2047
3896,0.2398
3897,0.2737
3898,0.3972
3899,0.5207
3900,0.6442
3901,0.7678
3902,0.8913
3903,1.0148
3904,1.1384
3905,1.0602
3906,0.9821
3907,0.8726
3908,0.7631
3909,0.6536
3910,0.5441
3911,0.4346
3912,0.4424
3913,0.4501
3914,0.4579
3915,0.4656
3916,0.4457
3917,0.4258
3918,0.4096
3919,0.3934
3920,0.3772
3921,0.361
3922,0.3448
3923,0.3655
3924,0.3861
3925,0.4068
3926,0.3677
3927,0.3286
3928,0.2895
3929,0.3177
3930,0.3458
3931,0.3739
3932,0.449
3933,0.5241
3934,0.5992
3935,0.6742
3936,0.7493
3937,0.8244
3938,0.8995
3939,0.9634
3940,0.9488
3941,0.9342
3942,0.9197
3943,0.9051
3944,0.8905
3945,0.876
3946,0.8838
3947,0.8917
3948,0.8995
3949,0.9073
3950,0.9152
3951,0.9246
3952,0.9453
3953,0.8573
3954,0.7691
3955,0.681
3956,0.5929
3957,0.5048
3958,0.4166
3959,0.3285
3960,0.2969
3961,0.2654
3962,0.2338
3963,0.2265
3964,0.202
3965,0.1776
3966,0.1531
3967,0.1982
3968,0.2434
3969,0.2885
3970,0.3337
3971,0.3788
3972,0.424
3973,0.4691
3974,0.5495
3975,0.6299
3976,0.7102
3977,0.7906
3978,0.9081
3979,1.0257
3980,1.1432
3981,1.0719
3982,1.0006
3983,0.9294
3984,0.858
3985,0.7699
3986,0.6818
3987,0.5937
3988,0.5056
3989,0.5047
3990,0.5038
3991,0.5029
3992,0.502
3993,0.4854
3994,0.4688
3995,0.4522
3996,0.5476
3997,0.643
3998,0.7384
3999,0.8338
4000,0.9292
4001,1.0247
4002,1.12
4003,0.9938
4004,0.8675
4005,0.7413
4006,0.5811
4007,0.4378
4008,0.2945
4009,0.1512
4010,0.0079
4011,-0.017
4012,-0.0418
4013,-0.0667
4014,-0.0916
4015,-0.1165
4016,-0.1413
4017,-0.1662
4018,-0.2003
4019,-0.2344
4020,-0.2684
4021,-0.3018
4022,-0.3351
4023,-0.3684
4024,-0.4017
4025,-0.435
4026,-0.3086
4027,-0.1823
4028,-0.056
4029,0.0256
4030,0.1071
4031,0.1886
4032,0.2701
4033,0.2204
4034,0.1707
4035,0.121
4036,0.0713
4037,0.0216
4038,-0.0282
4039,-0.0779
4040,-0.1084
4041,-0.1901
4042,-0.2718
4043,-0.3535
4044,-0.4353
4045,-0.4589
4046,-0.4825
4047,-0.5061
4048,-0.4897
4049,-0.4733
4050,-0.4569
4051,-0.4405
4052,-0.4353
4053,-0.4368
4054,-0.4382
4055,-0.378
4056,-0.3179
4057,-0.2577
4058,-0.1975
4059,-0.1373
4060,-0.0446
4061,0.0481
4062,0.1409
4063,0.092
4064,0.0655
4065,0.039
4066,0.0125
4067,-0.0139
4068,-0.0404
4069,-0.0669
4070,0.0146
4071,0.0962
4072,0.1777
4073,0.2593
4074,0.3053
4075,0.3514
4076,0.3974
4077,0.4006
4078,0.4037
4079,0.3072
4080,0.2107
4081,0.1142
4082,0.0177
4083,-0.0787
4084,-0.1528
4085,-0.0805
4086,-0.0081
4087,0.0642
4088,0.1366
4089,0.209
4090,0.2813
4091,0.3537
4092,0.3606
4093,0.3674
4094,0.3743
4095,0.3812
4096,0.4161
4097,0.451
4098,0.4859
4099,0.5208
4100,0.5557
4101,0.5905
4102,0.6254
4103,0.6603
4104,0.6952
4105,0.7301
4106,0.765
4107,0.7775
4108,0.7329
4109,0.6883
4110,0.6436
4111,0.599
4112,0.5544
4113,0.5098
4114,0.5175
4115,0.5065
4116,0.4956
4117,0.4847
4118,0.4737
4119,0.4554
4120,0.4369
4121,0.4186
4122,0.4188
4123,0.4191
4124,0.4194
4125,0.4196
4126,0.4199
4127,0.4202
4128,0.4509
4129,0.5201
4130,0.5893
4131,0.6585
4132,0.7277
4133,0.7969
4134,0.8661
4135,0.7658
4136,0.6657
4137,0.5654
4138,0.4652
4139,0.4098
4140,0.3545
4141,0.2991
4142,0.3361
4143,0.3732
4144,0.4103
4145,0.4474
4146,0.4845
4147,0.5216
4148,0.5325
4149,0.4688
4150,0.405
4151,0.3413
4152,0.2654
4153,0.1896
4154,0.1138
4155,0.0902
4156,0.0667
4157,0.0431
4158,0.0195
4159,0.0408
4160,0.0621
4161,0.0833
4162,0.127
4163,0.1707
4164,0.2306
4165,0.2905
4166,0.3505
4167,0.4104
4168,0.4479
4169,0.5863
4170,0.7247
4171,0.863
4172,1.023
4173,1.1831
4174,1.3431
4175,1.1614
4176,0.9797
4177,0.798
4178,0.6163
4179,0.3506
4180,0.0849
4181,0.0513
4182,0.0176
4183,-0.016
4184,-0.0496
4185,-0.0833
4186,-0.1169
4187,-0.173
4188,-0.1554
4189,-0.1378
4190,-0.1203
4191,-0.1331
4192,-0.1459
4193,-0.1588
4194,-0.1716
4195,-0.1503
4196,-0.129
4197,-0.1077
4198,-0.1088
4199,-0.11
4200,-0.1111
4201,-0.1399
4202,-0.1688
4203,-0.1976
4204,-0.188
4205,-0.1784
4206,-0.1688
4207,-0.1591
4208,-0.0844
4209,-0.0097
4210,0.065
4211,0.1546
4212,0.2442
4213,0.2956
4214,0.347
4215,0.3985
4216,0.4499
4217,0.5013
4218,0.4481
4219,0.395
4220,0.3418
4221,0.2236
4222,0.1054
4223,-0.0129
4224,-0.1311
4225,-0.2817
4226,-0.4322
4227,-0.5828
4228,-0.6234
4229,-0.6641
4230,-0.7048
4231,-0.6921
4232,-0.6143
4233,-0.5365
4234,-0.4588
4235,-0.381
4236,-0.3032
4237,-0.2254
4238,-0.2458
4239,-0.2662
4240,-0.2866
4241,-0.2792
4242,-0.2719
4243,-0.2645
4244,-0.2572
4245,-0.2498
4246,-0.2834
4247,-0.317
4248,-0.2887
4249,-0.2604
4250,-0.2321
4251,-0.2048
4252,-0.1776
4253,-0.1504
4254,-0.1231
4255,-0.0959
4256,-0.0687
4257,-0.024
4258,-0.0006
4259,0.0228
4260,0.0461
4261,0.1005
4262,0.1547
4263,0.2091
4264,0.2634
4265,0.3177
4266,0.3782
4267,0.4387
4268,0.4832
4269,0.5277
4270,0.5722
4271,0.4823
4272,0.3923
4273,0.3582
4274,0.324
4275,0.2899
4276,0.2557
4277,0.2216
4278,0.1949
4279,0.1682
4280,0.1416
4281,0.1906
4282,0.2397
4283,0.225
4284,0.2104
4285,0.1957
4286,0.181
4287,0.1663
4288,0.1655
4289,0.1647
4290,0.1921
4291,0.2313
4292,0.2705
4293,0.3097
4294,0.3489
4295,0.388
4296,0.4272
4297,0.4664
4298,0.5163
4299,0.5661
4300,0.616
4301,0.5512
4302,0.4864
4303,0.4216
4304,0.3568
4305,0.292
4306,0.2272
4307,0.1325
4308,0.027
4309,-0.0786
4310,-0.1842
4311,-0.2069
4312,-0.2296
4313,-0.2523
4314,-0.275
4315,-0.2977
4316,-0.3204
4317,-0.3146
4318,-0.3089
4319,-0.3032
4320,-0.2975
4321,-0.341
4322,-0.3846
4323,-0.3908
4324,-0.3971
4325,-0.4033
4326,-0.4095
4327,-0.4157
4328,-0.422
4329,-0.4
4330,-0.378
4331,-0.356
4332,-0.2183
4333,-0.0806
4334,0.0572
4335,0.1949
4336,0.3327
4337,0.4704
4338,0.5503
4339,0.6004
4340,0.6505
4341,0.7006
4342,0.7023
4343,0.7041
4344,0.7058
4345,0.7076
4346,0.7093
4347,0.711
4348,0.7128
4349,0.7145
4350,0.7161
4351,0.7179
4352,0.7196
4353,0.6745
4354,0.6379
4355,0.6012
4356,0.5646
4357,0.5279
4358,0.4912
4359,0.4546
4360,0.4179
4361,0.3813
4362,0.3446
4363,0.3005
4364,0.2564
4365,0.2122
4366,0.1778
4367,0.1433
4368,0.1088
4369,0.0549
4370,0.0011
4371,-0.0528
4372,-0.1067
4373,-0.1606
4374,-0.1383
4375,-0.116
4376,-0.0937
4377,-0.0714
4378,-0.0491
4379,-0.034
4380,-0.0189
4381,-0.0037
4382,0.0114
4383,0.0266
4384,0.0148
4385,-0.0395
4386,-0.0938
4387,-0.1481
4388,-0.2025
4389,-0.2568
4390,-0.3111
4391,-0.3654
4392,-0.3884
4393,-0.4113
4394,-0.4343
4395,-0.3609
4396,-0.2875
4397,-0.2141
4398,-0.1407
4399,-0.0673
4400,-0.0073
4401,0.0527
4402,0.1126
4403,0.1726
4404,0.2325
4405,0.2318
4406,0.2142
4407,0.1966
4408,0.1791
4409,0.1615
4410,0.1439
4411,0.1264
4412,0.1088
4413,0.0912
4414,0.0737
4415,0.0561
4416,0.063
4417,0.0698
4418,0.047
4419,0.0243
4420,0.0015
4421,-0.0213
4422,-0.0441
4423,-0.0669
4424,-0.0897
4425,-0.1125
4426,-0.1353
4427,-0.1621
4428,-0.189
4429,-0.2159
4430,-0.2427
4431,-0.236
4432,-0.1878
4433,-0.1396
4434,-0.0914
4435,-0.0432
4436,0.005
4437,0.0532
4438,0.1014
4439,0.1608
4440,0.2202
4441,0.2795
4442,0.3313
4443,0.383
4444,0.4348
4445,0.4865
4446,0.5383
4447,0.5508
4448,0.5634
4449,0.5759
4450,0.5885
4451,0.5343
4452,0.4801
4453,0.4259
4454,0.3718
4455,0.3176
4456,0.2634
4457,0.2093
4458,0.1551
4459,0.1009
4460,0.0256
4461,-0.0497
4462,-0.064
4463,-0.0192
4464,0.0257
4465,0.0705
4466,0.1153
4467,0.1602
4468,0.205
4469,0.2498
4470,0.2947
4471,0.3395
4472,0.3843
4473,0.4292
4474,0.3533
4475,0.2775
4476,0.2135
4477,0.1495
4478,0.0992
4479,0.0488
4480,-0.0016
4481,-0.052
4482,-0.1023
4483,-0.1527
4484,-0.2031
4485,-0.1755
4486,-0.148
4487,-0.1205
4488,-0.093
4489,-0.0655
4490,-0.0379
4491,-0.0104
4492,0.0171
4493,0.0446
4494,0.1202
4495,0.1958
4496,0.2714
4497,0.3077
4498,0.3441
4499,0.3805
4500,0.4169
4501,0.4532
4502,0.4896
4503,0.526
4504,0.5623
4505,0.5987
4506,0.6351
4507,0.6714
4508,0.7078
4509,0.7087
4510,0.6446
4511,0.5805
4512,0.5164
4513,0.4523
4514,0.3881
4515,0.324
4516,0.2599
4517,0.1958
4518,0.1317
4519,0.0676
4520,-0.0062
4521,-0.08
4522,-0.1538
4523,-0.212
4524,-0.2701
4525,-0.3283
4526,-0.3752
4527,-0.4221
4528,-0.4691
4529,-0.516
4530,-0.5629
4531,-0.6099
4532,-0.5933
4533,-0.5563
4534,-0.5193
4535,-0.4823
4536,-0.4453
4537,-0.4083
4538,-0.3713
4539,-0.3343
4540,-0.2973
4541,-0.2678
4542,-0.2382
4543,-0.2087
4544,-0.1941
4545,-0.1795
4546,-0.1649
4547,-0.1503
4548,-0.1134
4549,-0.0765
4550,-0.0396
4551,-0.0026
4552,0.0343
4553,0.0712
4554,0.1081
4555,0.1562
4556,0.1594
4557,0.1581
4558,0.1568
4559,0.1555
4560,0.1542
4561,0.1529
4562,0.1516
4563,0.1503
4564,0.149
4565,0.1477
4566,0.1464
4567,0.1272
4568,0.0918
4569,0.0564
4570,0.021
4571,-0.0144
4572,-0.0498
4573,-0.0964
4574,-0.143
4575,-0.1694
4576,-0.1958
4577,-0.2222
4578,-0.2384
4579,-0.2546
4580,-0.2708
4581,-0.287
4582,-0.3032
4583,-0.3194
4584,-0.3357
4585,-0.3519
4586,-0.3681
4587,-0.3843
4588,-0.4005
4589,-0.4045
4590,-0.4122
4591,-0.42
4592,-0.4277
4593,-0.4354
4594,-0.4432
4595,-0.4509
4596,-0.4586
4597,-0.4664
4598,-0.4741
4599,-0.4818
4600,-0.4896
4601,-0.495
4602,-0.5005
4603,-0.506
4604,-0.4953
4605,-0.4845
4606,-0.4738
4607,-0.4631
4608,-0.4524
4609,-0.4416
4610,-0.4309
4611,-0.4202
4612,-0.4094
4613,-0.4251
4614,-0.4407
4615,-0.4563
4616,-0.4719
4617,-0.4875
4618,-0.5031
4619,-0.5187
4620,-0.5464
4621,-0.557
4622,-0.5676
4623,-0.5782
4624,-0.5889
4625,-0.5433
4626,-0.4976
4627,-0.4696
4628,-0.4416
4629,-0.4135
4630,-0.3855
4631,-0.3574
4632,-0.3294
4633,-0.3013
4634,-0.2733
4635,-0.2228
4636,-0.1778
4637,-0.1328
4638,-0.0878
4639,-0.0427
4640,0.0023
4641,0.0473
4642,0.0923
4643,0.1373
4644,0.1824
4645,0.2361
4646,0.2899
4647,0.3436
4648,0.3601
4649,0.3765
4650,0.3929
4651,0.4093
4652,0.4162
4653,0.423
4654,0.4298
4655,0.4366
4656,0.4434
4657,0.4502
4658,0.4605
4659,0.4429
4660,0.4254
4661,0.4079
4662,0.3904
4663,0.3728
4664,0.3553
4665,0.3527
4666,0.3424
4667,0.3322
4668,0.3219
4669,0.3116
4670,0.3238
4671,0.3231
4672,0.3224
4673,0.3217
4674,0.3211
4675,0.3204
4676,0.3197
4677,0.3191
4678,0.3237
4679,0.3249
4680,0.326
4681,0.2842
4682,0.2425
4683,0.2007
4684,0.1589
4685,0.0779
4686,-0.0031
4687,-0.0841
4688,-0.1651
4689,-0.2461
4690,-0.3105
4691,-0.3077
4692,-0.3011
4693,-0.2945
4694,-0.288
4695,-0.2814
4696,-0.2748
4697,-0.2682
4698,-0.3371
4699,-0.4059
4700,-0.4748
4701,-0.5436
4702,-0.633
4703,-0.6843
4704,-0.7356
4705,-0.7571
4706,-0.7785
4707,-0.7999
4708,-0.8213
4709,-0.8428
4710,-0.8642
4711,-0.8147
4712,-0.7651
4713,-0.7156
4714,-0.6605
4715,-0.6053
4716,-0.5502
4717,-0.4951
4718,-0.4836
4719,-0.4722
4720,-0.4608
4721,-0.4493
4722,-0.4379
4723,-0.4265
4724,-0.415
4725,-0.4185
4726,-0.422
4727,-0.4255
4728,-0.4291
4729,-0.4326
4730,-0.4634
4731,-0.4793
4732,-0.4952
4733,-0.5111
4734,-0.527
4735,-0.5429
4736,-0.5364
4737,-0.5299
4738,-0.4625
4739,-0.3952
4740,-0.3279
4741,-0.2673
4742,-0.2067
4743,-0.1462
4744,-0.0856
4745,-0.0859
4746,-0.0861
4747,-0.1032
4748,-0.1202
4749,-0.1373
4750,-0.1543
4751,-0.129
4752,-0.1036
4753,-0.0782
4754,-0.0529
4755,-0.0317
4756,-0.0104
4757,0.0108
4758,-0.0096
4759,-0.03
4760,-0.0504
4761,-0.0708
4762,-0.0911
4763,-0.1115
4764,-0.1092
4765,-0.0796
4766,-0.0501
4767,-0.0205
4768,0.009
4769,0.0498
4770,0.0905
4771,0.0865
4772,0.0824
4773,0.0784
4774,0.0743
4775,0.0703
4776,0.0662
4777,0.0622
4778,0.0442
4779,0.0261
4780,0.0171
4781,0.0081
4782,-0.001
4783,-0.01
4784,-0.019
4785,-0.0632
4786,-0.1399
4787,-0.2166
4788,-0.2932
4789,-0.3699
4790,-0.469
4791,-0.3915
4792,-0.314
4793,-0.2365
4794,-0.159
4795,-0.0815
4796,0.001
4797,0.0835
4798,0.0379
4799,-0.0076
4800,-0.0532
4801,-0.0987
4802,-0.189
4803,-0.2794
4804,-0.3697
4805,-0.4115
4806,-0.4533
4807,-0.4951
4808,-0.5369
4809,-0.5279
4810,-0.519
4811,-0.4801
4812,-0.4412
4813,-0.3912
4814,-0.3411
4815,-0.2911
4816,-0.241
4817,-0.2104
4818,-0.2955
4819,-0.3807
4820,-0.4658
4821,-0.5509
4822,-0.6361
4823,-0.7212
4824,-0.6906
4825,-0.4658
4826,-0.241
4827,-0.0162
4828,0.1965
4829,0.4091
4830,0.6217
4831,0.7354
4832,0.849
4833,0.9628
4834,1.0765
4835,0.9754
4836,0.8743
4837,0.7733
4838,0.6632
4839,0.5531
4840,0.4431
4841,0.333
4842,0.2229
4843,0.1128
4844,0.0662
4845,0.0196
4846,0.0537
4847,0.0878
4848,0.1218
4849,0.1559
4850,0.2241
4851,0.3049
4852,0.3858
4853,0.4666
4854,0.5475
4855,0.6284
4856,0.7093
4857,0.8311
4858,0.9217
4859,1.0123
4860,1.1028
4861,1.1934
4862,1.2251
4863,1.2569
4864,1.2885
4865,1.3202
4866,1.3519
4867,1.3835
4868,1.3447
4869,1.306
4870,1.2672
4871,1.2283
4872,1.1896
4873,1.1508
4874,1.1384
4875,1.1259
4876,1.1134
4877,1.101
4878,1.0886
4879,1.0659
4880,1.0582
4881,1.0506
4882,1.0294
4883,1.0081
4884,0.9869
4885,0.9657
4886,0.9445
4887,0.9232
4888,0.902
4889,0.8808
4890,0.8596
4891,0.8383
4892,0.8022
4893,0.7904
4894,0.7787
4895,0.7669
4896,0.7551
4897,0.7433
4898,0.7315
4899,0.7198
4900,0.7079
4901,0.7186
4902,0.7292
4903,0.7529
4904,0.7767
4905,0.7725
4906,0.7685
4907,0.7645
4908,0.7604
4909,0.7564
4910,0.7522
4911,0.7482
4912,0.7442
4913,0.7401
4914,0.7361
4915,0.7134
4916,0.6789
4917,0.6445
4918,0.6101
4919,0.5757
4920,0.5412
4921,0.5068
4922,0.4724
4923,0.4211
4924,0.3699
4925,0.3187
4926,0.3122
4927,0.3058
4928,0.2994
4929,0.334
4930,0.3686
4931,0.4032
4932,0.4378
4933,0.4724
4934,0.5069
4935,0.5415
4936,0.5761
4937,0.6107
4938,0.608
4939,0.6052
4940,0.6025
4941,0.5997
4942,0.597
4943,0.5942
4944,0.587
4945,0.5798
4946,0.5727
4947,0.5655
4948,0.5583
4949,0.5511
4950,0.5263
4951,0.5079
4952,0.4896
4953,0.4713
4954,0.4529
4955,0.4346
4956,0.4163
4957,0.3979
4958,0.3796
4959,0.3613
4960,0.407
4961,0.4674
4962,0.5277
4963,0.5881
4964,0.6485
4965,0.7089
4966,0.768
4967,0.8271
4968,0.8862
4969,0.8309
4970,0.7757
4971,0.7204
4972,0.6651
4973,0.5924
4974,0.5196
4975,0.4469
4976,0.3742
4977,0.3014
4978,0.2287
4979,0.156
4980,0.0832
4981,0.0105
4982,-0.0622
4983,-0.0852
4984,-0.0826
4985,-0.0801
4986,-0.0775
4987,-0.075
4988,-0.036
4989,0.0029
4990,0.0419
4991,0.0808
4992,0.1198
4993,0.1587
4994,0.1977
4995,0.177
4996,0.1517
4997,0.1264
4998,0.1011
4999,0.0758
5000,0.0505
5001,0.0252
5002,-0.0001
5003,-0.0254
5004,-0.0508
5005,-0.0761
5006,-0.0576
5007,-0.0391
5008,0.0037
5009,-0.0051
5010,-0.0139
5011,-0.0227
5012,-0.0315
5013,-0.0403
5014,-0.049
5015,-0.0578
5016,-0.0601
5017,-0.0624
5018,-0.0646
5019,-0.1013
5020,-0.1379
5021,-0.1745
5022,-0.2111
5023,-0.2478
5024,-0.2844
5025,-0.321
5026,-0.3576
5027,-0.3943
5028,-0.4495
5029,-0.5047
5030,-0.5599
5031,-0.589
5032,-0.6181
5033,-0.6472
5034,-0.6763
5035,-0.7053
5036,-0.7344
5037,-0.7635
5038,-0.7926
5039,-0.8217
5040,-0.7903
5041,-0.759
5042,-0.7276
5043,-0.6858
5044,-0.644
5045,-0.6022
5046,-0.5603
5047,-0.5185
5048,-0.4767
5049,-0.4349
5050,-0.3931
5051,-0.3513
5052,-0.3615
5053,-0.3673
5054,-0.3675
5055,-0.3676
5056,-0.3678
5057,-0.368
5058,-0.3682
